      P(bar)          T(K)        Rho(k_gm-3)
     0.16862        51.985            0.14120
     0.16137        51.894            0.13323
     0.15450        51.808            0.12523
     0.14786        51.743            0.12523
     0.14150        51.708            0.11702
     0.13551        51.712            0.11702
     0.12966        51.725            0.10864
     0.12421        51.736            0.10027
     0.11890        51.756            0.10027
     0.11391        51.796            0.09179
     0.10450        51.903            0.08326
     0.09173        52.074            0.04801
     0.08834        52.153            0.04801
     0.08603        52.223            0.04801
     0.08373        52.293            0.04245
     0.08142        52.362            0.04245
     0.07928        52.431            0.04245
     0.07728        52.498            0.04245
     0.07528        52.566            0.03694
     0.07327        52.633            0.03694
     0.07127        52.700            0.03694
     0.06943        52.795            0.03694
     0.06774        52.915            0.03694
     0.06605        53.034            0.03694
     0.06436        53.153            0.03129
     0.06266        53.272            0.03129
     0.06097        53.391            0.03129
     0.05947        53.510            0.03129
     0.05809        53.629            0.03129
     0.05671        53.747            0.03129
     0.05532        53.866            0.02572
     0.05394        53.984            0.02572
     0.05255        54.103            0.02572
     0.05117        54.221            0.02572
     0.04991        54.343            0.02572
     0.04884        54.469            0.02572
     0.04776        54.595            0.02572
     0.04669        54.721            0.02572
     0.04561        54.847            0.02572
     0.04454        54.973            0.02023
     0.04347        55.100            0.02023
     0.04239        55.226            0.02023
     0.04132        55.352            0.02023
     0.04028        55.478            0.02023
     0.03957        55.603            0.02023
     0.03887        55.728            0.02023
     0.03816        55.854            0.02023
     0.03746        55.979            0.02023
     0.03675        56.104            0.02023
     0.03604        56.229            0.02023
     0.03534        56.354            0.01486
     0.03463        56.479            0.01486
     0.03393        56.605            0.01486
     0.03322        56.730            0.01486
     0.03251        56.855            0.01486
     0.03181        56.980            0.01486
     0.03110        57.105            0.01486
     0.03040        57.230            0.01486
     0.03001        57.381            0.01486
     0.02966        57.532            0.01486
     0.02930        57.684            0.01486
     0.02894        57.836            0.01486
     0.02858        57.988            0.01486
     0.02822        58.140            0.01486
     0.02787        58.292            0.01486
     0.02751        58.443            0.01486
     0.02715        58.595            0.01486
     0.02679        58.747            0.01486
     0.02643        58.899            0.01486
     0.02607        59.051            0.01486
     0.02572        59.203            0.01486
     0.02536        59.354            0.01486
     0.02500        59.506            0.00985
     0.02464        59.658            0.00985
     0.02428        59.810            0.00985
     0.02393        59.962            0.00985
     0.02357        60.114            0.00985
     0.02321        60.265            0.00985
     0.02285        60.417            0.00985
     0.02249        60.569            0.00985
     0.02213        60.721            0.00985
     0.02178        60.873            0.00985
     0.02142        61.025            0.00985
     0.02106        61.177            0.00985
     0.02070        61.328            0.00985
     0.02035        61.483            0.00985
     0.02007        61.787            0.00985
     0.01980        62.090            0.00985
     0.01953        62.394            0.00985
     0.01926        62.698            0.00985
     0.01898        63.002            0.00985
     0.01871        63.306            0.00985
     0.01844        63.610            0.00985
     0.01817        63.914            0.00985
     0.01790        64.217            0.00985
     0.01762        64.521            0.00985
     0.01735        64.825            0.00985
     0.01708        65.129            0.00985
     0.01681        65.433            0.00985
     0.01654        65.737            0.00985
     0.01626        66.040            0.00985
     0.01599        66.344            0.00985
     0.01572        66.648            0.00985
     0.01545        66.952            0.00985
     0.01517        67.256            0.00504
     0.01490        67.560            0.00504
     0.01463        67.863            0.00504
     0.01436        68.167            0.00504
     0.01409        68.471            0.00504
     0.01381        68.775            0.00504
     0.01354        69.079            0.00504
     0.01327        69.383            0.00504
     0.01300        69.687            0.00504
     0.01273        69.990            0.00504
     0.01245        70.294            0.00504
     0.01218        70.598            0.00504
