568600.901664768	1.049963094	111324.470646646	1.278142180	704683.413961930	1.840536489	0.995055816	0.149924115		3.50965509675223E-03	-3.68994169906649E-05	6.10743210380408E-07	-1.34563533868730E-08	2.26290577876447E-01
643776.884817349	1.738333990	209351.108677951	1.249400603	434376.640193891	1.446114537	0.970755953	0.172269020		3.51062569399198E-03	-3.65020888553659E-05	5.93760910434537E-07	-1.28103646151664E-08	2.26290577876447E-01
681196.201261167	1.433123032	46464.145362088	1.010726251	322263.640602787	1.728476068	0.909168263	0.121937410		3.51029466660509E-03	-3.48019200726598E-05	5.20265420548220E-07	-1.01407097035011E-08	2.26290577876447E-01
512121.711959199	1.313920226	107417.019248795	1.207788398	503719.315446495	1.840417431	0.962813584	0.065842387		3.51024967340100E-03	-3.58145421828965E-05	5.66285958131360E-07	-1.18128737641976E-08	2.26290577876447E-01
259480.916026214	0.719343467	58097.251694460	1.272205205	150309.077523262	1.656336509	0.990020896	0.034173789		3.51152877284215E-03	-3.65668068832173E-05	5.97937305576557E-07	-1.29996190387074E-08	2.26290577876447E-01
363817.412288188	1.755752371	22537.251615465	1.068773260	767688.956143232	1.945903984	0.901900522	0.008990338		3.51143132775961E-03	-3.42811484777429E-05	5.08388118964840E-07	-9.88988563404079E-09	2.26290577876447E-01
701670.597629533	1.343576214	61059.375670510	1.112265013	614777.947990431	1.800467263	0.937335524	0.015427802		3.50959270454589E-03	-3.45735102536474E-05	5.18030502644794E-07	-1.01376216256853E-08	2.26290577876447E-01
734404.066314102	1.495191409	80559.618174713	1.027435614	701201.672118567	1.623944192	0.860193610	0.122749216		3.51117052297567E-03	-3.46665437962871E-05	5.25203513372995E-07	-1.05727978003610E-08	2.26290577876447E-01
592447.302350040	1.320596126	89158.933708560	1.164379241	380163.727683242	1.566536395	0.964961448	0.219616076		3.51102882665835E-03	-3.64677050663543E-05	5.84743832187913E-07	-1.23173291682040E-08	2.26290577876447E-01
581349.072739837	1.360572603	113052.540667786	1.150160423	427702.183930564	1.613697504	0.936339177	0.096491834		3.51010226650175E-03	-3.52963338121117E-05	5.45219840119609E-07	-1.10742874649052E-08	2.26290577876447E-01
457232.893889552	1.263400358	121014.326633862	1.245458289	674646.426780724	1.795704530	0.976009776	0.054292872		3.51046378033588E-03	-3.62056857919022E-05	5.83002171818090E-07	-1.24387843087614E-08	2.26290577876447E-01
739607.485868009	1.350324231	111249.731216825	1.075522570	389610.926564626	1.504869215	0.901204759	0.068598765		3.51090807121635E-03	-3.45082365299157E-05	5.17683924385843E-07	-1.02381648483130E-08	2.26290577876447E-01
354197.913755596	0.974553442	71257.888186507	1.168721967	790241.451081039	1.859530011	0.953920302	0.065154832		3.51128076926986E-03	-3.52815667786367E-05	5.44945047840527E-07	-1.10544541926810E-08	2.26290577876447E-01
655584.866834258	1.186841250	146768.140883141	1.166539880	618366.908998261	1.761473846	0.946191626	0.065121452		3.51127340276991E-03	-3.53530291888770E-05	5.47624365678194E-07	-1.11552270451365E-08	2.26290577876447E-01
409800.795198938	0.930869050	60300.651664692	1.161398140	394019.984875203	1.995089261	0.954833349	0.007800160		3.51043002056676E-03	-3.51384438062191E-05	5.39613824943318E-07	-1.08677472013809E-08	2.26290577876447E-01
645028.744914862	1.766387987	55260.492211843	1.099681637	493100.535484595	1.704246082	0.913547189	0.023037472		3.51001363960232E-03	-3.45358941188382E-05	5.17825430928591E-07	-1.01845017798180E-08	2.26290577876447E-01
401965.579684212	1.284121429	52961.167145546	1.173584755	356657.474536798	1.839152531	0.955063341	0.030416205		3.51122640601265E-03	-3.53125984029454E-05	5.46304518102253E-07	-1.11028535583489E-08	2.26290577876447E-01
495050.752948211	1.186550249	118800.053802464	1.237327445	498602.485658012	1.663927271	0.983516238	0.185686673		3.51126610838734E-03	-3.68196923854443E-05	6.03521231604380E-07	-1.31035192341769E-08	2.26290577876447E-01
760551.631053809	1.210877520	58746.406972142	1.007491839	361188.988827819	1.537525295	0.913137647	0.145079437		3.51045028443254E-03	-3.44925533529245E-05	5.09738978803151E-07	-9.80310929314377E-09	2.26290577876447E-01
548792.335103350	1.423741062	127699.338331542	1.182234321	646917.436580457	1.670218527	0.941309769	0.070110914		3.50962918032748E-03	-3.54676110768198E-05	5.53459082050892E-07	-1.13880412312463E-08	2.26290577876447E-01
553935.973549367	1.574064349	78556.069702749	1.159096849	483101.014078339	1.702474379	0.939310727	0.020983632		3.51074354553272E-03	-3.51554809174597E-05	5.40795417674620E-07	-1.09346409743882E-08	2.26290577876447E-01
