      P(bar)          T(K)        Rho(k_gm-3)
    22.28087       202.153            3.27420
    22.14026       201.768            3.25980
    22.00027       201.382            3.24540
    21.86089       200.996            3.23100
    21.72214       200.609            3.21650
    21.58400       200.223            3.20210
    21.44647       199.837            3.18860
    21.30956       199.450            3.17410
    21.17326       199.064            3.15950
    21.03756       198.677            3.14590
    20.90248       198.290            3.13130
    20.76800       197.903            3.11770
    20.63413       197.516            3.10410
    20.50086       197.129            3.08940
    20.36819       196.742            3.07570
    20.23612       196.355            3.06200
    20.10465       195.967            3.04830
    19.97378       195.580            3.03350
    19.84350       195.192            3.01970
    19.71381       194.804            3.00590
    19.58472       194.417            2.99320
    19.45622       194.029            2.97930
    19.32830       193.641            2.96540
    19.20098       193.252            2.95150
    19.07424       192.864            2.93870
    18.94808       192.476            2.92470
    18.82250       192.087            2.91070
    18.69751       191.699            2.89780
    18.57309       191.310            2.88380
    18.44925       190.921            2.87080
    18.32599       190.532            2.85780
    18.20330       190.143            2.84370
    18.08119       189.754            2.83060
    17.95964       189.365            2.81750
    17.83867       188.976            2.80440
    17.71826       188.586            2.79130
    17.59842       188.197            2.77810
    17.47915       187.807            2.76500
    17.36043       187.417            2.75170
    17.24228       187.027            2.73850
    17.12469       186.637            2.72640
    17.00766       186.247            2.71310
    16.89119       185.857            2.69980
    16.77527       185.467            2.68750
    16.65990       185.076            2.67420
    16.54509       184.686            2.66190
    16.43083       184.295            2.64850
    16.31712       183.904            2.63610
    16.20395       183.513            2.62270
    16.09133       183.122            2.61030
    15.97926       182.731            2.59790
    15.86773       182.340            2.58550
    15.75674       181.949            2.57300
    15.64629       181.557            2.56050
    15.53638       181.166            2.54800
    15.42701       180.774            2.53550
    15.31817       180.383            2.52300
    15.20986       179.991            2.51040
    15.10209       179.599            2.49780
    14.99485       179.207            2.48630
    14.88814       178.815            2.47360
    14.78195       178.423            2.46100
    14.67630       178.030            2.44940
    14.57117       177.638            2.43670
    14.46655       177.245            2.42510
    14.36247       176.853            2.41230
    14.25890       176.460            2.40060
    14.15585       176.067            2.38890
    14.05332       175.674            2.37610
    13.95130       175.281            2.36430
    13.84980       174.888            2.35260
    13.74881       174.494            2.34080
    13.64833       174.101            2.32900
    13.54836       173.708            2.31720
    13.44890       173.314            2.30530
    13.34995       172.920            2.29350
    13.25150       172.527            2.28160
    13.15356       172.133            2.26960
    13.05611       171.739            2.25890
    12.95917       171.345            2.24690
    12.86273       170.951            2.23490
    12.76678       170.556            2.22410
    12.67134       170.162            2.21200
    12.57638       169.768            2.20110
    12.48192       169.373            2.18900
    12.38795       168.978            2.17810
    12.29447       168.584            2.16710
    12.20149       168.189            2.15490
    12.10898       167.794            2.14390
    12.01697       167.399            2.13290
    11.92544       167.004            2.12190
    11.83439       166.609            2.11080
    11.74382       166.213            2.09850
    11.65374       165.818            2.08730
    11.56413       165.423            2.07740
    11.47499       165.027            2.06620
    11.38634       164.631            2.05500
    11.29816       164.236            2.04380
    11.21045       163.840            2.03260
    11.12321       163.444            2.02130
    11.03645       163.048            2.01120
    10.95015       162.652            1.99990
    10.86432       162.256            1.98980
    10.77895       161.860            1.97840
    10.69405       161.464            1.96830
    10.60961       161.067            1.95680
    10.52564       160.671            1.94660
    10.44212       160.274            1.93520
    10.35906       159.878            1.92490
    10.27646       159.481            1.91460
    10.19431       159.084            1.90440
    10.11262       158.688            1.89270
    10.03138       158.291            1.88240
     9.95059       157.894            1.87200
     9.87026       157.497            1.86170
     9.79037       157.100            1.85120
     9.71092       156.703            1.84080
     9.63193       156.305            1.83030
     9.55338       155.908            1.81980
     9.47527       155.511            1.81060
     9.39760       155.113            1.80010
     9.32037       154.716            1.78950
     9.24358       154.318            1.77890
     9.16723       153.921            1.76960
     9.09131       153.523            1.75900
     9.01583       153.126            1.74960
     8.94078       152.728            1.73890
     8.86617       152.330            1.72950
     8.79198       151.932            1.71880
     8.71822       151.534            1.70930
     8.64489       151.137            1.69980
     8.57199       150.739            1.68900
     8.49951       150.341            1.67950
     8.42745       149.943            1.67000
     8.35582       149.545            1.66040
     8.28461       149.146            1.65080
     8.21381       148.748            1.64120
     8.14344       148.350            1.63020
     8.07348       147.952            1.62050
     8.00393       147.554            1.61220
     7.93480       147.155            1.60250
     7.86608       146.757            1.59280
     7.79778       146.359            1.58300
     7.72988       145.961            1.57320
     7.66239       145.562            1.56340
     7.59531       145.164            1.55490
     7.52863       144.765            1.54510
     7.46236       144.367            1.53520
     7.39649       143.969            1.52660
     7.33102       143.570            1.51670
     7.26596       143.172            1.50810
     7.20129       142.773            1.49810
     7.13702       142.375            1.48950
     7.07314       141.977            1.47940
     7.00962       141.580            1.47080
     6.94533       141.186            1.46180
     6.88143       140.791            1.45120
     6.81800       140.396            1.44220
     6.75503       140.002            1.43320
     6.69253       139.607            1.42260
     6.63048       139.212            1.41350
     6.56889       138.817            1.40440
     6.50775       138.422            1.39530
     6.44705       138.027            1.38620
     6.38678       137.632            1.37710
     6.32696       137.237            1.36790
     6.26756       136.842            1.35880
     6.20860       136.447            1.34960
     6.15005       136.051            1.34040
     6.09193       135.656            1.33120
     6.03423       135.261            1.32350
     5.97693       134.866            1.31430
     5.92005       134.470            1.30500
     5.86357       134.075            1.29570
     5.80750       133.680            1.28800
     5.75182       133.285            1.27860
     5.69655       132.889            1.27080
     5.64166       132.494            1.26150
     5.58717       132.099            1.25370
     5.53306       131.703            1.24420
     5.47934       131.308            1.23640
     5.42601       130.913            1.22850
     5.37305       130.518            1.21900
     5.32047       130.123            1.21110
     5.26826       129.728            1.20320
     5.21643       129.333            1.19520
     5.16497       128.938            1.18720
     5.11387       128.543            1.17920
     5.06314       128.148            1.16960
     5.01277       127.753            1.16160
     4.96276       127.359            1.15350
     4.91311       126.964            1.14540
     4.86381       126.569            1.13890
     4.81487       126.175            1.13080
     4.76628       125.781            1.12260
     4.71804       125.386            1.11450
     4.67015       124.992            1.10620
     4.62260       124.598            1.09800
     4.57540       124.204            1.09140
     4.52854       123.810            1.08310
     4.48202       123.417            1.07480
     4.43584       123.023            1.06820
     4.39000       122.630            1.05980
     4.34449       122.236            1.05310
     4.29931       121.843            1.04470
     4.25447       121.450            1.03790
     4.20996       121.057            1.02950
     4.16577       120.665            1.02270
     4.12191       120.272            1.01420
     4.07838       119.880            1.00730
     4.03517       119.487            1.00050
     3.99228       119.095            0.99186
     3.94971       118.704            0.98496
     3.90747       118.312            0.97803
     3.86554       117.921            0.97107
     3.82392       117.529            0.96410
     3.78262       117.138            0.95535
     3.74163       116.747            0.94832
     3.70095       116.357            0.94127
     3.66059       115.966            0.93419
     3.62053       115.576            0.92709
     3.58078       115.186            0.91996
     3.54134       114.796            0.91281
     3.50220       114.407            0.90563
     3.46336       114.018            0.89842
     3.42483       113.629            0.89300
     3.38659       113.240            0.88574
     3.34866       112.852            0.87846
     3.31102       112.463            0.87115
     3.27368       112.075            0.86381
     3.23664       111.688            0.85829
     3.19989       111.300            0.85090
     3.16343       110.913            0.84348
     3.12726       110.527            0.83789
     3.09139       110.140            0.83041
     3.05580       109.754            0.82478
     3.02050       109.368            0.81725
     2.98548       108.982            0.81158
     2.95075       108.597            0.80399
     2.91631       108.212            0.79827
     2.88215       107.828            0.79062
     2.84826       107.443            0.78486
     2.81466       107.060            0.77908
     2.78134       106.676            0.77133
     2.74829       106.293            0.76550
     2.71552       105.910            0.75965
     2.68303       105.528            0.75182
     2.65081       105.145            0.74591
     2.61886       104.764            0.73999
     2.58718       104.382            0.73404
     2.55578       104.001            0.72807
     2.52464       103.621            0.72208
     2.49377       103.241            0.71405
     2.46317       102.861            0.70800
     2.43283       102.482            0.70192
     2.40275       102.103            0.69582
     2.37294       101.724            0.68970
     2.34339       101.346            0.68355
     2.31410       100.968            0.67943
     2.28674       100.554            0.67392
     2.25792       100.102            0.66821
     2.22933        99.653            0.66246
     2.20099        99.211            0.65663
     2.17288        98.772            0.65075
     2.14501        98.337            0.64482
     2.11738        97.906            0.64083
     2.08998        97.478            0.63480
     2.06282        97.054            0.62871
     2.03591        96.634            0.62461
     2.00922        96.217            0.61843
     1.98278        95.804            0.61219
     1.95657        95.391            0.60800
     1.93059        94.982            0.60167
     1.90486        94.577            0.59528
     1.87936        94.176            0.59099
     1.85410        93.779            0.58449
     1.82907        93.385            0.58012
     1.80428        92.995            0.57351
     1.77972        92.608            0.56907
     1.75540        92.197            0.56257
     1.73129        91.772            0.55828
     1.70741        91.352            0.55396
     1.68375        90.935            0.54741
     1.66032        90.522            0.54300
     1.63711        90.113            0.53855
     1.61412        89.708            0.53182
     1.59135        89.307            0.52729
     1.56880        88.892            0.52281
     1.54647        88.464            0.51839
     1.52435        88.040            0.51168
     1.50244        87.620            0.50716
     1.48074        87.204            0.50260
     1.45927        86.792            0.49800
     1.43800        86.385            0.49336
     1.41695        85.981            0.48868
     1.39610        85.559            0.48404
     1.37546        85.132            0.47713
     1.35503        84.708            0.47247
     1.33480        84.289            0.46777
     1.31477        83.874            0.46301
     1.29495        83.464            0.45821
     1.27535        83.127            0.45286
     1.25597        82.815            0.45017
     1.23681        82.445            0.44500
     1.21785        82.055            0.44002
     1.19909        81.670            0.43498
     1.18053        81.288            0.42990
     1.16219        80.911            0.42477
     1.14405        80.538            0.41958
     1.12610        80.169            0.41697
     1.10834        79.686            0.41220
     1.09074        79.154            0.40787
     1.07332        78.626            0.40348
     1.05606        78.104            0.40125
     1.03878        77.581            0.39675
     1.01787        76.948            0.39148
     0.99519        76.262            0.38110
     0.97375        75.627            0.37436
     0.95325        75.024            0.36775
     0.93359        74.446            0.36126
     0.91466        73.889            0.35486
     0.89638        73.351            0.35170
     0.87864        72.822            0.34543
     0.86144        72.307            0.33924
     0.84477        71.807            0.33311
     0.82853        71.321            0.33005
     0.81273        70.847            0.32397
     0.79732        70.385            0.32094
     0.78222        69.923            0.31491
     0.76747        69.463            0.31192
     0.75304        69.014            0.30594
     0.73892        68.574            0.30294
     0.72511        68.144            0.29694
     0.71155        67.722            0.29393
     0.69830        67.312            0.29091
     0.68530        66.923            0.28475
     0.67254        66.542            0.28166
     0.66000        66.167            0.27855
     0.64769        65.800            0.27542
     0.63559        65.438            0.27228
     0.62369        65.077            0.26598
     0.61197        64.719            0.26281
     0.60045        64.366            0.25963
     0.58914        64.020            0.25642
     0.57801        63.679            0.25319
     0.56705        63.343            0.24994
     0.55627        63.012            0.24667
     0.54566        62.682            0.24339
     0.53522        62.358            0.23676
     0.52495        62.038            0.23340
     0.51484        61.724            0.23001
     0.50489        61.415            0.22660
     0.49510        61.113            0.22314
     0.48547        60.817            0.21966
     0.47599        60.526            0.21966
     0.46667        60.240            0.21614
     0.45749        59.958            0.21259
     0.44846        59.680            0.20901
     0.43957        59.411            0.20540
     0.43085        59.180            0.20161
     0.42228        58.952            0.19780
     0.41386        58.729            0.19395
     0.40557        58.509            0.19395
     0.39742        58.292            0.19007
     0.38941        58.081            0.18615
     0.38154        57.883            0.18216
     0.37382        57.689            0.17813
     0.36623        57.498            0.17813
     0.35876        57.311            0.17407
     0.35143        57.126            0.16998
     0.34425        56.962            0.16577
     0.33719        56.802            0.16577
     0.33023        56.645            0.16154
     0.32345        56.492            0.15727
     0.31678        56.342            0.15727
     0.31019        56.195            0.15297
     0.30380        56.084            0.14850
     0.29749        55.974            0.14850
     0.29129        55.866            0.14400
     0.28526        55.761            0.13947
     0.27929        55.658            0.13947
     0.27348        55.563            0.13489
     0.26777        55.470            0.13489
     0.26216        55.378            0.13029
     0.25669        55.289            0.13029
     0.25127        55.200            0.12566
     0.24603        55.106            0.12566
     0.24082        55.012            0.12104
     0.23580        54.921            0.12104
     0.23078        54.830            0.11639
     0.22596        54.742            0.11639
     0.22115        54.655            0.11170
     0.21652        54.576            0.11170
     0.21191        54.499            0.10697
     0.20745        54.423            0.10697
     0.20305        54.349            0.10220
     0.19874        54.277            0.10220
     0.19454        54.206            0.09740
     0.19036        54.135            0.09740
     0.18637        54.064            0.09740
     0.18238        53.992            0.09260
     0.17851        53.923            0.09260
     0.17473        53.855            0.08776
     0.17095        53.787            0.08776
     0.16736        53.728            0.08776
     0.16379        53.669            0.08286
     0.16024        53.611            0.08286
     0.15689        53.555            0.08286
     0.15353        53.500            0.07794
     0.15020        53.448            0.07794
     0.14707        53.429            0.07794
     0.14393        53.409            0.07285
     0.14080        53.390            0.07285
     0.13785        53.346            0.07285
     0.13493        53.299            0.06787
     0.13201        53.253            0.06787
     0.12920        53.208            0.06787
     0.12649        53.165            0.06787
     0.12379        53.121            0.06285
     0.12108        53.078            0.06285
     0.11855        53.058            0.06285
     0.11607        53.043            0.06285
     0.11359        53.029            0.05770
     0.11111        53.015            0.05770
     0.10880        53.022            0.05770
     0.10655        53.037            0.05770
     0.10429        53.052            0.05242
     0.10204        53.067            0.05242
     0.09986        53.081            0.05242
     0.09783        53.095            0.05242
     0.09580        53.108            0.05242
     0.09378        53.122            0.04715
     0.09175        53.135            0.04715
     0.08981        53.154            0.04715
     0.08801        53.181            0.04715
     0.08622        53.208            0.04715
     0.08442        53.235            0.04183
     0.08262        53.262            0.04183
     0.08082        53.289            0.04183
     0.07921        53.308            0.04183
     0.07764        53.325            0.04183
     0.07607        53.342            0.04183
     0.07450        53.359            0.03657
     0.07293        53.377            0.03657
     0.07136        53.394            0.03657
     0.06989        53.410            0.03657
     0.06855        53.424            0.03657
     0.06720        53.438            0.03657
     0.06586        53.452            0.03657
     0.06452        53.467            0.03133
     0.06317        53.481            0.03133
     0.06183        53.495            0.03133
     0.06049        53.510            0.03133
     0.05938        53.556            0.03133
     0.05827        53.603            0.03133
     0.05715        53.650            0.03133
     0.05604        53.696            0.03133
     0.05493        53.743            0.02596
     0.05382        53.790            0.02596
     0.05271        53.836            0.02596
     0.05160        53.883            0.02596
     0.05049        53.930            0.02596
     0.04962        53.995            0.02596
     0.04874        54.061            0.02596
     0.04787        54.126            0.02596
     0.04699        54.192            0.02596
     0.04612        54.257            0.02596
     0.04524        54.323            0.02057
     0.04437        54.388            0.02057
     0.04349        54.454            0.02057
     0.04262        54.520            0.02057
     0.04174        54.585            0.02057
     0.04087        54.651            0.02057
     0.04014        54.711            0.02057
     0.03952        54.767            0.02057
     0.03889        54.824            0.02057
     0.03827        54.880            0.02057
     0.03765        54.936            0.02057
     0.03703        54.993            0.02057
     0.03641        55.049            0.02057
     0.03579        55.106            0.02057
     0.03516        55.162            0.01529
     0.03454        55.218            0.01529
     0.03392        55.275            0.01529
     0.03330        55.331            0.01529
     0.03268        55.387            0.01529
     0.03205        55.444            0.01529
     0.03143        55.500            0.01529
     0.03081        55.556            0.01529
     0.03030        55.652            0.01529
     0.02991        55.788            0.01529
     0.02951        55.924            0.01529
     0.02912        56.060            0.01529
     0.02872        56.195            0.01529
     0.02833        56.331            0.01529
     0.02793        56.467            0.01529
     0.02754        56.602            0.01529
     0.02714        56.738            0.01529
     0.02675        56.874            0.01529
     0.02635        57.009            0.01529
     0.02596        57.145            0.01529
     0.02556        57.281            0.01529
     0.02517        57.416            0.00994
     0.02477        57.552            0.00994
     0.02438        57.688            0.00994
     0.02398        57.824            0.00994
     0.02359        57.959            0.00994
     0.02319        58.095            0.00994
     0.02280        58.231            0.00994
     0.02240        58.366            0.00994
     0.02201        58.502            0.00994
     0.02161        58.638            0.00994
     0.02122        58.773            0.00994
     0.02082        58.909            0.00994
     0.02046        59.054            0.00994
     0.02027        59.242            0.00994
     0.02007        59.429            0.00994
     0.01988        59.616            0.00994
     0.01969        59.803            0.00994
     0.01949        59.990            0.00994
     0.01930        60.178            0.00994
     0.01910        60.365            0.00994
     0.01891        60.552            0.00994
     0.01871        60.739            0.00994
     0.01852        60.926            0.00994
     0.01832        61.114            0.00994
     0.01813        61.301            0.00994
     0.01794        61.488            0.00994
     0.01774        61.675            0.00994
     0.01755        61.862            0.00994
     0.01735        62.050            0.00994
     0.01716        62.237            0.00994
     0.01696        62.424            0.00994
     0.01677        62.611            0.00994
     0.01657        62.798            0.00994
     0.01638        62.986            0.00994
     0.01619        63.173            0.00994
     0.01599        63.360            0.00994
     0.01580        63.547            0.00994
     0.01560        63.734            0.00994
     0.01541        63.922            0.00453
     0.01521        64.109            0.00453
     0.01502        64.296            0.00453
     0.01482        64.483            0.00453
     0.01463        64.671            0.00453
     0.01443        64.858            0.00453
     0.01424        65.045            0.00453
     0.01405        65.232            0.00453
     0.01385        65.419            0.00453
     0.01366        65.607            0.00453
     0.01346        65.794            0.00453
     0.01327        65.981            0.00453
     0.01307        66.168            0.00453
     0.01288        66.355            0.00453
     0.01268        66.543            0.00453
     0.01249        66.730            0.00453
     0.01230        66.917            0.00453
     0.01210        67.104            0.00453
     0.01191        67.291            0.00453
     0.01171        67.479            0.00453
     0.01152        67.666            0.00453
