Age,M_Mtot,R_cm,logP,logT,logRho,logL,Kappa,Sint,Gradrad,Gradad,Gradtot,Tau,Lconv,X,Y,Z
4600.0,1.0,2535537793.855,7.0,2.142700210792,-2.490451643324,21.78827689024,0.2023730176048,247741180.8776,1.516708094792,0.3461214971634,0.3461216852689,0.0,0,0.438,0.162,0.4
4600.0,0.9999988228253,2535163600.846,7.046905725574,2.159812803373,-2.451277922208,21.7882768302,0.2303759859736,242038462.3148,1.643018337214,0.4036136868985,0.4036138944839,273.6402513377,1,0.426524,0.160209,0.413268
4600.0,0.999997715664,2534835462.182,7.08684616581,2.178791801827,-2.429421015036,21.78827674856,0.2574285647861,242050465.7672,1.690000311202,0.521241881414,0.521242102026,563.8427052665,1,0.426523,0.160209,0.413268
4600.0,0.9999964896778,2534490217.507,7.127189866438,2.197651163764,-2.407114895773,21.7882766488,0.2881303206697,242053005.4156,1.744719830518,0.4212759916648,0.4212761755352,923.3150329317,1,0.426523,0.160209,0.413269
4600.0,0.999994969036,2534085841.427,7.17255467721,2.215144231056,-2.379401035492,21.78827653862,0.3254866895553,242052039.1904,1.862357532336,0.3559940463768,0.3559942021766,1424.994596771,1,0.426522,0.160208,0.41327
4600.0,0.9999931260697,2533628087.647,7.22188960547,2.231551628663,-2.347494089689,21.78827641406,0.3703334166783,242037282.6537,2.04093297323,0.3204291865261,0.3204293222951,2114.751491422,1,0.426521,0.160208,0.413271
4600.0,0.9999909875632,2533135301.481,7.272926778008,2.247483708189,-2.313866549697,21.78827627372,0.4228140275653,242036248.7253,2.263053757002,0.304867243684,0.3048673654024,3027.414862788,1,0.42652,0.160208,0.413272
4600.0,0.999988523218,2532610260.702,7.325187641079,2.263068349185,-2.279041939079,21.78827611099,0.4840542497054,242035701.4795,2.531411373297,0.2917988026219,0.2917989117756,4230.399262115,1,0.426519,0.160208,0.413273
4600.0,0.9999856845176,2532052488.418,7.378540529455,2.278339699345,-2.243161462953,21.78827592184,0.5556050485173,242030717.248,2.854324888731,0.2850469105096,0.2850470092485,5819.681941924,1,0.426518,0.160207,0.413275
4600.0,0.9999824992229,2531475576.335,7.431554747237,2.29368441289,-2.207852774025,21.78827570202,0.6381861149285,242030741.2457,3.216037463995,0.2936987781486,0.2936988710183,7868.128002936,1,0.426516,0.160207,0.413277
4600.0,0.9999789633543,2530884169.575,7.483738951946,2.309235242022,-2.17360996505,21.78827544071,0.7333081184371,242029774.6384,3.611124018631,0.302615407905,0.3026154953817,10481.39762152,1,0.426515,0.160207,0.413279
4600.0,0.9999750527068,2530278630.095,7.535021256114,2.325011326419,-2.140412637265,21.78827513185,0.8431730487711,242029876.941,4.040656974186,0.3119523501252,0.311952432647,13804.75691059,1,0.426513,0.160206,0.413281
4600.0,0.999970696495,2529653112.321,7.585859260355,2.340887728069,-2.107654234481,21.78827476821,0.9710736495816,242028091.3328,4.51982231928,0.3132407339273,0.3132408107663,18066.64020836,1,0.426511,0.160206,0.413284
4600.0,0.9999658302662,2529004689.081,7.636441420044,2.35681253462,-2.075026767215,21.78827434422,1.120780555064,242028525.605,5.06144361764,0.3153715189024,0.3153715904991,23558.06680177,1,0.426509,0.160205,0.413286
4600.0,0.9999603764467,2528330349.638,7.686955181143,2.372734015174,-2.042212829532,21.78827384998,1.296903771875,242027152.3873,5.681869862538,0.3151485245371,0.3151485911875,30674.11060399,1,0.426506,0.160204,0.413289
4600.0,0.9999542379042,2527626520.17,7.737614420098,2.388593023391,-2.009039889488,21.78827327661,1.505059651857,242026223.2385,6.402690973063,0.3099932723959,0.3099933334353,39960.77693107,1,0.426503,0.160204,0.413293
4600.0,0.9999472702986,2526886575.308,7.788811153475,2.404281135277,-1.97519690841,21.78827261227,1.752218725813,242024461.3361,7.258448382887,0.3030192158412,0.3030192713369,52220.79430363,1,0.4265,0.160203,0.413297
4600.0,0.9999393564848,2526109164.139,7.840525082537,2.419802457383,-1.940834356879,21.78827184113,2.045954779167,242022573.5523,8.27528219504,0.297401813369,0.297401863693,68467.15288802,1,0.426497,0.160202,0.413301
4600.0,0.9999303731047,2525293612.452,7.892677265084,2.435177029767,-1.906162086825,21.78827094283,2.394881727958,242020594.5106,9.480423736986,0.2921543915591,0.2921544371565,90042.95026395,1,0.426493,0.160201,0.413307
4600.0,0.9999201665349,2524437775.038,7.945268289601,2.450402794165,-1.871289769502,21.7882698937,2.808828373057,242017543.0686,10.90837935441,0.2873047092269,0.2873047504625,118787.2204471,1,0.426488,0.1602,0.413312
4600.0,0.9999085810629,2523540702.737,7.998207658191,2.465502565466,-1.836383243012,21.78826866922,3.298427220544,242015773.0969,12.59174807152,0.2826927297757,0.2826927670073,157108.8196239,1,0.426483,0.160198,0.413319
4600.0,0.9998954021997,2522598441.246,8.051568257646,2.480453778523,-1.8014079948,21.78826723416,3.875339381194,242008825.745,14.57635369879,0.279507878865,0.2795079125985,208355.8802075,1,0.426477,0.160197,0.413326
4600.0,0.9998805030706,2521614543.473,8.104995972404,2.495352105009,-1.766694125751,21.78826556188,4.550693889856,242006123.5557,16.87547427136,0.277869890693,0.2778699214224,276466.037556,1,0.42647,0.160195,0.413335
4600.0,0.9998636553658,2520586378.958,8.158497712517,2.510193341656,-1.732151936768,21.78826360679,5.336149655412,242002489.5112,19.52308843709,0.2767642208053,0.2767642489531,366922.718309,1,0.426462,0.160193,0.413345
4600.0,0.999844624032,2519512634.521,8.212016080272,2.524991212922,-1.697762377539,21.78826131872,6.24257883813,241996342.5933,22.54329619791,0.277275135133,0.2772751610355,486710.6374391,1,0.426454,0.160191,0.413355
