# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.68105070332214e+25 kg
# Mean radius       s0 = 2.538868e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.225522
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000596.572114
# J2  =  3510.364519
# J4  =   -37.350776
# J6  =     0.681726
# J8  =    -0.018161
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
  1016  1.9091e+07  3.2822e+02  1.3865e+10  
  1017  1.9085e+07  3.3070e+02  1.3894e+10  
  1018  1.9079e+07  3.3325e+02  1.3924e+10  
  1019  1.9073e+07  3.3589e+02  1.3954e+10  
  1020  1.9066e+07  3.3860e+02  1.3984e+10  
  1021  1.9060e+07  3.4140e+02  1.4015e+10  
  1022  1.9054e+07  3.4429e+02  1.4045e+10  
  1023  1.9048e+07  3.4728e+02  1.4076e+10  
  1024  1.9042e+07  3.5037e+02  1.4108e+10  
  1025  1.9035e+07  3.5356e+02  1.4139e+10  
  1026  1.9029e+07  3.5686e+02  1.4171e+10  
  1027  1.9023e+07  3.6028e+02  1.4203e+10  
  1028  1.9017e+07  3.6382e+02  1.4236e+10  
  1029  1.9011e+07  3.6749e+02  1.4269e+10  
  1030  1.9004e+07  3.7130e+02  1.4302e+10  
  1031  1.8998e+07  3.7525e+02  1.4336e+10  
  1032  1.8992e+07  3.7935e+02  1.4370e+10  
  1033  1.8986e+07  3.8361e+02  1.4404e+10  
  1034  1.8980e+07  3.8803e+02  1.4439e+10  
  1035  1.8973e+07  3.9264e+02  1.4474e+10  
  1036  1.8967e+07  3.9744e+02  1.4510e+10  
  1037  1.8961e+07  4.0244e+02  1.4546e+10  
  1038  1.8955e+07  4.0765e+02  1.4582e+10  
  1039  1.8949e+07  4.1309e+02  1.4619e+10  
  1040  1.8942e+07  4.1877e+02  1.4657e+10  
  1041  1.8936e+07  4.2471e+02  1.4695e+10  
  1042  1.8930e+07  4.3092e+02  1.4734e+10  
  1043  1.8924e+07  4.3743e+02  1.4773e+10  
  1044  1.8918e+07  4.4426e+02  1.4813e+10  
  1045  1.8911e+07  4.5142e+02  1.4854e+10  
  1046  1.8905e+07  4.5894e+02  1.4895e+10  
  1047  1.8899e+07  4.6685e+02  1.4937e+10  
  1048  1.8893e+07  4.7518e+02  1.4980e+10  
  1049  1.8887e+07  4.8396e+02  1.5024e+10  
  1050  1.8880e+07  4.9322e+02  1.5068e+10  
  1051  1.8874e+07  5.0300e+02  1.5113e+10  
  1052  1.8868e+07  5.1335e+02  1.5160e+10  
  1053  1.8862e+07  5.2431e+02  1.5207e+10  
  1054  1.8856e+07  5.3593e+02  1.5255e+10  
  1055  1.8849e+07  5.4827e+02  1.5304e+10  
  1056  1.8843e+07  5.6139e+02  1.5355e+10  
  1057  1.8837e+07  5.7537e+02  1.5407e+10  
  1058  1.8831e+07  5.9026e+02  1.5460e+10  
  1059  1.8825e+07  6.0617e+02  1.5515e+10  
  1060  1.8818e+07  6.2318e+02  1.5571e+10  
  1061  1.8812e+07  6.4139e+02  1.5629e+10  
  1062  1.8806e+07  6.6091e+02  1.5688e+10  
  1063  1.8800e+07  6.8187e+02  1.5750e+10  
  1064  1.8794e+07  7.0439e+02  1.5813e+10  
  1065  1.8787e+07  7.2862e+02  1.5879e+10  
  1066  1.8781e+07  7.5470e+02  1.5947e+10  
  1067  1.8775e+07  7.8280e+02  1.6017e+10  
  1068  1.8769e+07  8.1307e+02  1.6090e+10  
  1069  1.8763e+07  8.4568e+02  1.6166e+10  
  1070  1.8756e+07  8.8079e+02  1.6245e+10  
  1071  1.8750e+07  9.1854e+02  1.6328e+10  
  1072  1.8744e+07  9.5904e+02  1.6414e+10  
  1073  1.8738e+07  1.0024e+03  1.6504e+10  
  1074  1.8732e+07  1.0486e+03  1.6598e+10  
  1075  1.8725e+07  1.0976e+03  1.6697e+10  
  1076  1.8719e+07  1.1492e+03  1.6800e+10  
  1077  1.8713e+07  1.2032e+03  1.6908e+10  
  1078  1.8707e+07  1.2593e+03  1.7021e+10  
  1079  1.8701e+07  1.3169e+03  1.7140e+10  
  1080  1.8694e+07  1.3755e+03  1.7264e+10  
  1081  1.8688e+07  1.4344e+03  1.7393e+10  
  1082  1.8682e+07  1.4930e+03  1.7528e+10  
  1083  1.8676e+07  1.5508e+03  1.7668e+10  
  1084  1.8670e+07  1.6070e+03  1.7813e+10  
  1085  1.8663e+07  1.6612e+03  1.7964e+10  
  1086  1.8657e+07  1.7130e+03  1.8119e+10  
  1087  1.8651e+07  1.7623e+03  1.8279e+10  
  1088  1.8645e+07  1.8087e+03  1.8443e+10  
  1089  1.8639e+07  1.8523e+03  1.8612e+10  
  1090  1.8632e+07  1.8931e+03  1.8784e+10  
  1091  1.8626e+07  1.9310e+03  1.8960e+10  
  1092  1.8620e+07  1.9664e+03  1.9140e+10  
  1093  1.8614e+07  1.9992e+03  1.9322e+10  
  1094  1.8608e+07  2.0297e+03  1.9508e+10  
  1095  1.8601e+07  2.0580e+03  1.9696e+10  
  1096  1.8595e+07  2.0842e+03  1.9887e+10  
  1097  1.8589e+07  2.1086e+03  2.0080e+10  
  1098  1.8583e+07  2.1313e+03  2.0275e+10  
  1099  1.8577e+07  2.1524e+03  2.0472e+10  
  1100  1.8570e+07  2.1720e+03  2.0671e+10  
  1101  1.8564e+07  2.1903e+03  2.0872e+10  
  1102  1.8558e+07  2.2074e+03  2.1074e+10  
  1103  1.8552e+07  2.2234e+03  2.1278e+10  
  1104  1.8546e+07  2.2384e+03  2.1484e+10  
  1105  1.8539e+07  2.2525e+03  2.1690e+10  
  1106  1.8533e+07  2.2657e+03  2.1898e+10  
  1107  1.8527e+07  2.2781e+03  2.2107e+10  
  1108  1.8521e+07  2.2898e+03  2.2317e+10  
  1109  1.8515e+07  2.3008e+03  2.2528e+10  
  1110  1.8508e+07  2.3112e+03  2.2740e+10  
  1111  1.8502e+07  2.3210e+03  2.2953e+10  
  1112  1.8496e+07  2.3303e+03  2.3167e+10  
  1113  1.8490e+07  2.3391e+03  2.3382e+10  
  1114  1.8484e+07  2.3475e+03  2.3597e+10  
  1115  1.8477e+07  2.3555e+03  2.3813e+10  
  1116  1.8471e+07  2.3630e+03  2.4030e+10  
  1117  1.8465e+07  2.3702e+03  2.4247e+10  
  1118  1.8459e+07  2.3771e+03  2.4465e+10  
  1119  1.8453e+07  2.3836e+03  2.4684e+10  
  1120  1.8446e+07  2.3898e+03  2.4903e+10  
  1121  1.8440e+07  2.3958e+03  2.5123e+10  
  1122  1.8434e+07  2.4015e+03  2.5343e+10  
  1123  1.8428e+07  2.4070e+03  2.5563e+10  
  1124  1.8422e+07  2.4122e+03  2.5785e+10  
  1125  1.8415e+07  2.4172e+03  2.6006e+10  
  1126  1.8409e+07  2.4220e+03  2.6228e+10  
  1127  1.8403e+07  2.4267e+03  2.6450e+10  
  1128  1.8397e+07  2.4311e+03  2.6673e+10  
  1129  1.8391e+07  2.4354e+03  2.6896e+10  
  1130  1.8384e+07  2.4395e+03  2.7120e+10  
  1131  1.8378e+07  2.4434e+03  2.7343e+10  
  1132  1.8372e+07  2.4473e+03  2.7567e+10  
  1133  1.8366e+07  2.4509e+03  2.7792e+10  
  1134  1.8360e+07  2.4545e+03  2.8017e+10  
  1135  1.8353e+07  2.4579e+03  2.8241e+10  
  1136  1.8347e+07  2.4612e+03  2.8467e+10  
  1137  1.8341e+07  2.4644e+03  2.8692e+10  
  1138  1.8335e+07  2.4675e+03  2.8918e+10  
  1139  1.8329e+07  2.4705e+03  2.9144e+10  
  1140  1.8322e+07  2.4734e+03  2.9370e+10  
  1141  1.8316e+07  2.4762e+03  2.9596e+10  
  1142  1.8310e+07  2.4790e+03  2.9823e+10  
  1143  1.8304e+07  2.4816e+03  3.0050e+10  
  1144  1.8298e+07  2.4842e+03  3.0277e+10  
  1145  1.8292e+07  2.4867e+03  3.0504e+10  
  1146  1.8285e+07  2.4891e+03  3.0732e+10  
  1147  1.8279e+07  2.4914e+03  3.0959e+10  
  1148  1.8273e+07  2.4937e+03  3.1187e+10  
  1149  1.8267e+07  2.4959e+03  3.1415e+10  
  1150  1.8261e+07  2.4981e+03  3.1643e+10  
  1151  1.8254e+07  2.5001e+03  3.1871e+10  
  1152  1.8248e+07  2.5022e+03  3.2099e+10  
  1153  1.8242e+07  2.5042e+03  3.2328e+10  
  1154  1.8236e+07  2.5061e+03  3.2556e+10  
  1155  1.8230e+07  2.5080e+03  3.2785e+10  
  1156  1.8223e+07  2.5098e+03  3.3014e+10  
  1157  1.8217e+07  2.5116e+03  3.3243e+10  
  1158  1.8211e+07  2.5133e+03  3.3472e+10  
  1159  1.8205e+07  2.5150e+03  3.3701e+10  
  1160  1.8199e+07  2.5167e+03  3.3931e+10  
  1161  1.8192e+07  2.5183e+03  3.4160e+10  
  1162  1.8186e+07  2.5199e+03  3.4390e+10  
  1163  1.8180e+07  2.5214e+03  3.4619e+10  
  1164  1.8174e+07  2.5229e+03  3.4849e+10  
  1165  1.8168e+07  2.5244e+03  3.5079e+10  
  1166  1.8161e+07  2.5258e+03  3.5309e+10  
  1167  1.8155e+07  2.5272e+03  3.5539e+10  
  1168  1.8149e+07  2.5286e+03  3.5769e+10  
  1169  1.8143e+07  2.5300e+03  3.5999e+10  
  1170  1.8137e+07  2.5313e+03  3.6229e+10  
  1171  1.8130e+07  2.5326e+03  3.6459e+10  
  1172  1.8124e+07  2.5338e+03  3.6689e+10  
  1173  1.8118e+07  2.5351e+03  3.6920e+10  
  1174  1.8112e+07  2.5363e+03  3.7150e+10  
  1175  1.8106e+07  2.5374e+03  3.7381e+10  
  1176  1.8099e+07  2.5386e+03  3.7611e+10  
  1177  1.8093e+07  2.5397e+03  3.7842e+10  
  1178  1.8087e+07  2.5409e+03  3.8073e+10  
  1179  1.8081e+07  2.5419e+03  3.8304e+10  
  1180  1.8075e+07  2.5430e+03  3.8534e+10  
  1181  1.8068e+07  2.5441e+03  3.8765e+10  
  1182  1.8062e+07  2.5451e+03  3.8996e+10  
  1183  1.8056e+07  2.5461e+03  3.9227e+10  
  1184  1.8050e+07  2.5471e+03  3.9458e+10  
  1185  1.8044e+07  2.5481e+03  3.9689e+10  
  1186  1.8037e+07  2.5490e+03  3.9920e+10  
  1187  1.8031e+07  2.5499e+03  4.0151e+10  
  1188  1.8025e+07  2.5509e+03  4.0382e+10  
  1189  1.8019e+07  2.5518e+03  4.0613e+10  
  1190  1.8013e+07  2.5527e+03  4.0845e+10  
  1191  1.8006e+07  2.5535e+03  4.1076e+10  
  1192  1.8000e+07  2.5544e+03  4.1307e+10  
  1193  1.7994e+07  2.5552e+03  4.1538e+10  
  1194  1.7988e+07  2.5560e+03  4.1770e+10  
  1195  1.7982e+07  2.5569e+03  4.2001e+10  
  1196  1.7975e+07  2.5577e+03  4.2232e+10  
  1197  1.7969e+07  2.5584e+03  4.2464e+10  
  1198  1.7963e+07  2.5592e+03  4.2695e+10  
  1199  1.7957e+07  2.5600e+03  4.2927e+10  
  1200  1.7951e+07  2.5607e+03  4.3158e+10  
  1201  1.7944e+07  2.5614e+03  4.3389e+10  
  1202  1.7938e+07  2.5622e+03  4.3621e+10  
  1203  1.7932e+07  2.5629e+03  4.3852e+10  
  1204  1.7926e+07  2.5636e+03  4.4084e+10  
  1205  1.7920e+07  2.5643e+03  4.4315e+10  
  1206  1.7913e+07  2.5649e+03  4.4547e+10  
  1207  1.7907e+07  2.5656e+03  4.4779e+10  
  1208  1.7901e+07  2.5663e+03  4.5010e+10  
  1209  1.7895e+07  2.5669e+03  4.5242e+10  
  1210  1.7889e+07  2.5676e+03  4.5473e+10  
  1211  1.7882e+07  2.5682e+03  4.5705e+10  
  1212  1.7876e+07  2.5688e+03  4.5936e+10  
  1213  1.7870e+07  2.5694e+03  4.6168e+10  
  1214  1.7864e+07  2.5700e+03  4.6399e+10  
  1215  1.7858e+07  2.5706e+03  4.6631e+10  
  1216  1.7851e+07  2.5712e+03  4.6863e+10  
  1217  1.7845e+07  2.5718e+03  4.7094e+10  
  1218  1.7839e+07  2.5723e+03  4.7326e+10  
  1219  1.7833e+07  2.5729e+03  4.7557e+10  
  1220  1.7827e+07  2.5734e+03  4.7789e+10  
  1221  1.7820e+07  2.5740e+03  4.8021e+10  
  1222  1.7814e+07  2.5745e+03  4.8252e+10  
  1223  1.7808e+07  2.5750e+03  4.8484e+10  
  1224  1.7802e+07  2.5756e+03  4.8715e+10  
  1225  1.7796e+07  2.5761e+03  4.8947e+10  
  1226  1.7789e+07  2.5766e+03  4.9179e+10  
  1227  1.7783e+07  2.5771e+03  4.9410e+10  
  1228  1.7777e+07  2.5776e+03  4.9642e+10  
  1229  1.7771e+07  2.5781e+03  4.9873e+10  
  1230  1.7765e+07  2.5786e+03  5.0105e+10  
  1231  1.7758e+07  2.5790e+03  5.0336e+10  
  1232  1.7752e+07  2.5795e+03  5.0568e+10  
  1233  1.7746e+07  2.5800e+03  5.0799e+10  
  1234  1.7740e+07  2.5804e+03  5.1031e+10  
  1235  1.7734e+07  2.5809e+03  5.1262e+10  
  1236  1.7727e+07  2.5813e+03  5.1494e+10  
  1237  1.7721e+07  2.5818e+03  5.1725e+10  
  1238  1.7715e+07  2.5822e+03  5.1957e+10  
  1239  1.7709e+07  2.5826e+03  5.2188e+10  
  1240  1.7703e+07  2.5830e+03  5.2420e+10  
  1241  1.7696e+07  2.5835e+03  5.2651e+10  
  1242  1.7690e+07  2.5839e+03  5.2883e+10  
  1243  1.7684e+07  2.5843e+03  5.3114e+10  
  1244  1.7678e+07  2.5847e+03  5.3345e+10  
  1245  1.7672e+07  2.5851e+03  5.3577e+10  
  1246  1.7665e+07  2.5855e+03  5.3808e+10  
  1247  1.7659e+07  2.5859e+03  5.4040e+10  
  1248  1.7653e+07  2.5863e+03  5.4271e+10  
  1249  1.7647e+07  2.5866e+03  5.4502e+10  
  1250  1.7641e+07  2.5870e+03  5.4733e+10  
  1251  1.7634e+07  2.5874e+03  5.4965e+10  
  1252  1.7628e+07  2.5878e+03  5.5196e+10  
  1253  1.7622e+07  2.5881e+03  5.5427e+10  
  1254  1.7616e+07  2.5885e+03  5.5658e+10  
  1255  1.7610e+07  2.5888e+03  5.5890e+10  
  1256  1.7603e+07  2.5892e+03  5.6121e+10  
  1257  1.7597e+07  2.5895e+03  5.6352e+10  
  1258  1.7591e+07  2.5899e+03  5.6583e+10  
  1259  1.7585e+07  2.5902e+03  5.6814e+10  
  1260  1.7579e+07  2.5906e+03  5.7045e+10  
  1261  1.7572e+07  2.5909e+03  5.7276e+10  
  1262  1.7566e+07  2.5912e+03  5.7507e+10  
  1263  1.7560e+07  2.5915e+03  5.7739e+10  
  1264  1.7554e+07  2.5919e+03  5.7970e+10  
  1265  1.7548e+07  2.5922e+03  5.8201e+10  
  1266  1.7541e+07  2.5925e+03  5.8431e+10  
  1267  1.7535e+07  2.5928e+03  5.8662e+10  
  1268  1.7529e+07  2.5931e+03  5.8893e+10  
  1269  1.7523e+07  2.5934e+03  5.9124e+10  
  1270  1.7517e+07  2.5937e+03  5.9355e+10  
  1271  1.7511e+07  2.5940e+03  5.9586e+10  
  1272  1.7504e+07  2.5943e+03  5.9817e+10  
  1273  1.7498e+07  2.5946e+03  6.0048e+10  
  1274  1.7492e+07  2.5949e+03  6.0278e+10  
  1275  1.7486e+07  2.5952e+03  6.0509e+10  
  1276  1.7480e+07  2.5955e+03  6.0740e+10  
  1277  1.7473e+07  2.5958e+03  6.0970e+10  
  1278  1.7467e+07  2.5961e+03  6.1201e+10  
  1279  1.7461e+07  2.5963e+03  6.1432e+10  
  1280  1.7455e+07  2.5966e+03  6.1662e+10  
  1281  1.7449e+07  2.5969e+03  6.1893e+10  
  1282  1.7442e+07  2.5972e+03  6.2124e+10  
  1283  1.7436e+07  2.5974e+03  6.2354e+10  
  1284  1.7430e+07  2.5977e+03  6.2585e+10  
  1285  1.7424e+07  2.5979e+03  6.2815e+10  
  1286  1.7418e+07  2.5982e+03  6.3046e+10  
  1287  1.7411e+07  2.5985e+03  6.3276e+10  
  1288  1.7405e+07  2.5987e+03  6.3506e+10  
  1289  1.7399e+07  2.5990e+03  6.3737e+10  
  1290  1.7393e+07  2.5992e+03  6.3967e+10  
  1291  1.7387e+07  2.5995e+03  6.4197e+10  
  1292  1.7380e+07  2.5997e+03  6.4428e+10  
  1293  1.7374e+07  2.6000e+03  6.4658e+10  
  1294  1.7368e+07  2.6002e+03  6.4888e+10  
  1295  1.7362e+07  2.6004e+03  6.5118e+10  
  1296  1.7356e+07  2.6007e+03  6.5348e+10  
  1297  1.7349e+07  2.6009e+03  6.5578e+10  
  1298  1.7343e+07  2.6011e+03  6.5809e+10  
  1299  1.7337e+07  2.6014e+03  6.6039e+10  
  1300  1.7331e+07  2.6016e+03  6.6269e+10  
  1301  1.7325e+07  2.6018e+03  6.6499e+10  
  1302  1.7318e+07  2.6021e+03  6.6729e+10  
  1303  1.7312e+07  2.6023e+03  6.6959e+10  
  1304  1.7306e+07  2.6025e+03  6.7188e+10  
  1305  1.7300e+07  2.6027e+03  6.7418e+10  
  1306  1.7294e+07  2.6029e+03  6.7648e+10  
  1307  1.7287e+07  2.6032e+03  6.7878e+10  
  1308  1.7281e+07  2.6034e+03  6.8108e+10  
  1309  1.7275e+07  2.6036e+03  6.8337e+10  
  1310  1.7269e+07  2.6038e+03  6.8567e+10  
  1311  1.7263e+07  2.6040e+03  6.8797e+10  
  1312  1.7256e+07  2.6042e+03  6.9026e+10  
  1313  1.7250e+07  2.6044e+03  6.9256e+10  
  1314  1.7244e+07  2.6046e+03  6.9486e+10  
  1315  1.7238e+07  2.6048e+03  6.9715e+10  
  1316  1.7232e+07  2.6050e+03  6.9945e+10  
  1317  1.7225e+07  2.6052e+03  7.0174e+10  
  1318  1.7219e+07  2.6054e+03  7.0404e+10  
  1319  1.7213e+07  2.6056e+03  7.0633e+10  
  1320  1.7207e+07  2.6058e+03  7.0862e+10  
  1321  1.7201e+07  2.6060e+03  7.1092e+10  
  1322  1.7194e+07  2.6062e+03  7.1321e+10  
  1323  1.7188e+07  2.6064e+03  7.1550e+10  
  1324  1.7182e+07  2.6066e+03  7.1779e+10  
  1325  1.7176e+07  2.6067e+03  7.2009e+10  
  1326  1.7170e+07  2.6069e+03  7.2238e+10  
  1327  1.7163e+07  2.6071e+03  7.2467e+10  
  1328  1.7157e+07  2.6073e+03  7.2696e+10  
  1329  1.7151e+07  2.6075e+03  7.2925e+10  
  1330  1.7145e+07  2.6077e+03  7.3154e+10  
  1331  1.7139e+07  2.6078e+03  7.3383e+10  
  1332  1.7132e+07  2.6080e+03  7.3612e+10  
  1333  1.7126e+07  2.6082e+03  7.3841e+10  
  1334  1.7120e+07  2.6084e+03  7.4070e+10  
  1335  1.7114e+07  2.6085e+03  7.4298e+10  
  1336  1.7108e+07  2.6087e+03  7.4527e+10  
  1337  1.7101e+07  2.6089e+03  7.4756e+10  
  1338  1.7095e+07  2.6090e+03  7.4985e+10  
  1339  1.7089e+07  2.6092e+03  7.5213e+10  
  1340  1.7083e+07  2.6094e+03  7.5442e+10  
  1341  1.7077e+07  2.6095e+03  7.5671e+10  
  1342  1.7070e+07  2.6097e+03  7.5899e+10  
  1343  1.7064e+07  2.6099e+03  7.6128e+10  
  1344  1.7058e+07  2.6100e+03  7.6356e+10  
  1345  1.7052e+07  2.6102e+03  7.6585e+10  
  1346  1.7046e+07  2.6104e+03  7.6813e+10  
  1347  1.7039e+07  2.6105e+03  7.7042e+10  
  1348  1.7033e+07  2.6107e+03  7.7270e+10  
  1349  1.7027e+07  2.6108e+03  7.7498e+10  
  1350  1.7021e+07  2.6110e+03  7.7726e+10  
  1351  1.7015e+07  2.6111e+03  7.7955e+10  
  1352  1.7008e+07  2.6113e+03  7.8183e+10  
  1353  1.7002e+07  2.6114e+03  7.8411e+10  
  1354  1.6996e+07  2.6116e+03  7.8639e+10  
  1355  1.6990e+07  2.6117e+03  7.8867e+10  
  1356  1.6984e+07  2.6119e+03  7.9095e+10  
  1357  1.6977e+07  2.6120e+03  7.9323e+10  
  1358  1.6971e+07  2.6122e+03  7.9551e+10  
  1359  1.6965e+07  2.6123e+03  7.9779e+10  
  1360  1.6959e+07  2.6125e+03  8.0007e+10  
  1361  1.6953e+07  2.6126e+03  8.0235e+10  
  1362  1.6946e+07  2.6128e+03  8.0463e+10  
  1363  1.6940e+07  2.6129e+03  8.0691e+10  
  1364  1.6934e+07  2.6130e+03  8.0918e+10  
  1365  1.6928e+07  2.6132e+03  8.1146e+10  
  1366  1.6922e+07  2.6133e+03  8.1374e+10  
  1367  1.6915e+07  2.6135e+03  8.1601e+10  
  1368  1.6909e+07  2.6136e+03  8.1829e+10  
  1369  1.6903e+07  2.6137e+03  8.2056e+10  
  1370  1.6897e+07  2.6139e+03  8.2284e+10  
  1371  1.6891e+07  2.6140e+03  8.2511e+10  
  1372  1.6884e+07  2.6141e+03  8.2739e+10  
  1373  1.6878e+07  2.6143e+03  8.2966e+10  
  1374  1.6872e+07  2.6144e+03  8.3193e+10  
  1375  1.6866e+07  2.6145e+03  8.3421e+10  
  1376  1.6860e+07  2.6147e+03  8.3648e+10  
  1377  1.6853e+07  2.6148e+03  8.3875e+10  
  1378  1.6847e+07  2.6149e+03  8.4102e+10  
  1379  1.6841e+07  2.6151e+03  8.4330e+10  
  1380  1.6835e+07  2.6152e+03  8.4557e+10  
  1381  1.6829e+07  2.6153e+03  8.4784e+10  
  1382  1.6822e+07  2.6154e+03  8.5011e+10  
  1383  1.6816e+07  2.6156e+03  8.5238e+10  
  1384  1.6810e+07  2.6157e+03  8.5465e+10  
  1385  1.6804e+07  2.6158e+03  8.5692e+10  
  1386  1.6798e+07  2.6159e+03  8.5918e+10  
  1387  1.6791e+07  2.6161e+03  8.6145e+10  
  1388  1.6785e+07  2.6162e+03  8.6372e+10  
  1389  1.6779e+07  2.6163e+03  8.6599e+10  
  1390  1.6773e+07  2.6164e+03  8.6825e+10  
  1391  1.6767e+07  2.6166e+03  8.7052e+10  
  1392  1.6760e+07  2.6167e+03  8.7279e+10  
  1393  1.6754e+07  2.6168e+03  8.7505e+10  
  1394  1.6748e+07  2.6169e+03  8.7732e+10  
  1395  1.6742e+07  2.6170e+03  8.7958e+10  
  1396  1.6736e+07  2.6171e+03  8.8185e+10  
  1397  1.6730e+07  2.6173e+03  8.8411e+10  
  1398  1.6723e+07  2.6174e+03  8.8637e+10  
  1399  1.6717e+07  2.6175e+03  8.8864e+10  
  1400  1.6711e+07  2.6176e+03  8.9090e+10  
  1401  1.6705e+07  2.6177e+03  8.9316e+10  
  1402  1.6699e+07  2.6178e+03  8.9543e+10  
  1403  1.6692e+07  2.6179e+03  8.9769e+10  
  1404  1.6686e+07  2.6180e+03  8.9995e+10  
  1405  1.6680e+07  2.6182e+03  9.0221e+10  
  1406  1.6674e+07  2.6183e+03  9.0447e+10  
  1407  1.6668e+07  2.6184e+03  9.0673e+10  
  1408  1.6661e+07  2.6185e+03  9.0899e+10  
  1409  1.6655e+07  2.6186e+03  9.1125e+10  
  1410  1.6649e+07  2.6187e+03  9.1351e+10  
  1411  1.6643e+07  2.6188e+03  9.1577e+10  
  1412  1.6637e+07  2.6189e+03  9.1802e+10  
  1413  1.6630e+07  2.6190e+03  9.2028e+10  
  1414  1.6624e+07  2.6191e+03  9.2254e+10  
  1415  1.6618e+07  2.6192e+03  9.2479e+10  
  1416  1.6612e+07  2.6193e+03  9.2705e+10  
  1417  1.6606e+07  2.6194e+03  9.2931e+10  
  1418  1.6599e+07  2.6195e+03  9.3156e+10  
  1419  1.6593e+07  2.6196e+03  9.3382e+10  
  1420  1.6587e+07  2.6197e+03  9.3607e+10  
  1421  1.6581e+07  2.6198e+03  9.3833e+10  
  1422  1.6575e+07  2.6199e+03  9.4058e+10  
  1423  1.6568e+07  2.6200e+03  9.4283e+10  
  1424  1.6562e+07  2.6201e+03  9.4508e+10  
  1425  1.6556e+07  2.6202e+03  9.4734e+10  
  1426  1.6550e+07  2.6203e+03  9.4959e+10  
  1427  1.6544e+07  2.6204e+03  9.5184e+10  
  1428  1.6537e+07  2.6205e+03  9.5409e+10  
  1429  1.6531e+07  2.6206e+03  9.5634e+10  
  1430  1.6525e+07  2.6207e+03  9.5859e+10  
  1431  1.6519e+07  2.6208e+03  9.6084e+10  
  1432  1.6513e+07  2.6209e+03  9.6309e+10  
  1433  1.6506e+07  2.6210e+03  9.6534e+10  
  1434  1.6500e+07  2.6211e+03  9.6759e+10  
  1435  1.6494e+07  2.6212e+03  9.6984e+10  
  1436  1.6488e+07  2.6213e+03  9.7209e+10  
  1437  1.6482e+07  2.6214e+03  9.7433e+10  
  1438  1.6475e+07  2.6215e+03  9.7658e+10  
  1439  1.6469e+07  2.6216e+03  9.7883e+10  
  1440  1.6463e+07  2.6217e+03  9.8107e+10  
  1441  1.6457e+07  2.6218e+03  9.8332e+10  
  1442  1.6451e+07  2.6219e+03  9.8556e+10  
  1443  1.6444e+07  2.6220e+03  9.8781e+10  
  1444  1.6438e+07  2.6220e+03  9.9005e+10  
  1445  1.6432e+07  2.6221e+03  9.9230e+10  
  1446  1.6426e+07  2.6222e+03  9.9454e+10  
  1447  1.6420e+07  2.6223e+03  9.9678e+10  
  1448  1.6413e+07  2.6224e+03  9.9903e+10  
  1449  1.6407e+07  2.6225e+03  1.0013e+11  
  1450  1.6401e+07  2.6226e+03  1.0035e+11  
  1451  1.6395e+07  2.6227e+03  1.0058e+11  
  1452  1.6389e+07  2.6228e+03  1.0080e+11  
  1453  1.6382e+07  2.6228e+03  1.0102e+11  
  1454  1.6376e+07  2.6229e+03  1.0125e+11  
  1455  1.6370e+07  2.6230e+03  1.0147e+11  
  1456  1.6364e+07  2.6231e+03  1.0170e+11  
  1457  1.6358e+07  2.6232e+03  1.0192e+11  
  1458  1.6351e+07  2.6233e+03  1.0214e+11  
  1459  1.6345e+07  2.6234e+03  1.0237e+11  
  1460  1.6339e+07  2.6234e+03  1.0259e+11  
  1461  1.6333e+07  2.6235e+03  1.0281e+11  
  1462  1.6327e+07  2.6236e+03  1.0304e+11  
  1463  1.6320e+07  2.6237e+03  1.0326e+11  
  1464  1.6314e+07  2.6238e+03  1.0349e+11  
  1465  1.6308e+07  2.6239e+03  1.0371e+11  
  1466  1.6302e+07  2.6239e+03  1.0393e+11  
  1467  1.6296e+07  2.6240e+03  1.0416e+11  
  1468  1.6289e+07  2.6241e+03  1.0438e+11  
  1469  1.6283e+07  2.6242e+03  1.0460e+11  
  1470  1.6277e+07  2.6243e+03  1.0483e+11  
  1471  1.6271e+07  2.6243e+03  1.0505e+11  
  1472  1.6265e+07  2.6244e+03  1.0527e+11  
  1473  1.6258e+07  2.6245e+03  1.0550e+11  
  1474  1.6252e+07  2.6246e+03  1.0572e+11  
  1475  1.6246e+07  2.6247e+03  1.0594e+11  
  1476  1.6240e+07  2.6247e+03  1.0616e+11  
  1477  1.6234e+07  2.6248e+03  1.0639e+11  
  1478  1.6227e+07  2.6249e+03  1.0661e+11  
  1479  1.6221e+07  2.6250e+03  1.0683e+11  
  1480  1.6215e+07  2.6250e+03  1.0706e+11  
  1481  1.6209e+07  2.6251e+03  1.0728e+11  
  1482  1.6203e+07  2.6252e+03  1.0750e+11  
  1483  1.6196e+07  2.6253e+03  1.0773e+11  
  1484  1.6190e+07  2.6254e+03  1.0795e+11  
