# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.681383007655193e+25 kg
# Mean radius       s0 = 2.538874e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.227017
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000519.432196
# J2  =  3510.381911
# J4  =   -30.677598
# J6  =     0.400628
# J8  =    -0.007222
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
  1028  1.9017e+07  1.1654e+03  2.1674e+10  
  1029  1.9011e+07  1.1709e+03  2.1777e+10  
  1030  1.9004e+07  1.1765e+03  2.1881e+10  
  1031  1.8998e+07  1.1820e+03  2.1986e+10  
  1032  1.8992e+07  1.1876e+03  2.2091e+10  
  1033  1.8986e+07  1.1933e+03  2.2196e+10  
  1034  1.8980e+07  1.1989e+03  2.2302e+10  
  1035  1.8973e+07  1.2045e+03  2.2409e+10  
  1036  1.8967e+07  1.2102e+03  2.2516e+10  
  1037  1.8961e+07  1.2159e+03  2.2623e+10  
  1038  1.8955e+07  1.2216e+03  2.2731e+10  
  1039  1.8949e+07  1.2273e+03  2.2840e+10  
  1040  1.8942e+07  1.2330e+03  2.2949e+10  
  1041  1.8936e+07  1.2388e+03  2.3059e+10  
  1042  1.8930e+07  1.2445e+03  2.3169e+10  
  1043  1.8924e+07  1.2503e+03  2.3280e+10  
  1044  1.8918e+07  1.2561e+03  2.3391e+10  
  1045  1.8911e+07  1.2619e+03  2.3503e+10  
  1046  1.8905e+07  1.2677e+03  2.3616e+10  
  1047  1.8899e+07  1.2736e+03  2.3728e+10  
  1048  1.8893e+07  1.2794e+03  2.3842e+10  
  1049  1.8887e+07  1.2853e+03  2.3956e+10  
  1050  1.8880e+07  1.2911e+03  2.4071e+10  
  1051  1.8874e+07  1.2970e+03  2.4186e+10  
  1052  1.8868e+07  1.3029e+03  2.4301e+10  
  1053  1.8862e+07  1.3088e+03  2.4418e+10  
  1054  1.8856e+07  1.3147e+03  2.4534e+10  
  1055  1.8849e+07  1.3207e+03  2.4652e+10  
  1056  1.8843e+07  1.3266e+03  2.4769e+10  
  1057  1.8837e+07  1.3326e+03  2.4888e+10  
  1058  1.8831e+07  1.3385e+03  2.5007e+10  
  1059  1.8825e+07  1.3445e+03  2.5126e+10  
  1060  1.8818e+07  1.3505e+03  2.5246e+10  
  1061  1.8812e+07  1.3565e+03  2.5367e+10  
  1062  1.8806e+07  1.3625e+03  2.5488e+10  
  1063  1.8800e+07  1.3685e+03  2.5610e+10  
  1064  1.8794e+07  1.3745e+03  2.5732e+10  
  1065  1.8787e+07  1.3805e+03  2.5855e+10  
  1066  1.8781e+07  1.3866e+03  2.5979e+10  
  1067  1.8775e+07  1.3926e+03  2.6102e+10  
  1068  1.8769e+07  1.3986e+03  2.6227e+10  
  1069  1.8763e+07  1.4047e+03  2.6352e+10  
  1070  1.8756e+07  1.4108e+03  2.6478e+10  
  1071  1.8750e+07  1.4168e+03  2.6604e+10  
  1072  1.8744e+07  1.4229e+03  2.6731e+10  
  1073  1.8738e+07  1.4289e+03  2.6858e+10  
  1074  1.8732e+07  1.4350e+03  2.6986e+10  
  1075  1.8725e+07  1.4411e+03  2.7114e+10  
  1076  1.8719e+07  1.4472e+03  2.7243e+10  
  1077  1.8713e+07  1.4533e+03  2.7373e+10  
  1078  1.8707e+07  1.4593e+03  2.7503e+10  
  1079  1.8701e+07  1.4654e+03  2.7634e+10  
  1080  1.8694e+07  1.4715e+03  2.7765e+10  
  1081  1.8688e+07  1.4776e+03  2.7897e+10  
  1082  1.8682e+07  1.4837e+03  2.8029e+10  
  1083  1.8676e+07  1.4898e+03  2.8162e+10  
  1084  1.8670e+07  1.4959e+03  2.8296e+10  
  1085  1.8663e+07  1.5020e+03  2.8430e+10  
  1086  1.8657e+07  1.5081e+03  2.8565e+10  
  1087  1.8651e+07  1.5142e+03  2.8700e+10  
  1088  1.8645e+07  1.5202e+03  2.8836e+10  
  1089  1.8639e+07  1.5263e+03  2.8972e+10  
  1090  1.8632e+07  1.5324e+03  2.9109e+10  
  1091  1.8626e+07  1.5385e+03  2.9246e+10  
  1092  1.8620e+07  1.5446e+03  2.9384e+10  
  1093  1.8614e+07  1.5506e+03  2.9523e+10  
  1094  1.8608e+07  1.5567e+03  2.9662e+10  
  1095  1.8601e+07  1.5628e+03  2.9802e+10  
  1096  1.8595e+07  1.5688e+03  2.9942e+10  
  1097  1.8589e+07  1.5749e+03  3.0083e+10  
  1098  1.8583e+07  1.5809e+03  3.0224e+10  
  1099  1.8577e+07  1.5870e+03  3.0366e+10  
  1100  1.8570e+07  1.5930e+03  3.0509e+10  
  1101  1.8564e+07  1.5990e+03  3.0652e+10  
  1102  1.8558e+07  1.6050e+03  3.0795e+10  
  1103  1.8552e+07  1.6111e+03  3.0939e+10  
  1104  1.8546e+07  1.6171e+03  3.1084e+10  
  1105  1.8539e+07  1.6231e+03  3.1229e+10  
  1106  1.8533e+07  1.6290e+03  3.1375e+10  
  1107  1.8527e+07  1.6350e+03  3.1521e+10  
  1108  1.8521e+07  1.6410e+03  3.1668e+10  
  1109  1.8515e+07  1.6469e+03  3.1816e+10  
  1110  1.8508e+07  1.6529e+03  3.1964e+10  
  1111  1.8502e+07  1.6588e+03  3.2112e+10  
  1112  1.8496e+07  1.6647e+03  3.2261e+10  
  1113  1.8490e+07  1.6707e+03  3.2411e+10  
  1114  1.8484e+07  1.6766e+03  3.2561e+10  
  1115  1.8477e+07  1.6825e+03  3.2712e+10  
  1116  1.8471e+07  1.6883e+03  3.2863e+10  
  1117  1.8465e+07  1.6942e+03  3.3015e+10  
  1118  1.8459e+07  1.7001e+03  3.3167e+10  
  1119  1.8453e+07  1.7059e+03  3.3320e+10  
  1120  1.8447e+07  1.7117e+03  3.3474e+10  
  1121  1.8440e+07  1.7175e+03  3.3627e+10  
  1122  1.8434e+07  1.7233e+03  3.3782e+10  
  1123  1.8428e+07  1.7291e+03  3.3937e+10  
  1124  1.8422e+07  1.7349e+03  3.4092e+10  
  1125  1.8416e+07  1.7406e+03  3.4248e+10  
  1126  1.8409e+07  1.7464e+03  3.4405e+10  
  1127  1.8403e+07  1.7521e+03  3.4562e+10  
  1128  1.8397e+07  1.7578e+03  3.4720e+10  
  1129  1.8391e+07  1.7635e+03  3.4878e+10  
  1130  1.8385e+07  1.7692e+03  3.5037e+10  
  1131  1.8378e+07  1.7748e+03  3.5196e+10  
  1132  1.8372e+07  1.7805e+03  3.5355e+10  
  1133  1.8366e+07  1.7861e+03  3.5516e+10  
  1134  1.8360e+07  1.7917e+03  3.5676e+10  
  1135  1.8354e+07  1.7973e+03  3.5838e+10  
  1136  1.8347e+07  1.8028e+03  3.5999e+10  
  1137  1.8341e+07  1.8084e+03  3.6161e+10  
  1138  1.8335e+07  1.8139e+03  3.6324e+10  
  1139  1.8329e+07  1.8194e+03  3.6487e+10  
  1140  1.8323e+07  1.8249e+03  3.6651e+10  
  1141  1.8316e+07  1.8304e+03  3.6815e+10  
  1142  1.8310e+07  1.8359e+03  3.6980e+10  
  1143  1.8304e+07  1.8413e+03  3.7145e+10  
  1144  1.8298e+07  1.8467e+03  3.7311e+10  
  1145  1.8292e+07  1.8521e+03  3.7477e+10  
  1146  1.8285e+07  1.8575e+03  3.7644e+10  
  1147  1.8279e+07  1.8628e+03  3.7811e+10  
  1148  1.8273e+07  1.8682e+03  3.7979e+10  
  1149  1.8267e+07  1.8735e+03  3.8147e+10  
  1150  1.8261e+07  1.8788e+03  3.8316e+10  
  1151  1.8254e+07  1.8841e+03  3.8485e+10  
  1152  1.8248e+07  1.8893e+03  3.8654e+10  
  1153  1.8242e+07  1.8946e+03  3.8824e+10  
  1154  1.8236e+07  1.8998e+03  3.8995e+10  
  1155  1.8230e+07  1.9050e+03  3.9166e+10  
  1156  1.8223e+07  1.9101e+03  3.9337e+10  
  1157  1.8217e+07  1.9153e+03  3.9509e+10  
  1158  1.8211e+07  1.9204e+03  3.9682e+10  
  1159  1.8205e+07  1.9255e+03  3.9854e+10  
  1160  1.8199e+07  1.9306e+03  4.0028e+10  
  1161  1.8192e+07  1.9357e+03  4.0201e+10  
  1162  1.8186e+07  1.9407e+03  4.0376e+10  
  1163  1.8180e+07  1.9457e+03  4.0550e+10  
  1164  1.8174e+07  1.9507e+03  4.0725e+10  
  1165  1.8168e+07  1.9557e+03  4.0901e+10  
  1166  1.8161e+07  1.9606e+03  4.1077e+10  
  1167  1.8155e+07  1.9655e+03  4.1253e+10  
  1168  1.8149e+07  1.9705e+03  4.1430e+10  
  1169  1.8143e+07  1.9753e+03  4.1608e+10  
  1170  1.8137e+07  1.9802e+03  4.1785e+10  
  1171  1.8130e+07  1.9850e+03  4.1963e+10  
  1172  1.8124e+07  1.9898e+03  4.2142e+10  
  1173  1.8118e+07  1.9946e+03  4.2321e+10  
  1174  1.8112e+07  1.9994e+03  4.2501e+10  
  1175  1.8106e+07  2.0041e+03  4.2680e+10  
  1176  1.8099e+07  2.0089e+03  4.2861e+10  
  1177  1.8093e+07  2.0136e+03  4.3042e+10  
  1178  1.8087e+07  2.0182e+03  4.3223e+10  
  1179  1.8081e+07  2.0229e+03  4.3404e+10  
  1180  1.8075e+07  2.0275e+03  4.3586e+10  
  1181  1.8068e+07  2.0321e+03  4.3769e+10  
  1182  1.8062e+07  2.0367e+03  4.3951e+10  
  1183  1.8056e+07  2.0413e+03  4.4135e+10  
  1184  1.8050e+07  2.0458e+03  4.4318e+10  
  1185  1.8044e+07  2.0503e+03  4.4502e+10  
  1186  1.8037e+07  2.0548e+03  4.4687e+10  
  1187  1.8031e+07  2.0593e+03  4.4871e+10  
  1188  1.8025e+07  2.0637e+03  4.5056e+10  
  1189  1.8019e+07  2.0682e+03  4.5242e+10  
  1190  1.8013e+07  2.0726e+03  4.5428e+10  
  1191  1.8006e+07  2.0770e+03  4.5614e+10  
  1192  1.8000e+07  2.0813e+03  4.5801e+10  
  1193  1.7994e+07  2.0856e+03  4.5988e+10  
  1194  1.7988e+07  2.0900e+03  4.6176e+10  
  1195  1.7982e+07  2.0942e+03  4.6364e+10  
  1196  1.7975e+07  2.0985e+03  4.6552e+10  
  1197  1.7969e+07  2.1027e+03  4.6740e+10  
  1198  1.7963e+07  2.1070e+03  4.6929e+10  
  1199  1.7957e+07  2.1112e+03  4.7119e+10  
  1200  1.7951e+07  2.1153e+03  4.7308e+10  
  1201  1.7944e+07  2.1195e+03  4.7498e+10  
  1202  1.7938e+07  2.1236e+03  4.7689e+10  
  1203  1.7932e+07  2.1277e+03  4.7880e+10  
  1204  1.7926e+07  2.1318e+03  4.8071e+10  
  1205  1.7920e+07  2.1359e+03  4.8262e+10  
  1206  1.7913e+07  2.1399e+03  4.8454e+10  
  1207  1.7907e+07  2.1439e+03  4.8646e+10  
  1208  1.7901e+07  2.1479e+03  4.8839e+10  
  1209  1.7895e+07  2.1519e+03  4.9032e+10  
  1210  1.7889e+07  2.1559e+03  4.9225e+10  
  1211  1.7882e+07  2.1598e+03  4.9418e+10  
  1212  1.7876e+07  2.1637e+03  4.9612e+10  
  1213  1.7870e+07  2.1676e+03  4.9807e+10  
  1214  1.7864e+07  2.1714e+03  5.0001e+10  
  1215  1.7858e+07  2.1753e+03  5.0196e+10  
  1216  1.7851e+07  2.1791e+03  5.0391e+10  
  1217  1.7845e+07  2.1829e+03  5.0587e+10  
  1218  1.7839e+07  2.1867e+03  5.0783e+10  
  1219  1.7833e+07  2.1904e+03  5.0979e+10  
  1220  1.7827e+07  2.1942e+03  5.1175e+10  
  1221  1.7820e+07  2.1979e+03  5.1372e+10  
  1222  1.7814e+07  2.2016e+03  5.1569e+10  
  1223  1.7808e+07  2.2053e+03  5.1767e+10  
  1224  1.7802e+07  2.2089e+03  5.1965e+10  
  1225  1.7796e+07  2.2126e+03  5.2163e+10  
  1226  1.7789e+07  2.2162e+03  5.2361e+10  
  1227  1.7783e+07  2.2198e+03  5.2560e+10  
  1228  1.7777e+07  2.2233e+03  5.2759e+10  
  1229  1.7771e+07  2.2269e+03  5.2958e+10  
  1230  1.7765e+07  2.2304e+03  5.3158e+10  
  1231  1.7758e+07  2.2339e+03  5.3358e+10  
  1232  1.7752e+07  2.2374e+03  5.3558e+10  
  1233  1.7746e+07  2.2409e+03  5.3758e+10  
  1234  1.7740e+07  2.2443e+03  5.3959e+10  
  1235  1.7734e+07  2.2478e+03  5.4160e+10  
  1236  1.7727e+07  2.2512e+03  5.4361e+10  
  1237  1.7721e+07  2.2546e+03  5.4563e+10  
  1238  1.7715e+07  2.2579e+03  5.4765e+10  
  1239  1.7709e+07  2.2613e+03  5.4967e+10  
  1240  1.7703e+07  2.2646e+03  5.5170e+10  
  1241  1.7696e+07  2.2679e+03  5.5372e+10  
  1242  1.7690e+07  2.2712e+03  5.5575e+10  
  1243  1.7684e+07  2.2745e+03  5.5779e+10  
  1244  1.7678e+07  2.2778e+03  5.5982e+10  
  1245  1.7672e+07  2.2810e+03  5.6186e+10  
  1246  1.7666e+07  2.2842e+03  5.6390e+10  
  1247  1.7659e+07  2.2874e+03  5.6594e+10  
  1248  1.7653e+07  2.2906e+03  5.6799e+10  
  1249  1.7647e+07  2.2938e+03  5.7004e+10  
  1250  1.7641e+07  2.2969e+03  5.7209e+10  
  1251  1.7635e+07  2.3000e+03  5.7414e+10  
  1252  1.7628e+07  2.3031e+03  5.7620e+10  
  1253  1.7622e+07  2.3062e+03  5.7826e+10  
  1254  1.7616e+07  2.3093e+03  5.8032e+10  
  1255  1.7610e+07  2.3124e+03  5.8239e+10  
  1256  1.7604e+07  2.3154e+03  5.8445e+10  
  1257  1.7597e+07  2.3184e+03  5.8652e+10  
  1258  1.7591e+07  2.3214e+03  5.8859e+10  
  1259  1.7585e+07  2.3244e+03  5.9067e+10  
  1260  1.7579e+07  2.3274e+03  5.9274e+10  
  1261  1.7573e+07  2.3303e+03  5.9482e+10  
  1262  1.7566e+07  2.3333e+03  5.9690e+10  
  1263  1.7560e+07  2.3362e+03  5.9898e+10  
  1264  1.7554e+07  2.3391e+03  6.0107e+10  
  1265  1.7548e+07  2.3420e+03  6.0316e+10  
  1266  1.7542e+07  2.3448e+03  6.0525e+10  
  1267  1.7535e+07  2.3477e+03  6.0734e+10  
  1268  1.7529e+07  2.3505e+03  6.0943e+10  
  1269  1.7523e+07  2.3533e+03  6.1153e+10  
  1270  1.7517e+07  2.3561e+03  6.1363e+10  
  1271  1.7511e+07  2.3589e+03  6.1573e+10  
  1272  1.7504e+07  2.3617e+03  6.1784e+10  
  1273  1.7498e+07  2.3644e+03  6.1994e+10  
  1274  1.7492e+07  2.3672e+03  6.2205e+10  
  1275  1.7486e+07  2.3699e+03  6.2416e+10  
  1276  1.7480e+07  2.3726e+03  6.2627e+10  
  1277  1.7473e+07  2.3753e+03  6.2838e+10  
  1278  1.7467e+07  2.3780e+03  6.3050e+10  
  1279  1.7461e+07  2.3806e+03  6.3262e+10  
  1280  1.7455e+07  2.3833e+03  6.3474e+10  
  1281  1.7449e+07  2.3859e+03  6.3686e+10  
  1282  1.7442e+07  2.3885e+03  6.3899e+10  
  1283  1.7436e+07  2.3911e+03  6.4111e+10  
  1284  1.7430e+07  2.3937e+03  6.4324e+10  
  1285  1.7424e+07  2.3963e+03  6.4537e+10  
  1286  1.7418e+07  2.3988e+03  6.4750e+10  
  1287  1.7411e+07  2.4014e+03  6.4964e+10  
  1288  1.7405e+07  2.4039e+03  6.5178e+10  
  1289  1.7399e+07  2.4064e+03  6.5391e+10  
  1290  1.7393e+07  2.4089e+03  6.5605e+10  
  1291  1.7387e+07  2.4114e+03  6.5820e+10  
  1292  1.7380e+07  2.4138e+03  6.6034e+10  
  1293  1.7374e+07  2.4163e+03  6.6248e+10  
  1294  1.7368e+07  2.4187e+03  6.6463e+10  
  1295  1.7362e+07  2.4212e+03  6.6678e+10  
  1296  1.7356e+07  2.4236e+03  6.6893e+10  
  1297  1.7349e+07  2.4260e+03  6.7109e+10  
  1298  1.7343e+07  2.4284e+03  6.7324e+10  
  1299  1.7337e+07  2.4307e+03  6.7540e+10  
  1300  1.7331e+07  2.4331e+03  6.7756e+10  
  1301  1.7325e+07  2.4354e+03  6.7972e+10  
  1302  1.7318e+07  2.4378e+03  6.8188e+10  
  1303  1.7312e+07  2.4401e+03  6.8404e+10  
  1304  1.7306e+07  2.4424e+03  6.8621e+10  
  1305  1.7300e+07  2.4447e+03  6.8837e+10  
  1306  1.7294e+07  2.4470e+03  6.9054e+10  
  1307  1.7287e+07  2.4492e+03  6.9271e+10  
  1308  1.7281e+07  2.4515e+03  6.9488e+10  
  1309  1.7275e+07  2.4537e+03  6.9706e+10  
  1310  1.7269e+07  2.4560e+03  6.9923e+10  
  1311  1.7263e+07  2.4582e+03  7.0141e+10  
  1312  1.7256e+07  2.4604e+03  7.0359e+10  
  1313  1.7250e+07  2.4626e+03  7.0577e+10  
  1314  1.7244e+07  2.4648e+03  7.0795e+10  
  1315  1.7238e+07  2.4669e+03  7.1013e+10  
  1316  1.7232e+07  2.4691e+03  7.1232e+10  
  1317  1.7225e+07  2.4712e+03  7.1450e+10  
  1318  1.7219e+07  2.4734e+03  7.1669e+10  
  1319  1.7213e+07  2.4755e+03  7.1888e+10  
  1320  1.7207e+07  2.4776e+03  7.2107e+10  
  1321  1.7201e+07  2.4797e+03  7.2326e+10  
  1322  1.7194e+07  2.4818e+03  7.2546e+10  
  1323  1.7188e+07  2.4839e+03  7.2765e+10  
  1324  1.7182e+07  2.4859e+03  7.2985e+10  
  1325  1.7176e+07  2.4880e+03  7.3205e+10  
  1326  1.7170e+07  2.4900e+03  7.3424e+10  
  1327  1.7163e+07  2.4921e+03  7.3645e+10  
  1328  1.7157e+07  2.4941e+03  7.3865e+10  
  1329  1.7151e+07  2.4961e+03  7.4085e+10  
  1330  1.7145e+07  2.4981e+03  7.4306e+10  
  1331  1.7139e+07  2.5001e+03  7.4526e+10  
  1332  1.7132e+07  2.5020e+03  7.4747e+10  
  1333  1.7126e+07  2.5040e+03  7.4968e+10  
  1334  1.7120e+07  2.5060e+03  7.5189e+10  
  1335  1.7114e+07  2.5079e+03  7.5410e+10  
  1336  1.7108e+07  2.5098e+03  7.5631e+10  
  1337  1.7101e+07  2.5118e+03  7.5853e+10  
  1338  1.7095e+07  2.5137e+03  7.6074e+10  
  1339  1.7089e+07  2.5156e+03  7.6296e+10  
  1340  1.7083e+07  2.5175e+03  7.6518e+10  
  1341  1.7077e+07  2.5194e+03  7.6740e+10  
  1342  1.7070e+07  2.5212e+03  7.6962e+10  
  1343  1.7064e+07  2.5231e+03  7.7184e+10  
  1344  1.7058e+07  2.5249e+03  7.7406e+10  
  1345  1.7052e+07  2.5268e+03  7.7629e+10  
  1346  1.7046e+07  2.5286e+03  7.7851e+10  
  1347  1.7039e+07  2.5304e+03  7.8074e+10  
  1348  1.7033e+07  2.5322e+03  7.8297e+10  
  1349  1.7027e+07  2.5341e+03  7.8519e+10  
  1350  1.7021e+07  2.5358e+03  7.8742e+10  
  1351  1.7015e+07  2.5376e+03  7.8966e+10  
  1352  1.7008e+07  2.5394e+03  7.9189e+10  
  1353  1.7002e+07  2.5412e+03  7.9412e+10  
  1354  1.6996e+07  2.5429e+03  7.9636e+10  
  1355  1.6990e+07  2.5447e+03  7.9859e+10  
  1356  1.6984e+07  2.5464e+03  8.0083e+10  
  1357  1.6977e+07  2.5481e+03  8.0307e+10  
  1358  1.6971e+07  2.5499e+03  8.0531e+10  
  1359  1.6965e+07  2.5516e+03  8.0755e+10  
  1360  1.6959e+07  2.5533e+03  8.0979e+10  
  1361  1.6953e+07  2.5550e+03  8.1203e+10  
  1362  1.6946e+07  2.5567e+03  8.1427e+10  
  1363  1.6940e+07  2.5583e+03  8.1652e+10  
  1364  1.6934e+07  2.5600e+03  8.1876e+10  
  1365  1.6928e+07  2.5617e+03  8.2101e+10  
  1366  1.6922e+07  2.5633e+03  8.2325e+10  
  1367  1.6915e+07  2.5649e+03  8.2550e+10  
  1368  1.6909e+07  2.5666e+03  8.2775e+10  
  1369  1.6903e+07  2.5682e+03  8.3000e+10  
  1370  1.6897e+07  2.5698e+03  8.3225e+10  
  1371  1.6891e+07  2.5714e+03  8.3450e+10  
  1372  1.6885e+07  2.5730e+03  8.3676e+10  
  1373  1.6878e+07  2.5746e+03  8.3901e+10  
  1374  1.6872e+07  2.5762e+03  8.4127e+10  
  1375  1.6866e+07  2.5778e+03  8.4352e+10  
  1376  1.6860e+07  2.5794e+03  8.4578e+10  
  1377  1.6854e+07  2.5809e+03  8.4804e+10  
  1378  1.6847e+07  2.5825e+03  8.5029e+10  
  1379  1.6841e+07  2.5840e+03  8.5255e+10  
  1380  1.6835e+07  2.5855e+03  8.5481e+10  
  1381  1.6829e+07  2.5871e+03  8.5708e+10  
  1382  1.6823e+07  2.5886e+03  8.5934e+10  
  1383  1.6816e+07  2.5901e+03  8.6160e+10  
  1384  1.6810e+07  2.5916e+03  8.6386e+10  
  1385  1.6804e+07  2.5931e+03  8.6613e+10  
  1386  1.6798e+07  2.5946e+03  8.6839e+10  
  1387  1.6792e+07  2.5961e+03  8.7066e+10  
  1388  1.6785e+07  2.5976e+03  8.7293e+10  
  1389  1.6779e+07  2.5990e+03  8.7519e+10  
  1390  1.6773e+07  2.6005e+03  8.7746e+10  
  1391  1.6767e+07  2.6020e+03  8.7973e+10  
  1392  1.6761e+07  2.6034e+03  8.8200e+10  
  1393  1.6754e+07  2.6048e+03  8.8427e+10  
  1394  1.6748e+07  2.6063e+03  8.8655e+10  
  1395  1.6742e+07  2.6077e+03  8.8882e+10  
  1396  1.6736e+07  2.6091e+03  8.9109e+10  
  1397  1.6730e+07  2.6105e+03  8.9337e+10  
  1398  1.6723e+07  2.6119e+03  8.9564e+10  
  1399  1.6717e+07  2.6133e+03  8.9792e+10  
  1400  1.6711e+07  2.6147e+03  9.0019e+10  
  1401  1.6705e+07  2.6161e+03  9.0247e+10  
  1402  1.6699e+07  2.6175e+03  9.0475e+10  
  1403  1.6692e+07  2.6189e+03  9.0702e+10  
  1404  1.6686e+07  2.6202e+03  9.0930e+10  
  1405  1.6680e+07  2.6216e+03  9.1158e+10  
  1406  1.6674e+07  2.6229e+03  9.1386e+10  
  1407  1.6668e+07  2.6243e+03  9.1614e+10  
  1408  1.6661e+07  2.6256e+03  9.1843e+10  
  1409  1.6655e+07  2.6270e+03  9.2071e+10  
  1410  1.6649e+07  2.6283e+03  9.2299e+10  
  1411  1.6643e+07  2.6296e+03  9.2527e+10  
  1412  1.6637e+07  2.6309e+03  9.2756e+10  
  1413  1.6630e+07  2.6322e+03  9.2984e+10  
  1414  1.6624e+07  2.6335e+03  9.3213e+10  
  1415  1.6618e+07  2.6348e+03  9.3442e+10  
  1416  1.6612e+07  2.6361e+03  9.3670e+10  
  1417  1.6606e+07  2.6374e+03  9.3899e+10  
  1418  1.6599e+07  2.6387e+03  9.4128e+10  
  1419  1.6593e+07  2.6399e+03  9.4357e+10  
  1420  1.6587e+07  2.6412e+03  9.4586e+10  
  1421  1.6581e+07  2.6425e+03  9.4814e+10  
  1422  1.6575e+07  2.6437e+03  9.5043e+10  
  1423  1.6568e+07  2.6450e+03  9.5273e+10  
  1424  1.6562e+07  2.6462e+03  9.5502e+10  
  1425  1.6556e+07  2.6474e+03  9.5731e+10  
  1426  1.6550e+07  2.6487e+03  9.5960e+10  
  1427  1.6544e+07  2.6499e+03  9.6189e+10  
  1428  1.6537e+07  2.6511e+03  9.6419e+10  
  1429  1.6531e+07  2.6523e+03  9.6648e+10  
  1430  1.6525e+07  2.6535e+03  9.6878e+10  
  1431  1.6519e+07  2.6547e+03  9.7107e+10  
  1432  1.6513e+07  2.6559e+03  9.7337e+10  
  1433  1.6506e+07  2.6571e+03  9.7566e+10  
  1434  1.6500e+07  2.6583e+03  9.7796e+10  
  1435  1.6494e+07  2.6595e+03  9.8026e+10  
  1436  1.6488e+07  2.6607e+03  9.8255e+10  
  1437  1.6482e+07  2.6618e+03  9.8485e+10  
  1438  1.6475e+07  2.6630e+03  9.8715e+10  
  1439  1.6469e+07  2.6642e+03  9.8945e+10  
  1440  1.6463e+07  2.6653e+03  9.9175e+10  
  1441  1.6457e+07  2.6665e+03  9.9405e+10  
  1442  1.6451e+07  2.6676e+03  9.9635e+10  
  1443  1.6444e+07  2.6687e+03  9.9865e+10  
  1444  1.6438e+07  2.6699e+03  1.0010e+11  
  1445  1.6432e+07  2.6710e+03  1.0033e+11  
  1446  1.6426e+07  2.6721e+03  1.0056e+11  
  1447  1.6420e+07  2.6732e+03  1.0079e+11  
  1448  1.6413e+07  2.6744e+03  1.0102e+11  
  1449  1.6407e+07  2.6755e+03  1.0125e+11  
  1450  1.6401e+07  2.6766e+03  1.0148e+11  
  1451  1.6395e+07  2.6777e+03  1.0171e+11  
  1452  1.6389e+07  2.6788e+03  1.0194e+11  
  1453  1.6382e+07  2.6798e+03  1.0217e+11  
  1454  1.6376e+07  2.6809e+03  1.0240e+11  
  1455  1.6370e+07  2.6820e+03  1.0263e+11  
  1456  1.6364e+07  2.6831e+03  1.0286e+11  
  1457  1.6358e+07  2.6842e+03  1.0309e+11  
  1458  1.6351e+07  2.6852e+03  1.0332e+11  
  1459  1.6345e+07  2.6863e+03  1.0355e+11  
  1460  1.6339e+07  2.6873e+03  1.0378e+11  
  1461  1.6333e+07  2.6884e+03  1.0401e+11  
  1462  1.6327e+07  2.6894e+03  1.0424e+11  
  1463  1.6320e+07  2.6905e+03  1.0448e+11  
  1464  1.6314e+07  2.6915e+03  1.0471e+11  
  1465  1.6308e+07  2.6925e+03  1.0494e+11  
  1466  1.6302e+07  2.6936e+03  1.0517e+11  
  1467  1.6296e+07  2.6946e+03  1.0540e+11  
  1468  1.6289e+07  2.6956e+03  1.0563e+11  
  1469  1.6283e+07  2.6966e+03  1.0586e+11  
  1470  1.6277e+07  2.6976e+03  1.0609e+11  
  1471  1.6271e+07  2.6986e+03  1.0632e+11  
  1472  1.6265e+07  2.6996e+03  1.0655e+11  
  1473  1.6258e+07  2.7006e+03  1.0679e+11  
  1474  1.6252e+07  2.7016e+03  1.0702e+11  
  1475  1.6246e+07  2.7026e+03  1.0725e+11  
  1476  1.6240e+07  2.7036e+03  1.0748e+11  
  1477  1.6234e+07  2.7046e+03  1.0771e+11  
  1478  1.6227e+07  2.7056e+03  1.0794e+11  
  1479  1.6221e+07  2.7065e+03  1.0817e+11  
  1480  1.6215e+07  2.7075e+03  1.0840e+11  
  1481  1.6209e+07  2.7085e+03  1.0864e+11  
  1482  1.6203e+07  2.7094e+03  1.0887e+11  
  1483  1.6196e+07  2.7104e+03  1.0910e+11  
  1484  1.6190e+07  2.7113e+03  1.0933e+11  
  1485  1.6184e+07  2.7123e+03  1.0956e+11  
  1486  1.6178e+07  2.7132e+03  1.0979e+11  
  1487  1.6172e+07  2.7142e+03  1.1002e+11  
  1488  1.6165e+07  2.7151e+03  1.1026e+11  
  1489  1.6159e+07  2.7160e+03  1.1049e+11  
  1490  1.6153e+07  2.7170e+03  1.1072e+11  
  1491  1.6147e+07  2.7179e+03  1.1095e+11  
  1492  1.6141e+07  2.7188e+03  1.1118e+11  
  1493  1.6134e+07  2.7197e+03  1.1141e+11  
  1494  1.6128e+07  2.7206e+03  1.1165e+11  
  1495  1.6122e+07  2.7215e+03  1.1188e+11  
  1496  1.6116e+07  2.7224e+03  1.1211e+11  
