# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.680380254978047e+25 kg
# Mean radius       s0 = 2.538868e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.225905
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000585.167729
# J2  =  3511.207191
# J4  =   -35.801753
# J6  =     0.618524
# J8  =    -0.015835
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
  1025  1.9035e+07  3.4216e+02  1.2003e+10  
  1026  1.9029e+07  3.4853e+02  1.2034e+10  
  1027  1.9023e+07  3.5532e+02  1.2067e+10  
  1028  1.9017e+07  3.6255e+02  1.2099e+10  
  1029  1.9011e+07  3.7029e+02  1.2133e+10  
  1030  1.9004e+07  3.7858e+02  1.2167e+10  
  1031  1.8998e+07  3.8748e+02  1.2202e+10  
  1032  1.8992e+07  3.9706e+02  1.2238e+10  
  1033  1.8986e+07  4.0739e+02  1.2275e+10  
  1034  1.8980e+07  4.1856e+02  1.2312e+10  
  1035  1.8973e+07  4.3069e+02  1.2351e+10  
  1036  1.8967e+07  4.4388e+02  1.2391e+10  
  1037  1.8961e+07  4.5828e+02  1.2433e+10  
  1038  1.8955e+07  4.7405e+02  1.2475e+10  
  1039  1.8949e+07  4.9137e+02  1.2520e+10  
  1040  1.8942e+07  5.1048e+02  1.2566e+10  
  1041  1.8936e+07  5.3164e+02  1.2614e+10  
  1042  1.8930e+07  5.5517e+02  1.2664e+10  
  1043  1.8924e+07  5.8142e+02  1.2716e+10  
  1044  1.8918e+07  6.1085e+02  1.2771e+10  
  1045  1.8911e+07  6.4396e+02  1.2828e+10  
  1046  1.8905e+07  6.8136e+02  1.2889e+10  
  1047  1.8899e+07  7.2373e+02  1.2954e+10  
  1048  1.8893e+07  7.7185e+02  1.3023e+10  
  1049  1.8887e+07  8.2654e+02  1.3097e+10  
  1050  1.8880e+07  8.8861e+02  1.3176e+10  
  1051  1.8874e+07  9.5875e+02  1.3261e+10  
  1052  1.8868e+07  1.0373e+03  1.3353e+10  
  1053  1.8862e+07  1.1242e+03  1.3453e+10  
  1054  1.8856e+07  1.2183e+03  1.3561e+10  
  1055  1.8849e+07  1.3177e+03  1.3678e+10  
  1056  1.8843e+07  1.4197e+03  1.3804e+10  
  1057  1.8837e+07  1.5209e+03  1.3940e+10  
  1058  1.8831e+07  1.6183e+03  1.4085e+10  
  1059  1.8825e+07  1.7094e+03  1.4239e+10  
  1060  1.8818e+07  1.7927e+03  1.4401e+10  
  1061  1.8812e+07  1.8675e+03  1.4570e+10  
  1062  1.8806e+07  1.9341e+03  1.4745e+10  
  1063  1.8800e+07  1.9928e+03  1.4927e+10  
  1064  1.8794e+07  2.0445e+03  1.5113e+10  
  1065  1.8787e+07  2.0900e+03  1.5304e+10  
  1066  1.8781e+07  2.1301e+03  1.5499e+10  
  1067  1.8775e+07  2.1655e+03  1.5698e+10  
  1068  1.8769e+07  2.1970e+03  1.5899e+10  
  1069  1.8763e+07  2.2249e+03  1.6103e+10  
  1070  1.8756e+07  2.2499e+03  1.6310e+10  
  1071  1.8750e+07  2.2724e+03  1.6519e+10  
  1072  1.8744e+07  2.2926e+03  1.6730e+10  
  1073  1.8738e+07  2.3109e+03  1.6942e+10  
  1074  1.8732e+07  2.3275e+03  1.7156e+10  
  1075  1.8725e+07  2.3427e+03  1.7372e+10  
  1076  1.8719e+07  2.3565e+03  1.7589e+10  
  1077  1.8713e+07  2.3692e+03  1.7807e+10  
  1078  1.8707e+07  2.3809e+03  1.8026e+10  
  1079  1.8701e+07  2.3917e+03  1.8246e+10  
  1080  1.8694e+07  2.4017e+03  1.8467e+10  
  1081  1.8688e+07  2.4110e+03  1.8689e+10  
  1082  1.8682e+07  2.4196e+03  1.8912e+10  
  1083  1.8676e+07  2.4276e+03  1.9135e+10  
  1084  1.8670e+07  2.4351e+03  1.9359e+10  
  1085  1.8663e+07  2.4422e+03  1.9584e+10  
  1086  1.8657e+07  2.4488e+03  1.9809e+10  
  1087  1.8651e+07  2.4550e+03  2.0035e+10  
  1088  1.8645e+07  2.4608e+03  2.0261e+10  
  1089  1.8639e+07  2.4663e+03  2.0488e+10  
  1090  1.8632e+07  2.4715e+03  2.0716e+10  
  1091  1.8626e+07  2.4764e+03  2.0943e+10  
  1092  1.8620e+07  2.4811e+03  2.1171e+10  
  1093  1.8614e+07  2.4855e+03  2.1400e+10  
  1094  1.8608e+07  2.4897e+03  2.1629e+10  
  1095  1.8601e+07  2.4937e+03  2.1858e+10  
  1096  1.8595e+07  2.4975e+03  2.2087e+10  
  1097  1.8589e+07  2.5012e+03  2.2317e+10  
  1098  1.8583e+07  2.5046e+03  2.2547e+10  
  1099  1.8577e+07  2.5079e+03  2.2778e+10  
  1100  1.8570e+07  2.5111e+03  2.3008e+10  
  1101  1.8564e+07  2.5141e+03  2.3239e+10  
  1102  1.8558e+07  2.5170e+03  2.3470e+10  
  1103  1.8552e+07  2.5198e+03  2.3701e+10  
  1104  1.8546e+07  2.5225e+03  2.3933e+10  
  1105  1.8539e+07  2.5250e+03  2.4164e+10  
  1106  1.8533e+07  2.5275e+03  2.4396e+10  
  1107  1.8527e+07  2.5298e+03  2.4628e+10  
  1108  1.8521e+07  2.5321e+03  2.4860e+10  
  1109  1.8515e+07  2.5343e+03  2.5093e+10  
  1110  1.8508e+07  2.5364e+03  2.5325e+10  
  1111  1.8502e+07  2.5385e+03  2.5558e+10  
  1112  1.8496e+07  2.5405e+03  2.5790e+10  
  1113  1.8490e+07  2.5424e+03  2.6023e+10  
  1114  1.8484e+07  2.5442e+03  2.6256e+10  
  1115  1.8477e+07  2.5460e+03  2.6489e+10  
  1116  1.8471e+07  2.5477e+03  2.6723e+10  
  1117  1.8465e+07  2.5494e+03  2.6956e+10  
  1118  1.8459e+07  2.5510e+03  2.7189e+10  
  1119  1.8453e+07  2.5525e+03  2.7423e+10  
  1120  1.8446e+07  2.5540e+03  2.7656e+10  
  1121  1.8440e+07  2.5555e+03  2.7890e+10  
  1122  1.8434e+07  2.5569e+03  2.8124e+10  
  1123  1.8428e+07  2.5583e+03  2.8358e+10  
  1124  1.8422e+07  2.5597e+03  2.8592e+10  
  1125  1.8415e+07  2.5610e+03  2.8826e+10  
  1126  1.8409e+07  2.5622e+03  2.9060e+10  
  1127  1.8403e+07  2.5635e+03  2.9294e+10  
  1128  1.8397e+07  2.5647e+03  2.9528e+10  
  1129  1.8391e+07  2.5659e+03  2.9762e+10  
  1130  1.8384e+07  2.5670e+03  2.9997e+10  
  1131  1.8378e+07  2.5681e+03  3.0231e+10  
  1132  1.8372e+07  2.5692e+03  3.0465e+10  
  1133  1.8366e+07  2.5702e+03  3.0700e+10  
  1134  1.8360e+07  2.5713e+03  3.0934e+10  
  1135  1.8353e+07  2.5722e+03  3.1169e+10  
  1136  1.8347e+07  2.5732e+03  3.1403e+10  
  1137  1.8341e+07  2.5742e+03  3.1638e+10  
  1138  1.8335e+07  2.5751e+03  3.1872e+10  
  1139  1.8329e+07  2.5760e+03  3.2107e+10  
  1140  1.8322e+07  2.5769e+03  3.2342e+10  
  1141  1.8316e+07  2.5778e+03  3.2576e+10  
  1142  1.8310e+07  2.5786e+03  3.2811e+10  
  1143  1.8304e+07  2.5794e+03  3.3046e+10  
  1144  1.8298e+07  2.5802e+03  3.3281e+10  
  1145  1.8292e+07  2.5810e+03  3.3515e+10  
  1146  1.8285e+07  2.5818e+03  3.3750e+10  
  1147  1.8279e+07  2.5826e+03  3.3985e+10  
  1148  1.8273e+07  2.5833e+03  3.4220e+10  
  1149  1.8267e+07  2.5840e+03  3.4455e+10  
  1150  1.8261e+07  2.5847e+03  3.4690e+10  
  1151  1.8254e+07  2.5854e+03  3.4924e+10  
  1152  1.8248e+07  2.5861e+03  3.5159e+10  
  1153  1.8242e+07  2.5868e+03  3.5394e+10  
  1154  1.8236e+07  2.5874e+03  3.5629e+10  
  1155  1.8230e+07  2.5881e+03  3.5864e+10  
  1156  1.8223e+07  2.5887e+03  3.6099e+10  
  1157  1.8217e+07  2.5893e+03  3.6334e+10  
  1158  1.8211e+07  2.5899e+03  3.6569e+10  
  1159  1.8205e+07  2.5905e+03  3.6804e+10  
  1160  1.8199e+07  2.5911e+03  3.7038e+10  
  1161  1.8192e+07  2.5916e+03  3.7273e+10  
  1162  1.8186e+07  2.5922e+03  3.7508e+10  
  1163  1.8180e+07  2.5927e+03  3.7743e+10  
  1164  1.8174e+07  2.5933e+03  3.7978e+10  
  1165  1.8168e+07  2.5938e+03  3.8213e+10  
  1166  1.8161e+07  2.5943e+03  3.8448e+10  
  1167  1.8155e+07  2.5948e+03  3.8683e+10  
  1168  1.8149e+07  2.5953e+03  3.8917e+10  
  1169  1.8143e+07  2.5958e+03  3.9152e+10  
  1170  1.8137e+07  2.5963e+03  3.9387e+10  
  1171  1.8130e+07  2.5968e+03  3.9622e+10  
  1172  1.8124e+07  2.5973e+03  3.9857e+10  
  1173  1.8118e+07  2.5977e+03  4.0092e+10  
  1174  1.8112e+07  2.5982e+03  4.0326e+10  
  1175  1.8106e+07  2.5986e+03  4.0561e+10  
  1176  1.8099e+07  2.5991e+03  4.0796e+10  
  1177  1.8093e+07  2.5995e+03  4.1031e+10  
  1178  1.8087e+07  2.5999e+03  4.1265e+10  
  1179  1.8081e+07  2.6003e+03  4.1500e+10  
  1180  1.8075e+07  2.6007e+03  4.1735e+10  
  1181  1.8068e+07  2.6011e+03  4.1969e+10  
  1182  1.8062e+07  2.6015e+03  4.2204e+10  
  1183  1.8056e+07  2.6019e+03  4.2439e+10  
  1184  1.8050e+07  2.6023e+03  4.2673e+10  
  1185  1.8044e+07  2.6027e+03  4.2908e+10  
  1186  1.8037e+07  2.6031e+03  4.3142e+10  
  1187  1.8031e+07  2.6034e+03  4.3377e+10  
  1188  1.8025e+07  2.6038e+03  4.3611e+10  
  1189  1.8019e+07  2.6042e+03  4.3846e+10  
  1190  1.8013e+07  2.6045e+03  4.4080e+10  
  1191  1.8006e+07  2.6049e+03  4.4315e+10  
  1192  1.8000e+07  2.6052e+03  4.4549e+10  
  1193  1.7994e+07  2.6055e+03  4.4784e+10  
  1194  1.7988e+07  2.6059e+03  4.5018e+10  
  1195  1.7982e+07  2.6062e+03  4.5252e+10  
  1196  1.7975e+07  2.6065e+03  4.5487e+10  
  1197  1.7969e+07  2.6068e+03  4.5721e+10  
  1198  1.7963e+07  2.6071e+03  4.5955e+10  
  1199  1.7957e+07  2.6075e+03  4.6189e+10  
  1200  1.7951e+07  2.6078e+03  4.6424e+10  
  1201  1.7944e+07  2.6081e+03  4.6658e+10  
  1202  1.7938e+07  2.6084e+03  4.6892e+10  
  1203  1.7932e+07  2.6087e+03  4.7126e+10  
  1204  1.7926e+07  2.6089e+03  4.7360e+10  
  1205  1.7920e+07  2.6092e+03  4.7594e+10  
  1206  1.7913e+07  2.6095e+03  4.7828e+10  
  1207  1.7907e+07  2.6098e+03  4.8062e+10  
  1208  1.7901e+07  2.6101e+03  4.8296e+10  
  1209  1.7895e+07  2.6103e+03  4.8530e+10  
  1210  1.7889e+07  2.6106e+03  4.8764e+10  
  1211  1.7882e+07  2.6109e+03  4.8998e+10  
  1212  1.7876e+07  2.6111e+03  4.9232e+10  
  1213  1.7870e+07  2.6114e+03  4.9466e+10  
  1214  1.7864e+07  2.6116e+03  4.9700e+10  
  1215  1.7858e+07  2.6119e+03  4.9933e+10  
  1216  1.7851e+07  2.6121e+03  5.0167e+10  
  1217  1.7845e+07  2.6124e+03  5.0401e+10  
  1218  1.7839e+07  2.6126e+03  5.0634e+10  
  1219  1.7833e+07  2.6129e+03  5.0868e+10  
  1220  1.7827e+07  2.6131e+03  5.1102e+10  
  1221  1.7820e+07  2.6133e+03  5.1335e+10  
  1222  1.7814e+07  2.6136e+03  5.1569e+10  
  1223  1.7808e+07  2.6138e+03  5.1802e+10  
  1224  1.7802e+07  2.6140e+03  5.2036e+10  
  1225  1.7796e+07  2.6142e+03  5.2269e+10  
  1226  1.7789e+07  2.6145e+03  5.2502e+10  
  1227  1.7783e+07  2.6147e+03  5.2736e+10  
  1228  1.7777e+07  2.6149e+03  5.2969e+10  
  1229  1.7771e+07  2.6151e+03  5.3202e+10  
  1230  1.7765e+07  2.6153e+03  5.3435e+10  
  1231  1.7758e+07  2.6155e+03  5.3669e+10  
  1232  1.7752e+07  2.6157e+03  5.3902e+10  
  1233  1.7746e+07  2.6159e+03  5.4135e+10  
  1234  1.7740e+07  2.6161e+03  5.4368e+10  
  1235  1.7734e+07  2.6163e+03  5.4601e+10  
  1236  1.7727e+07  2.6165e+03  5.4834e+10  
  1237  1.7721e+07  2.6167e+03  5.5067e+10  
  1238  1.7715e+07  2.6169e+03  5.5300e+10  
  1239  1.7709e+07  2.6171e+03  5.5533e+10  
  1240  1.7703e+07  2.6173e+03  5.5766e+10  
  1241  1.7696e+07  2.6175e+03  5.5998e+10  
  1242  1.7690e+07  2.6177e+03  5.6231e+10  
  1243  1.7684e+07  2.6179e+03  5.6464e+10  
  1244  1.7678e+07  2.6180e+03  5.6697e+10  
  1245  1.7672e+07  2.6182e+03  5.6929e+10  
  1246  1.7665e+07  2.6184e+03  5.7162e+10  
  1247  1.7659e+07  2.6186e+03  5.7394e+10  
  1248  1.7653e+07  2.6188e+03  5.7627e+10  
  1249  1.7647e+07  2.6189e+03  5.7859e+10  
  1250  1.7641e+07  2.6191e+03  5.8092e+10  
  1251  1.7634e+07  2.6193e+03  5.8324e+10  
  1252  1.7628e+07  2.6194e+03  5.8557e+10  
  1253  1.7622e+07  2.6196e+03  5.8789e+10  
  1254  1.7616e+07  2.6198e+03  5.9021e+10  
  1255  1.7610e+07  2.6199e+03  5.9254e+10  
  1256  1.7603e+07  2.6201e+03  5.9486e+10  
  1257  1.7597e+07  2.6202e+03  5.9718e+10  
  1258  1.7591e+07  2.6204e+03  5.9950e+10  
  1259  1.7585e+07  2.6206e+03  6.0182e+10  
  1260  1.7579e+07  2.6207e+03  6.0414e+10  
  1261  1.7572e+07  2.6209e+03  6.0646e+10  
  1262  1.7566e+07  2.6210e+03  6.0878e+10  
  1263  1.7560e+07  2.6212e+03  6.1110e+10  
  1264  1.7554e+07  2.6213e+03  6.1342e+10  
  1265  1.7548e+07  2.6215e+03  6.1574e+10  
  1266  1.7541e+07  2.6216e+03  6.1805e+10  
  1267  1.7535e+07  2.6218e+03  6.2037e+10  
  1268  1.7529e+07  2.6219e+03  6.2269e+10  
  1269  1.7523e+07  2.6220e+03  6.2501e+10  
  1270  1.7517e+07  2.6222e+03  6.2732e+10  
  1271  1.7511e+07  2.6223e+03  6.2964e+10  
  1272  1.7504e+07  2.6225e+03  6.3195e+10  
  1273  1.7498e+07  2.6226e+03  6.3427e+10  
  1274  1.7492e+07  2.6227e+03  6.3658e+10  
  1275  1.7486e+07  2.6229e+03  6.3890e+10  
  1276  1.7480e+07  2.6230e+03  6.4121e+10  
  1277  1.7473e+07  2.6231e+03  6.4352e+10  
  1278  1.7467e+07  2.6233e+03  6.4583e+10  
  1279  1.7461e+07  2.6234e+03  6.4815e+10  
  1280  1.7455e+07  2.6235e+03  6.5046e+10  
  1281  1.7449e+07  2.6237e+03  6.5277e+10  
  1282  1.7442e+07  2.6238e+03  6.5508e+10  
  1283  1.7436e+07  2.6239e+03  6.5739e+10  
  1284  1.7430e+07  2.6240e+03  6.5970e+10  
  1285  1.7424e+07  2.6242e+03  6.6201e+10  
  1286  1.7418e+07  2.6243e+03  6.6432e+10  
  1287  1.7411e+07  2.6244e+03  6.6663e+10  
  1288  1.7405e+07  2.6245e+03  6.6894e+10  
  1289  1.7399e+07  2.6247e+03  6.7124e+10  
  1290  1.7393e+07  2.6248e+03  6.7355e+10  
  1291  1.7387e+07  2.6249e+03  6.7586e+10  
  1292  1.7380e+07  2.6250e+03  6.7816e+10  
  1293  1.7374e+07  2.6251e+03  6.8047e+10  
  1294  1.7368e+07  2.6252e+03  6.8278e+10  
  1295  1.7362e+07  2.6254e+03  6.8508e+10  
  1296  1.7356e+07  2.6255e+03  6.8738e+10  
  1297  1.7349e+07  2.6256e+03  6.8969e+10  
  1298  1.7343e+07  2.6257e+03  6.9199e+10  
  1299  1.7337e+07  2.6258e+03  6.9430e+10  
  1300  1.7331e+07  2.6259e+03  6.9660e+10  
  1301  1.7325e+07  2.6260e+03  6.9890e+10  
  1302  1.7318e+07  2.6261e+03  7.0120e+10  
  1303  1.7312e+07  2.6262e+03  7.0350e+10  
  1304  1.7306e+07  2.6263e+03  7.0580e+10  
  1305  1.7300e+07  2.6265e+03  7.0810e+10  
  1306  1.7294e+07  2.6266e+03  7.1040e+10  
  1307  1.7287e+07  2.6267e+03  7.1270e+10  
  1308  1.7281e+07  2.6268e+03  7.1500e+10  
  1309  1.7275e+07  2.6269e+03  7.1730e+10  
  1310  1.7269e+07  2.6270e+03  7.1960e+10  
  1311  1.7263e+07  2.6271e+03  7.2190e+10  
  1312  1.7256e+07  2.6272e+03  7.2419e+10  
  1313  1.7250e+07  2.6273e+03  7.2649e+10  
  1314  1.7244e+07  2.6274e+03  7.2879e+10  
  1315  1.7238e+07  2.6275e+03  7.3108e+10  
  1316  1.7232e+07  2.6276e+03  7.3338e+10  
  1317  1.7225e+07  2.6277e+03  7.3567e+10  
  1318  1.7219e+07  2.6278e+03  7.3797e+10  
  1319  1.7213e+07  2.6279e+03  7.4026e+10  
  1320  1.7207e+07  2.6280e+03  7.4255e+10  
  1321  1.7201e+07  2.6280e+03  7.4485e+10  
  1322  1.7194e+07  2.6281e+03  7.4714e+10  
  1323  1.7188e+07  2.6282e+03  7.4943e+10  
  1324  1.7182e+07  2.6283e+03  7.5172e+10  
  1325  1.7176e+07  2.6284e+03  7.5401e+10  
  1326  1.7170e+07  2.6285e+03  7.5630e+10  
  1327  1.7163e+07  2.6286e+03  7.5859e+10  
  1328  1.7157e+07  2.6287e+03  7.6088e+10  
  1329  1.7151e+07  2.6288e+03  7.6317e+10  
  1330  1.7145e+07  2.6289e+03  7.6546e+10  
  1331  1.7139e+07  2.6290e+03  7.6775e+10  
  1332  1.7132e+07  2.6290e+03  7.7004e+10  
  1333  1.7126e+07  2.6291e+03  7.7232e+10  
  1334  1.7120e+07  2.6292e+03  7.7461e+10  
  1335  1.7114e+07  2.6293e+03  7.7690e+10  
  1336  1.7108e+07  2.6294e+03  7.7918e+10  
  1337  1.7101e+07  2.6295e+03  7.8147e+10  
  1338  1.7095e+07  2.6296e+03  7.8375e+10  
  1339  1.7089e+07  2.6296e+03  7.8604e+10  
  1340  1.7083e+07  2.6297e+03  7.8832e+10  
  1341  1.7077e+07  2.6298e+03  7.9061e+10  
  1342  1.7070e+07  2.6299e+03  7.9289e+10  
  1343  1.7064e+07  2.6300e+03  7.9517e+10  
  1344  1.7058e+07  2.6300e+03  7.9745e+10  
  1345  1.7052e+07  2.6301e+03  7.9973e+10  
  1346  1.7046e+07  2.6302e+03  8.0201e+10  
  1347  1.7039e+07  2.6303e+03  8.0430e+10  
  1348  1.7033e+07  2.6304e+03  8.0658e+10  
  1349  1.7027e+07  2.6304e+03  8.0885e+10  
  1350  1.7021e+07  2.6305e+03  8.1113e+10  
  1351  1.7015e+07  2.6306e+03  8.1341e+10  
  1352  1.7008e+07  2.6307e+03  8.1569e+10  
  1353  1.7002e+07  2.6307e+03  8.1797e+10  
  1354  1.6996e+07  2.6308e+03  8.2025e+10  
  1355  1.6990e+07  2.6309e+03  8.2252e+10  
  1356  1.6984e+07  2.6310e+03  8.2480e+10  
  1357  1.6977e+07  2.6310e+03  8.2707e+10  
  1358  1.6971e+07  2.6311e+03  8.2935e+10  
  1359  1.6965e+07  2.6312e+03  8.3162e+10  
  1360  1.6959e+07  2.6313e+03  8.3390e+10  
  1361  1.6953e+07  2.6313e+03  8.3617e+10  
  1362  1.6946e+07  2.6314e+03  8.3844e+10  
  1363  1.6940e+07  2.6315e+03  8.4072e+10  
  1364  1.6934e+07  2.6316e+03  8.4299e+10  
  1365  1.6928e+07  2.6316e+03  8.4526e+10  
  1366  1.6922e+07  2.6317e+03  8.4753e+10  
  1367  1.6915e+07  2.6318e+03  8.4980e+10  
  1368  1.6909e+07  2.6318e+03  8.5207e+10  
  1369  1.6903e+07  2.6319e+03  8.5434e+10  
  1370  1.6897e+07  2.6320e+03  8.5661e+10  
  1371  1.6891e+07  2.6320e+03  8.5888e+10  
  1372  1.6884e+07  2.6321e+03  8.6115e+10  
  1373  1.6878e+07  2.6322e+03  8.6342e+10  
  1374  1.6872e+07  2.6323e+03  8.6569e+10  
  1375  1.6866e+07  2.6323e+03  8.6795e+10  
  1376  1.6860e+07  2.6324e+03  8.7022e+10  
  1377  1.6853e+07  2.6325e+03  8.7248e+10  
  1378  1.6847e+07  2.6325e+03  8.7475e+10  
  1379  1.6841e+07  2.6326e+03  8.7701e+10  
  1380  1.6835e+07  2.6326e+03  8.7928e+10  
  1381  1.6829e+07  2.6327e+03  8.8154e+10  
  1382  1.6822e+07  2.6328e+03  8.8381e+10  
  1383  1.6816e+07  2.6328e+03  8.8607e+10  
  1384  1.6810e+07  2.6329e+03  8.8833e+10  
  1385  1.6804e+07  2.6330e+03  8.9059e+10  
  1386  1.6798e+07  2.6330e+03  8.9286e+10  
  1387  1.6791e+07  2.6331e+03  8.9512e+10  
  1388  1.6785e+07  2.6332e+03  8.9738e+10  
  1389  1.6779e+07  2.6332e+03  8.9964e+10  
  1390  1.6773e+07  2.6333e+03  9.0190e+10  
  1391  1.6767e+07  2.6333e+03  9.0415e+10  
  1392  1.6760e+07  2.6334e+03  9.0641e+10  
  1393  1.6754e+07  2.6335e+03  9.0867e+10  
  1394  1.6748e+07  2.6335e+03  9.1093e+10  
  1395  1.6742e+07  2.6336e+03  9.1319e+10  
  1396  1.6736e+07  2.6336e+03  9.1544e+10  
  1397  1.6730e+07  2.6337e+03  9.1770e+10  
  1398  1.6723e+07  2.6338e+03  9.1995e+10  
  1399  1.6717e+07  2.6338e+03  9.2221e+10  
  1400  1.6711e+07  2.6339e+03  9.2446e+10  
  1401  1.6705e+07  2.6339e+03  9.2672e+10  
  1402  1.6699e+07  2.6340e+03  9.2897e+10  
  1403  1.6692e+07  2.6341e+03  9.3122e+10  
  1404  1.6686e+07  2.6341e+03  9.3348e+10  
  1405  1.6680e+07  2.6342e+03  9.3573e+10  
  1406  1.6674e+07  2.6342e+03  9.3798e+10  
  1407  1.6668e+07  2.6343e+03  9.4023e+10  
  1408  1.6661e+07  2.6343e+03  9.4248e+10  
  1409  1.6655e+07  2.6344e+03  9.4473e+10  
  1410  1.6649e+07  2.6345e+03  9.4698e+10  
  1411  1.6643e+07  2.6345e+03  9.4923e+10  
  1412  1.6637e+07  2.6346e+03  9.5148e+10  
  1413  1.6630e+07  2.6346e+03  9.5373e+10  
  1414  1.6624e+07  2.6347e+03  9.5598e+10  
  1415  1.6618e+07  2.6347e+03  9.5822e+10  
  1416  1.6612e+07  2.6348e+03  9.6047e+10  
  1417  1.6606e+07  2.6348e+03  9.6272e+10  
  1418  1.6599e+07  2.6349e+03  9.6496e+10  
  1419  1.6593e+07  2.6349e+03  9.6721e+10  
  1420  1.6587e+07  2.6350e+03  9.6945e+10  
  1421  1.6581e+07  2.6350e+03  9.7170e+10  
  1422  1.6575e+07  2.6351e+03  9.7394e+10  
  1423  1.6568e+07  2.6352e+03  9.7618e+10  
  1424  1.6562e+07  2.6352e+03  9.7843e+10  
  1425  1.6556e+07  2.6353e+03  9.8067e+10  
  1426  1.6550e+07  2.6353e+03  9.8291e+10  
  1427  1.6544e+07  2.6354e+03  9.8515e+10  
  1428  1.6537e+07  2.6354e+03  9.8739e+10  
  1429  1.6531e+07  2.6355e+03  9.8963e+10  
  1430  1.6525e+07  2.6355e+03  9.9187e+10  
  1431  1.6519e+07  2.6356e+03  9.9411e+10  
  1432  1.6513e+07  2.6356e+03  9.9635e+10  
  1433  1.6506e+07  2.6357e+03  9.9859e+10  
  1434  1.6500e+07  2.6357e+03  1.0008e+11  
  1435  1.6494e+07  2.6358e+03  1.0031e+11  
  1436  1.6488e+07  2.6358e+03  1.0053e+11  
  1437  1.6482e+07  2.6359e+03  1.0075e+11  
  1438  1.6475e+07  2.6359e+03  1.0098e+11  
  1439  1.6469e+07  2.6360e+03  1.0120e+11  
  1440  1.6463e+07  2.6360e+03  1.0142e+11  
  1441  1.6457e+07  2.6361e+03  1.0165e+11  
  1442  1.6451e+07  2.6361e+03  1.0187e+11  
  1443  1.6444e+07  2.6362e+03  1.0209e+11  
  1444  1.6438e+07  2.6362e+03  1.0232e+11  
  1445  1.6432e+07  2.6362e+03  1.0254e+11  
  1446  1.6426e+07  2.6363e+03  1.0276e+11  
  1447  1.6420e+07  2.6363e+03  1.0299e+11  
  1448  1.6413e+07  2.6364e+03  1.0321e+11  
  1449  1.6407e+07  2.6364e+03  1.0343e+11  
  1450  1.6401e+07  2.6365e+03  1.0366e+11  
  1451  1.6395e+07  2.6365e+03  1.0388e+11  
  1452  1.6389e+07  2.6366e+03  1.0410e+11  
  1453  1.6382e+07  2.6366e+03  1.0432e+11  
  1454  1.6376e+07  2.6367e+03  1.0455e+11  
  1455  1.6370e+07  2.6367e+03  1.0477e+11  
  1456  1.6364e+07  2.6368e+03  1.0499e+11  
  1457  1.6358e+07  2.6368e+03  1.0522e+11  
  1458  1.6351e+07  2.6368e+03  1.0544e+11  
  1459  1.6345e+07  2.6369e+03  1.0566e+11  
  1460  1.6339e+07  2.6369e+03  1.0588e+11  
  1461  1.6333e+07  2.6370e+03  1.0611e+11  
  1462  1.6327e+07  2.6370e+03  1.0633e+11  
  1463  1.6320e+07  2.6371e+03  1.0655e+11  
  1464  1.6314e+07  2.6371e+03  1.0677e+11  
  1465  1.6308e+07  2.6372e+03  1.0699e+11  
  1466  1.6302e+07  2.6372e+03  1.0722e+11  
  1467  1.6296e+07  2.6372e+03  1.0744e+11  
  1468  1.6289e+07  2.6373e+03  1.0766e+11  
  1469  1.6283e+07  2.6373e+03  1.0788e+11  
  1470  1.6277e+07  2.6374e+03  1.0811e+11  
  1471  1.6271e+07  2.6374e+03  1.0833e+11  
  1472  1.6265e+07  2.6375e+03  1.0855e+11  
  1473  1.6258e+07  2.6375e+03  1.0877e+11  
  1474  1.6252e+07  2.6375e+03  1.0899e+11  
  1475  1.6246e+07  2.6376e+03  1.0921e+11  
  1476  1.6240e+07  2.6376e+03  1.0944e+11  
  1477  1.6234e+07  2.6377e+03  1.0966e+11  
  1478  1.6227e+07  2.6377e+03  1.0988e+11  
  1479  1.6221e+07  2.6377e+03  1.1010e+11  
  1480  1.6215e+07  2.6378e+03  1.1032e+11  
  1481  1.6209e+07  2.6378e+03  1.1054e+11  
  1482  1.6203e+07  2.6379e+03  1.1077e+11  
  1483  1.6196e+07  2.6379e+03  1.1099e+11  
  1484  1.6190e+07  2.6380e+03  1.1121e+11  
  1485  1.6184e+07  2.6380e+03  1.1143e+11  
  1486  1.6178e+07  2.6380e+03  1.1165e+11  
  1487  1.6172e+07  2.6381e+03  1.1187e+11  
  1488  1.6165e+07  2.6381e+03  1.1209e+11  
  1489  1.6159e+07  2.6382e+03  1.1231e+11  
  1490  1.6153e+07  2.6382e+03  1.1253e+11  
  1491  1.6147e+07  2.6382e+03  1.1276e+11  
  1492  1.6141e+07  2.6383e+03  1.1298e+11  
  1493  1.6134e+07  2.6383e+03  1.1320e+11  
