# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.6820479629583e+25 kg
# Mean radius       s0 = 2.538869e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.226775
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000544.638942
# J2  =  3511.834264
# J4  =   -33.250442
# J6  =     0.477488
# J8  =    -0.009764
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
    21  2.5259e+07  6.4060e+01  6.5267e+07  
    22  2.5252e+07  6.4070e+01  6.8804e+07  
    23  2.5246e+07  6.4080e+01  7.2343e+07  
    24  2.5240e+07  6.4091e+01  7.5885e+07  
    25  2.5234e+07  6.4101e+01  7.9428e+07  
    26  2.5228e+07  6.4111e+01  8.2974e+07  
    27  2.5221e+07  6.4122e+01  8.6522e+07  
    28  2.5215e+07  6.4132e+01  9.0073e+07  
    29  2.5209e+07  6.4142e+01  9.3625e+07  
    30  2.5203e+07  6.4153e+01  9.7180e+07  
    31  2.5197e+07  6.4163e+01  1.0074e+08  
    32  2.5190e+07  6.4174e+01  1.0430e+08  
    33  2.5184e+07  6.4184e+01  1.0786e+08  
    34  2.5178e+07  6.4195e+01  1.1142e+08  
    35  2.5172e+07  6.4205e+01  1.1499e+08  
    36  2.5166e+07  6.4216e+01  1.1856e+08  
    37  2.5159e+07  6.4227e+01  1.2213e+08  
    38  2.5153e+07  6.4237e+01  1.2570e+08  
    39  2.5147e+07  6.4248e+01  1.2928e+08  
    40  2.5141e+07  6.4258e+01  1.3285e+08  
    41  2.5135e+07  6.4269e+01  1.3643e+08  
    42  2.5128e+07  6.4280e+01  1.4002e+08  
    43  2.5122e+07  6.4291e+01  1.4360e+08  
    44  2.5116e+07  6.4301e+01  1.4719e+08  
    45  2.5110e+07  6.4312e+01  1.5078e+08  
    46  2.5104e+07  6.4323e+01  1.5437e+08  
    47  2.5097e+07  6.4334e+01  1.5796e+08  
    48  2.5091e+07  6.4345e+01  1.6156e+08  
    49  2.5085e+07  6.4355e+01  1.6515e+08  
    50  2.5079e+07  6.4366e+01  1.6875e+08  
    51  2.5073e+07  6.4377e+01  1.7236e+08  
    52  2.5066e+07  6.4388e+01  1.7596e+08  
    53  2.5060e+07  6.4399e+01  1.7957e+08  
    54  2.5054e+07  6.4410e+01  1.8318e+08  
    55  2.5048e+07  6.4421e+01  1.8679e+08  
    56  2.5042e+07  6.4432e+01  1.9041e+08  
    57  2.5035e+07  6.4443e+01  1.9402e+08  
    58  2.5029e+07  6.4454e+01  1.9764e+08  
    59  2.5023e+07  6.4466e+01  2.0126e+08  
    60  2.5017e+07  6.4477e+01  2.0489e+08  
    61  2.5011e+07  6.4488e+01  2.0851e+08  
    62  2.5004e+07  6.4499e+01  2.1214e+08  
    63  2.4998e+07  6.4510e+01  2.1577e+08  
    64  2.4992e+07  6.4522e+01  2.1940e+08  
    65  2.4986e+07  6.4533e+01  2.2304e+08  
    66  2.4980e+07  6.4544e+01  2.2668e+08  
    67  2.4973e+07  6.4555e+01  2.3032e+08  
    68  2.4967e+07  6.4567e+01  2.3396e+08  
    69  2.4961e+07  6.4578e+01  2.3761e+08  
    70  2.4955e+07  6.4590e+01  2.4125e+08  
    71  2.4949e+07  6.4601e+01  2.4490e+08  
    72  2.4942e+07  6.4612e+01  2.4855e+08  
    73  2.4936e+07  6.4624e+01  2.5221e+08  
    74  2.4930e+07  6.4635e+01  2.5587e+08  
    75  2.4924e+07  6.4647e+01  2.5952e+08  
    76  2.4918e+07  6.4658e+01  2.6319e+08  
    77  2.4911e+07  6.4670e+01  2.6685e+08  
    78  2.4905e+07  6.4682e+01  2.7052e+08  
    79  2.4899e+07  6.4693e+01  2.7419e+08  
    80  2.4893e+07  6.4705e+01  2.7786e+08  
    81  2.4887e+07  6.4717e+01  2.8153e+08  
    82  2.4880e+07  6.4728e+01  2.8521e+08  
    83  2.4874e+07  6.4740e+01  2.8888e+08  
    84  2.4868e+07  6.4752e+01  2.9257e+08  
    85  2.4862e+07  6.4764e+01  2.9625e+08  
    86  2.4856e+07  6.4776e+01  2.9993e+08  
    87  2.4849e+07  6.4787e+01  3.0362e+08  
    88  2.4843e+07  6.4799e+01  3.0731e+08  
    89  2.4837e+07  6.4811e+01  3.1101e+08  
    90  2.4831e+07  6.4823e+01  3.1470e+08  
    91  2.4825e+07  6.4835e+01  3.1840e+08  
    92  2.4818e+07  6.4847e+01  3.2210e+08  
    93  2.4812e+07  6.4859e+01  3.2580e+08  
    94  2.4806e+07  6.4871e+01  3.2951e+08  
    95  2.4800e+07  6.4883e+01  3.3321e+08  
    96  2.4794e+07  6.4895e+01  3.3693e+08  
    97  2.4787e+07  6.4908e+01  3.4064e+08  
    98  2.4781e+07  6.4920e+01  3.4435e+08  
    99  2.4775e+07  6.4932e+01  3.4807e+08  
   100  2.4769e+07  6.4944e+01  3.5179e+08  
   101  2.4763e+07  6.4956e+01  3.5551e+08  
   102  2.4756e+07  6.4969e+01  3.5924e+08  
   103  2.4750e+07  6.4981e+01  3.6297e+08  
   104  2.4744e+07  6.4993e+01  3.6670e+08  
   105  2.4738e+07  6.5006e+01  3.7043e+08  
   106  2.4732e+07  6.5018e+01  3.7416e+08  
   107  2.4725e+07  6.5031e+01  3.7790e+08  
   108  2.4719e+07  6.5043e+01  3.8164e+08  
   109  2.4713e+07  6.5055e+01  3.8538e+08  
   110  2.4707e+07  6.5068e+01  3.8913e+08  
   111  2.4701e+07  6.5081e+01  3.9287e+08  
   112  2.4694e+07  6.5093e+01  3.9662e+08  
   113  2.4688e+07  6.5106e+01  4.0038e+08  
   114  2.4682e+07  6.5118e+01  4.0413e+08  
   115  2.4676e+07  6.5131e+01  4.0789e+08  
   116  2.4670e+07  6.5144e+01  4.1165e+08  
   117  2.4663e+07  6.5156e+01  4.1541e+08  
   118  2.4657e+07  6.5169e+01  4.1918e+08  
   119  2.4651e+07  6.5182e+01  4.2295e+08  
   120  2.4645e+07  6.5195e+01  4.2672e+08  
   121  2.4639e+07  6.5208e+01  4.3049e+08  
   122  2.4632e+07  6.5221e+01  4.3426e+08  
   123  2.4626e+07  6.5234e+01  4.3804e+08  
   124  2.4620e+07  6.5246e+01  4.4182e+08  
   125  2.4614e+07  6.5259e+01  4.4561e+08  
   126  2.4608e+07  6.5272e+01  4.4939e+08  
   127  2.4601e+07  6.5286e+01  4.5318e+08  
   128  2.4595e+07  6.5299e+01  4.5697e+08  
   129  2.4589e+07  6.5312e+01  4.6076e+08  
   130  2.4583e+07  6.5325e+01  4.6456e+08  
   131  2.4577e+07  6.5338e+01  4.6836e+08  
   132  2.4571e+07  6.5351e+01  4.7216e+08  
   133  2.4564e+07  6.5364e+01  4.7596e+08  
   134  2.4558e+07  6.5378e+01  4.7977e+08  
   135  2.4552e+07  6.5391e+01  4.8358e+08  
   136  2.4546e+07  6.5404e+01  4.8739e+08  
   137  2.4540e+07  6.5418e+01  4.9121e+08  
   138  2.4533e+07  6.5431e+01  4.9502e+08  
   139  2.4527e+07  6.5445e+01  4.9884e+08  
   140  2.4521e+07  6.5458e+01  5.0267e+08  
   141  2.4515e+07  6.5472e+01  5.0649e+08  
   142  2.4509e+07  6.5485e+01  5.1032e+08  
   143  2.4502e+07  6.5499e+01  5.1415e+08  
   144  2.4496e+07  6.5512e+01  5.1798e+08  
   145  2.4490e+07  6.5526e+01  5.2182e+08  
   146  2.4484e+07  6.5540e+01  5.2565e+08  
   147  2.4478e+07  6.5553e+01  5.2949e+08  
   148  2.4471e+07  6.5567e+01  5.3334e+08  
   149  2.4465e+07  6.5581e+01  5.3718e+08  
   150  2.4459e+07  6.5595e+01  5.4103e+08  
   151  2.4453e+07  6.5609e+01  5.4488e+08  
   152  2.4447e+07  6.5622e+01  5.4874e+08  
   153  2.4440e+07  6.5636e+01  5.5260e+08  
   154  2.4434e+07  6.5650e+01  5.5645e+08  
   155  2.4428e+07  6.5664e+01  5.6032e+08  
   156  2.4422e+07  6.5678e+01  5.6418e+08  
   157  2.4416e+07  6.5692e+01  5.6805e+08  
   158  2.4409e+07  6.5707e+01  5.7192e+08  
   159  2.4403e+07  6.5721e+01  5.7579e+08  
   160  2.4397e+07  6.5735e+01  5.7967e+08  
   161  2.4391e+07  6.5749e+01  5.8355e+08  
   162  2.4385e+07  6.5763e+01  5.8743e+08  
   163  2.4378e+07  6.5778e+01  5.9131e+08  
   164  2.4372e+07  6.5792e+01  5.9520e+08  
   165  2.4366e+07  6.5806e+01  5.9909e+08  
   166  2.4360e+07  6.5821e+01  6.0298e+08  
   167  2.4354e+07  6.5835e+01  6.0688e+08  
   168  2.4347e+07  6.5850e+01  6.1077e+08  
   169  2.4341e+07  6.5864e+01  6.1467e+08  
   170  2.4335e+07  6.5879e+01  6.1858e+08  
   171  2.4329e+07  6.5893e+01  6.2248e+08  
   172  2.4323e+07  6.5908e+01  6.2639e+08  
   173  2.4316e+07  6.5923e+01  6.3030e+08  
   174  2.4310e+07  6.5937e+01  6.3422e+08  
   175  2.4304e+07  6.5952e+01  6.3813e+08  
   176  2.4298e+07  6.5967e+01  6.4205e+08  
   177  2.4292e+07  6.5982e+01  6.4598e+08  
   178  2.4285e+07  6.5996e+01  6.4990e+08  
   179  2.4279e+07  6.6011e+01  6.5383e+08  
   180  2.4273e+07  6.6026e+01  6.5776e+08  
   181  2.4267e+07  6.6041e+01  6.6169e+08  
   182  2.4261e+07  6.6056e+01  6.6563e+08  
   183  2.4254e+07  6.6071e+01  6.6957e+08  
   184  2.4248e+07  6.6086e+01  6.7351e+08  
   185  2.4242e+07  6.6102e+01  6.7746e+08  
   186  2.4236e+07  6.6117e+01  6.8141e+08  
   187  2.4230e+07  6.6132e+01  6.8536e+08  
   188  2.4223e+07  6.6147e+01  6.8931e+08  
   189  2.4217e+07  6.6163e+01  6.9327e+08  
   190  2.4211e+07  6.6178e+01  6.9723e+08  
   191  2.4205e+07  6.6193e+01  7.0119e+08  
   192  2.4199e+07  6.6209e+01  7.0515e+08  
   193  2.4192e+07  6.6224e+01  7.0912e+08  
   194  2.4186e+07  6.6240e+01  7.1309e+08  
   195  2.4180e+07  6.6255e+01  7.1707e+08  
   196  2.4174e+07  6.6271e+01  7.2104e+08  
   197  2.4168e+07  6.6286e+01  7.2502e+08  
   198  2.4161e+07  6.6302e+01  7.2900e+08  
   199  2.4155e+07  6.6318e+01  7.3299e+08  
   200  2.4149e+07  6.6334e+01  7.3698e+08  
   201  2.4143e+07  6.6349e+01  7.4097e+08  
   202  2.4137e+07  6.6365e+01  7.4496e+08  
   203  2.4130e+07  6.6381e+01  7.4896e+08  
   204  2.4124e+07  6.6397e+01  7.5296e+08  
   205  2.4118e+07  6.6413e+01  7.5696e+08  
   206  2.4112e+07  6.6429e+01  7.6097e+08  
   207  2.4106e+07  6.6445e+01  7.6498e+08  
   208  2.4099e+07  6.6461e+01  7.6899e+08  
   209  2.4093e+07  6.6477e+01  7.7300e+08  
   210  2.4087e+07  6.6494e+01  7.7702e+08  
   211  2.4081e+07  6.6510e+01  7.8104e+08  
   212  2.4075e+07  6.6526e+01  7.8506e+08  
   213  2.4068e+07  6.6543e+01  7.8909e+08  
   214  2.4062e+07  6.6559e+01  7.9312e+08  
   215  2.4056e+07  6.6575e+01  7.9715e+08  
   216  2.4050e+07  6.6592e+01  8.0119e+08  
   217  2.4044e+07  6.6608e+01  8.0523e+08  
   218  2.4037e+07  6.6625e+01  8.0927e+08  
   219  2.4031e+07  6.6642e+01  8.1331e+08  
   220  2.4025e+07  6.6658e+01  8.1736e+08  
   221  2.4019e+07  6.6675e+01  8.2141e+08  
   222  2.4013e+07  6.6692e+01  8.2546e+08  
   223  2.4006e+07  6.6708e+01  8.2952e+08  
   224  2.4000e+07  6.6725e+01  8.3358e+08  
   225  2.3994e+07  6.6742e+01  8.3764e+08  
   226  2.3988e+07  6.6759e+01  8.4171e+08  
   227  2.3982e+07  6.6776e+01  8.4577e+08  
   228  2.3975e+07  6.6793e+01  8.4985e+08  
   229  2.3969e+07  6.6810e+01  8.5392e+08  
   230  2.3963e+07  6.6827e+01  8.5800e+08  
   231  2.3957e+07  6.6845e+01  8.6208e+08  
   232  2.3951e+07  6.6862e+01  8.6616e+08  
   233  2.3944e+07  6.6879e+01  8.7025e+08  
   234  2.3938e+07  6.6896e+01  8.7434e+08  
   235  2.3932e+07  6.6914e+01  8.7843e+08  
   236  2.3926e+07  6.6931e+01  8.8253e+08  
   237  2.3920e+07  6.6949e+01  8.8663e+08  
   238  2.3913e+07  6.6966e+01  8.9073e+08  
   239  2.3907e+07  6.6984e+01  8.9484e+08  
   240  2.3901e+07  6.7002e+01  8.9895e+08  
   241  2.3895e+07  6.7019e+01  9.0306e+08  
   242  2.3889e+07  6.7037e+01  9.0717e+08  
   243  2.3882e+07  6.7055e+01  9.1129e+08  
   244  2.3876e+07  6.7073e+01  9.1541e+08  
   245  2.3870e+07  6.7091e+01  9.1954e+08  
   246  2.3864e+07  6.7109e+01  9.2366e+08  
   247  2.3858e+07  6.7127e+01  9.2779e+08  
   248  2.3851e+07  6.7145e+01  9.3193e+08  
   249  2.3845e+07  6.7163e+01  9.3606e+08  
   250  2.3839e+07  6.7181e+01  9.4020e+08  
   251  2.3833e+07  6.7199e+01  9.4435e+08  
   252  2.3827e+07  6.7217e+01  9.4849e+08  
   253  2.3820e+07  6.7236e+01  9.5264e+08  
   254  2.3814e+07  6.7254e+01  9.5680e+08  
   255  2.3808e+07  6.7273e+01  9.6095e+08  
   256  2.3802e+07  6.7291e+01  9.6511e+08  
   257  2.3796e+07  6.7310e+01  9.6928e+08  
   258  2.3790e+07  6.7328e+01  9.7344e+08  
   259  2.3783e+07  6.7347e+01  9.7761e+08  
   260  2.3777e+07  6.7366e+01  9.8178e+08  
   261  2.3771e+07  6.7384e+01  9.8596e+08  
   262  2.3765e+07  6.7403e+01  9.9014e+08  
   263  2.3759e+07  6.7422e+01  9.9432e+08  
   264  2.3752e+07  6.7441e+01  9.9850e+08  
   265  2.3746e+07  6.7460e+01  1.0027e+09  
   266  2.3740e+07  6.7479e+01  1.0069e+09  
   267  2.3734e+07  6.7498e+01  1.0111e+09  
   268  2.3728e+07  6.7517e+01  1.0153e+09  
   269  2.3721e+07  6.7537e+01  1.0195e+09  
   270  2.3715e+07  6.7556e+01  1.0237e+09  
   271  2.3709e+07  6.7575e+01  1.0279e+09  
   272  2.3703e+07  6.7595e+01  1.0321e+09  
   273  2.3697e+07  6.7614e+01  1.0363e+09  
   274  2.3690e+07  6.7634e+01  1.0405e+09  
   275  2.3684e+07  6.7653e+01  1.0448e+09  
   276  2.3678e+07  6.7673e+01  1.0490e+09  
   277  2.3672e+07  6.7693e+01  1.0532e+09  
   278  2.3666e+07  6.7712e+01  1.0574e+09  
   279  2.3659e+07  6.7732e+01  1.0617e+09  
   280  2.3653e+07  6.7752e+01  1.0659e+09  
   281  2.3647e+07  6.7772e+01  1.0702e+09  
   282  2.3641e+07  6.7792e+01  1.0744e+09  
   283  2.3635e+07  6.7812e+01  1.0787e+09  
   284  2.3628e+07  6.7832e+01  1.0829e+09  
   285  2.3622e+07  6.7852e+01  1.0872e+09  
   286  2.3616e+07  6.7873e+01  1.0914e+09  
   287  2.3610e+07  6.7893e+01  1.0957e+09  
   288  2.3604e+07  6.7913e+01  1.0999e+09  
   289  2.3597e+07  6.7934e+01  1.1042e+09  
   290  2.3591e+07  6.7954e+01  1.1085e+09  
   291  2.3585e+07  6.7975e+01  1.1128e+09  
   292  2.3579e+07  6.7996e+01  1.1170e+09  
   293  2.3573e+07  6.8016e+01  1.1213e+09  
   294  2.3566e+07  6.8037e+01  1.1256e+09  
   295  2.3560e+07  6.8058e+01  1.1299e+09  
   296  2.3554e+07  6.8079e+01  1.1342e+09  
   297  2.3548e+07  6.8100e+01  1.1385e+09  
   298  2.3542e+07  6.8121e+01  1.1428e+09  
   299  2.3535e+07  6.8142e+01  1.1471e+09  
   300  2.3529e+07  6.8163e+01  1.1514e+09  
   301  2.3523e+07  6.8185e+01  1.1557e+09  
   302  2.3517e+07  6.8206e+01  1.1600e+09  
   303  2.3511e+07  6.8227e+01  1.1643e+09  
   304  2.3504e+07  6.8249e+01  1.1687e+09  
   305  2.3498e+07  6.8270e+01  1.1730e+09  
   306  2.3492e+07  6.8292e+01  1.1773e+09  
   307  2.3486e+07  6.8314e+01  1.1817e+09  
   308  2.3480e+07  6.8335e+01  1.1860e+09  
   309  2.3473e+07  6.8357e+01  1.1903e+09  
   310  2.3467e+07  6.8379e+01  1.1947e+09  
   311  2.3461e+07  6.8401e+01  1.1990e+09  
   312  2.3455e+07  6.8423e+01  1.2034e+09  
   313  2.3449e+07  6.8445e+01  1.2077e+09  
   314  2.3442e+07  6.8467e+01  1.2121e+09  
   315  2.3436e+07  6.8490e+01  1.2164e+09  
   316  2.3430e+07  6.8512e+01  1.2208e+09  
   317  2.3424e+07  6.8534e+01  1.2252e+09  
   318  2.3418e+07  6.8557e+01  1.2295e+09  
   319  2.3411e+07  6.8579e+01  1.2339e+09  
   320  2.3405e+07  6.8602e+01  1.2383e+09  
   321  2.3399e+07  6.8625e+01  1.2427e+09  
   322  2.3393e+07  6.8648e+01  1.2471e+09  
   323  2.3387e+07  6.8670e+01  1.2515e+09  
   324  2.3380e+07  6.8693e+01  1.2559e+09  
   325  2.3374e+07  6.8716e+01  1.2602e+09  
   326  2.3368e+07  6.8739e+01  1.2647e+09  
   327  2.3362e+07  6.8763e+01  1.2691e+09  
   328  2.3356e+07  6.8786e+01  1.2735e+09  
   329  2.3349e+07  6.8809e+01  1.2779e+09  
   330  2.3343e+07  6.8833e+01  1.2823e+09  
   331  2.3337e+07  6.8856e+01  1.2867e+09  
   332  2.3331e+07  6.8880e+01  1.2911e+09  
   333  2.3325e+07  6.8903e+01  1.2956e+09  
   334  2.3318e+07  6.8927e+01  1.3000e+09  
   335  2.3312e+07  6.8951e+01  1.3044e+09  
   336  2.3306e+07  6.8975e+01  1.3089e+09  
   337  2.3300e+07  6.8999e+01  1.3133e+09  
   338  2.3294e+07  6.9023e+01  1.3178e+09  
   339  2.3287e+07  6.9047e+01  1.3222e+09  
   340  2.3281e+07  6.9071e+01  1.3267e+09  
   341  2.3275e+07  6.9095e+01  1.3311e+09  
   342  2.3269e+07  6.9120e+01  1.3356e+09  
   343  2.3263e+07  6.9144e+01  1.3400e+09  
   344  2.3256e+07  6.9169e+01  1.3445e+09  
   345  2.3250e+07  6.9193e+01  1.3490e+09  
   346  2.3244e+07  6.9218e+01  1.3535e+09  
   347  2.3238e+07  6.9243e+01  1.3579e+09  
   348  2.3232e+07  6.9268e+01  1.3624e+09  
   349  2.3225e+07  6.9293e+01  1.3669e+09  
   350  2.3219e+07  6.9318e+01  1.3714e+09  
   351  2.3213e+07  6.9343e+01  1.3759e+09  
   352  2.3207e+07  6.9368e+01  1.3804e+09  
   353  2.3201e+07  6.9394e+01  1.3849e+09  
   354  2.3194e+07  6.9419e+01  1.3894e+09  
   355  2.3188e+07  6.9445e+01  1.3939e+09  
   356  2.3182e+07  6.9470e+01  1.3985e+09  
   357  2.3176e+07  6.9496e+01  1.4030e+09  
   358  2.3170e+07  6.9522e+01  1.4075e+09  
   359  2.3163e+07  6.9548e+01  1.4120e+09  
   360  2.3157e+07  6.9573e+01  1.4166e+09  
   361  2.3151e+07  6.9600e+01  1.4211e+09  
   362  2.3145e+07  6.9626e+01  1.4256e+09  
   363  2.3139e+07  6.9652e+01  1.4302e+09  
   364  2.3132e+07  6.9678e+01  1.4347e+09  
   365  2.3126e+07  6.9705e+01  1.4393e+09  
   366  2.3120e+07  6.9731e+01  1.4438e+09  
   367  2.3114e+07  6.9758e+01  1.4484e+09  
   368  2.3108e+07  6.9785e+01  1.4530e+09  
   369  2.3101e+07  6.9812e+01  1.4575e+09  
   370  2.3095e+07  6.9839e+01  1.4621e+09  
   371  2.3089e+07  6.9866e+01  1.4667e+09  
   372  2.3083e+07  6.9893e+01  1.4713e+09  
   373  2.3077e+07  6.9920e+01  1.4759e+09  
   374  2.3070e+07  6.9947e+01  1.4804e+09  
   375  2.3064e+07  6.9975e+01  1.4850e+09  
   376  2.3058e+07  7.0002e+01  1.4896e+09  
   377  2.3052e+07  7.0030e+01  1.4942e+09  
   378  2.3046e+07  7.0058e+01  1.4988e+09  
   379  2.3039e+07  7.0086e+01  1.5035e+09  
   380  2.3033e+07  7.0113e+01  1.5081e+09  
   381  2.3027e+07  7.0142e+01  1.5127e+09  
   382  2.3021e+07  7.0170e+01  1.5173e+09  
   383  2.3015e+07  7.0198e+01  1.5219e+09  
   384  2.3009e+07  7.0226e+01  1.5266e+09  
   385  2.3002e+07  7.0255e+01  1.5312e+09  
   386  2.2996e+07  7.0283e+01  1.5359e+09  
   387  2.2990e+07  7.0312e+01  1.5405e+09  
   388  2.2984e+07  7.0341e+01  1.5451e+09  
   389  2.2978e+07  7.0370e+01  1.5498e+09  
   390  2.2971e+07  7.0399e+01  1.5545e+09  
   391  2.2965e+07  7.0428e+01  1.5591e+09  
   392  2.2959e+07  7.0457e+01  1.5638e+09  
   393  2.2953e+07  7.0487e+01  1.5685e+09  
   394  2.2947e+07  7.0516e+01  1.5731e+09  
   395  2.2940e+07  7.0546e+01  1.5778e+09  
   396  2.2934e+07  7.0575e+01  1.5825e+09  
   397  2.2928e+07  7.0605e+01  1.5872e+09  
   398  2.2922e+07  7.0635e+01  1.5919e+09  
   399  2.2916e+07  7.0665e+01  1.5966e+09  
   400  2.2909e+07  7.0695e+01  1.6013e+09  
   401  2.2903e+07  7.0726e+01  1.6060e+09  
   402  2.2897e+07  7.0756e+01  1.6107e+09  
   403  2.2891e+07  7.0787e+01  1.6154e+09  
   404  2.2885e+07  7.0817e+01  1.6201e+09  
   405  2.2878e+07  7.0848e+01  1.6248e+09  
   406  2.2872e+07  7.0879e+01  1.6296e+09  
   407  2.2866e+07  7.0910e+01  1.6343e+09  
   408  2.2860e+07  7.0941e+01  1.6390e+09  
   409  2.2854e+07  7.0972e+01  1.6438e+09  
   410  2.2847e+07  7.1004e+01  1.6485e+09  
   411  2.2841e+07  7.1035e+01  1.6533e+09  
   412  2.2835e+07  7.1067e+01  1.6580e+09  
   413  2.2829e+07  7.1099e+01  1.6628e+09  
   414  2.2823e+07  7.1131e+01  1.6676e+09  
   415  2.2816e+07  7.1163e+01  1.6723e+09  
   416  2.2810e+07  7.1195e+01  1.6771e+09  
   417  2.2804e+07  7.1227e+01  1.6819e+09  
   418  2.2798e+07  7.1259e+01  1.6867e+09  
   419  2.2792e+07  7.1292e+01  1.6915e+09  
   420  2.2785e+07  7.1325e+01  1.6963e+09  
   421  2.2779e+07  7.1357e+01  1.7011e+09  
   422  2.2773e+07  7.1390e+01  1.7059e+09  
   423  2.2767e+07  7.1423e+01  1.7107e+09  
   424  2.2761e+07  7.1457e+01  1.7155e+09  
   425  2.2754e+07  7.1490e+01  1.7203e+09  
   426  2.2748e+07  7.1523e+01  1.7251e+09  
   427  2.2742e+07  7.1557e+01  1.7299e+09  
   428  2.2736e+07  7.1591e+01  1.7348e+09  
   429  2.2730e+07  7.1625e+01  1.7396e+09  
   430  2.2723e+07  7.1659e+01  1.7444e+09  
   431  2.2717e+07  7.1693e+01  1.7493e+09  
   432  2.2711e+07  7.1727e+01  1.7541e+09  
   433  2.2705e+07  7.1762e+01  1.7590e+09  
   434  2.2699e+07  7.1796e+01  1.7639e+09  
   435  2.2692e+07  7.1831e+01  1.7687e+09  
   436  2.2686e+07  7.1866e+01  1.7736e+09  
   437  2.2680e+07  7.1901e+01  1.7785e+09  
   438  2.2674e+07  7.1936e+01  1.7833e+09  
   439  2.2668e+07  7.1972e+01  1.7882e+09  
   440  2.2661e+07  7.2007e+01  1.7931e+09  
   441  2.2655e+07  7.2043e+01  1.7980e+09  
   442  2.2649e+07  7.2079e+01  1.8029e+09  
   443  2.2643e+07  7.2114e+01  1.8078e+09  
   444  2.2637e+07  7.2151e+01  1.8127e+09  
   445  2.2630e+07  7.2187e+01  1.8176e+09  
   446  2.2624e+07  7.2223e+01  1.8226e+09  
   447  2.2618e+07  7.2260e+01  1.8275e+09  
   448  2.2612e+07  7.2297e+01  1.8324e+09  
   449  2.2606e+07  7.2333e+01  1.8374e+09  
   450  2.2599e+07  7.2371e+01  1.8423e+09  
   451  2.2593e+07  7.2408e+01  1.8472e+09  
   452  2.2587e+07  7.2445e+01  1.8522e+09  
   453  2.2581e+07  7.2483e+01  1.8571e+09  
   454  2.2575e+07  7.2520e+01  1.8621e+09  
   455  2.2568e+07  7.2558e+01  1.8671e+09  
   456  2.2562e+07  7.2596e+01  1.8720e+09  
   457  2.2556e+07  7.2635e+01  1.8770e+09  
   458  2.2550e+07  7.2673e+01  1.8820e+09  
   459  2.2544e+07  7.2711e+01  1.8870e+09  
   460  2.2537e+07  7.2750e+01  1.8920e+09  
   461  2.2531e+07  7.2789e+01  1.8970e+09  
   462  2.2525e+07  7.2828e+01  1.9020e+09  
   463  2.2519e+07  7.2867e+01  1.9070e+09  
   464  2.2513e+07  7.2907e+01  1.9120e+09  
   465  2.2506e+07  7.2946e+01  1.9170e+09  
   466  2.2500e+07  7.2986e+01  1.9220e+09  
   467  2.2494e+07  7.3026e+01  1.9271e+09  
   468  2.2488e+07  7.3066e+01  1.9321e+09  
   469  2.2482e+07  7.3107e+01  1.9372e+09  
   470  2.2475e+07  7.3147e+01  1.9422e+09  
   471  2.2469e+07  7.3188e+01  1.9473e+09  
