# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.6820479629583e+25 kg
# Mean radius       s0 = 2.538869e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.226775
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000544.638942
# J2  =  3511.834264
# J4  =   -33.250442
# J6  =     0.477488
# J8  =    -0.009764
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
  1011  1.9122e+07  2.1927e+03  2.6856e+10  
  1012  1.9116e+07  2.1932e+03  2.7044e+10  
  1013  1.9110e+07  2.1938e+03  2.7233e+10  
  1014  1.9104e+07  2.1943e+03  2.7421e+10  
  1015  1.9097e+07  2.1948e+03  2.7609e+10  
  1016  1.9091e+07  2.1953e+03  2.7798e+10  
  1017  1.9085e+07  2.1958e+03  2.7986e+10  
  1018  1.9079e+07  2.1963e+03  2.8174e+10  
  1019  1.9073e+07  2.1968e+03  2.8363e+10  
  1020  1.9066e+07  2.1972e+03  2.8551e+10  
  1021  1.9060e+07  2.1977e+03  2.8740e+10  
  1022  1.9054e+07  2.1982e+03  2.8928e+10  
  1023  1.9048e+07  2.1986e+03  2.9116e+10  
  1024  1.9042e+07  2.1991e+03  2.9305e+10  
  1025  1.9035e+07  2.1995e+03  2.9493e+10  
  1026  1.9029e+07  2.1999e+03  2.9682e+10  
  1027  1.9023e+07  2.2003e+03  2.9870e+10  
  1028  1.9017e+07  2.2008e+03  3.0059e+10  
  1029  1.9011e+07  2.2012e+03  3.0247e+10  
  1030  1.9004e+07  2.2016e+03  3.0436e+10  
  1031  1.8998e+07  2.2020e+03  3.0624e+10  
  1032  1.8992e+07  2.2024e+03  3.0812e+10  
  1033  1.8986e+07  2.2028e+03  3.1001e+10  
  1034  1.8980e+07  2.2031e+03  3.1189e+10  
  1035  1.8973e+07  2.2035e+03  3.1378e+10  
  1036  1.8967e+07  2.2039e+03  3.1566e+10  
  1037  1.8961e+07  2.2043e+03  3.1755e+10  
  1038  1.8955e+07  2.2046e+03  3.1943e+10  
  1039  1.8949e+07  2.2050e+03  3.2132e+10  
  1040  1.8942e+07  2.2053e+03  3.2320e+10  
  1041  1.8936e+07  2.2057e+03  3.2509e+10  
  1042  1.8930e+07  2.2060e+03  3.2697e+10  
  1043  1.8924e+07  2.2063e+03  3.2886e+10  
  1044  1.8918e+07  2.2067e+03  3.3074e+10  
  1045  1.8911e+07  2.2070e+03  3.3262e+10  
  1046  1.8905e+07  2.2073e+03  3.3451e+10  
  1047  1.8899e+07  2.2077e+03  3.3639e+10  
  1048  1.8893e+07  2.2080e+03  3.3828e+10  
  1049  1.8887e+07  2.2083e+03  3.4016e+10  
  1050  1.8880e+07  2.2086e+03  3.4205e+10  
  1051  1.8874e+07  2.2089e+03  3.4393e+10  
  1052  1.8868e+07  2.2092e+03  3.4582e+10  
  1053  1.8862e+07  2.2095e+03  3.4770e+10  
  1054  1.8856e+07  2.2098e+03  3.4958e+10  
  1055  1.8849e+07  2.2101e+03  3.5147e+10  
  1056  1.8843e+07  2.2103e+03  3.5335e+10  
  1057  1.8837e+07  2.2106e+03  3.5524e+10  
  1058  1.8831e+07  2.2109e+03  3.5712e+10  
  1059  1.8825e+07  2.2112e+03  3.5900e+10  
  1060  1.8818e+07  2.2115e+03  3.6089e+10  
  1061  1.8812e+07  2.2117e+03  3.6277e+10  
  1062  1.8806e+07  2.2120e+03  3.6465e+10  
  1063  1.8800e+07  2.2122e+03  3.6654e+10  
  1064  1.8794e+07  2.2125e+03  3.6842e+10  
  1065  1.8787e+07  2.2128e+03  3.7030e+10  
  1066  1.8781e+07  2.2130e+03  3.7219e+10  
  1067  1.8775e+07  2.2133e+03  3.7407e+10  
  1068  1.8769e+07  2.2135e+03  3.7595e+10  
  1069  1.8763e+07  2.2138e+03  3.7783e+10  
  1070  1.8756e+07  2.2140e+03  3.7972e+10  
  1071  1.8750e+07  2.2142e+03  3.8160e+10  
  1072  1.8744e+07  2.2145e+03  3.8348e+10  
  1073  1.8738e+07  2.2147e+03  3.8536e+10  
  1074  1.8732e+07  2.2149e+03  3.8725e+10  
  1075  1.8725e+07  2.2152e+03  3.8913e+10  
  1076  1.8719e+07  2.2154e+03  3.9101e+10  
  1077  1.8713e+07  2.2156e+03  3.9289e+10  
  1078  1.8707e+07  2.2158e+03  3.9477e+10  
  1079  1.8701e+07  2.2160e+03  3.9665e+10  
  1080  1.8694e+07  2.2163e+03  3.9854e+10  
  1081  1.8688e+07  2.2165e+03  4.0042e+10  
  1082  1.8682e+07  2.2167e+03  4.0230e+10  
  1083  1.8676e+07  2.2169e+03  4.0418e+10  
  1084  1.8670e+07  2.2171e+03  4.0606e+10  
  1085  1.8663e+07  2.2173e+03  4.0794e+10  
  1086  1.8657e+07  2.2175e+03  4.0982e+10  
  1087  1.8651e+07  2.2177e+03  4.1170e+10  
  1088  1.8645e+07  2.2179e+03  4.1358e+10  
  1089  1.8639e+07  2.2181e+03  4.1546e+10  
  1090  1.8632e+07  2.2183e+03  4.1734e+10  
  1091  1.8626e+07  2.2185e+03  4.1922e+10  
  1092  1.8620e+07  2.2187e+03  4.2110e+10  
  1093  1.8614e+07  2.2189e+03  4.2298e+10  
  1094  1.8608e+07  2.2191e+03  4.2486e+10  
  1095  1.8601e+07  2.2192e+03  4.2674e+10  
  1096  1.8595e+07  2.2194e+03  4.2862e+10  
  1097  1.8589e+07  2.2196e+03  4.3050e+10  
  1098  1.8583e+07  2.2198e+03  4.3237e+10  
  1099  1.8577e+07  2.2200e+03  4.3425e+10  
  1100  1.8570e+07  2.2201e+03  4.3613e+10  
  1101  1.8564e+07  2.2203e+03  4.3801e+10  
  1102  1.8558e+07  2.2205e+03  4.3989e+10  
  1103  1.8552e+07  2.2207e+03  4.4176e+10  
  1104  1.8546e+07  2.2208e+03  4.4364e+10  
  1105  1.8539e+07  2.2210e+03  4.4552e+10  
  1106  1.8533e+07  2.2212e+03  4.4740e+10  
  1107  1.8527e+07  2.2213e+03  4.4927e+10  
  1108  1.8521e+07  2.2215e+03  4.5115e+10  
  1109  1.8515e+07  2.2216e+03  4.5303e+10  
  1110  1.8508e+07  2.2218e+03  4.5490e+10  
  1111  1.8502e+07  2.2220e+03  4.5678e+10  
  1112  1.8496e+07  2.2221e+03  4.5866e+10  
  1113  1.8490e+07  2.2223e+03  4.6053e+10  
  1114  1.8484e+07  2.2224e+03  4.6241e+10  
  1115  1.8477e+07  2.2226e+03  4.6428e+10  
  1116  1.8471e+07  2.2227e+03  4.6616e+10  
  1117  1.8465e+07  2.2229e+03  4.6803e+10  
  1118  1.8459e+07  2.2230e+03  4.6991e+10  
  1119  1.8453e+07  2.2232e+03  4.7178e+10  
  1120  1.8446e+07  2.2233e+03  4.7366e+10  
  1121  1.8440e+07  2.2235e+03  4.7553e+10  
  1122  1.8434e+07  2.2236e+03  4.7741e+10  
  1123  1.8428e+07  2.2238e+03  4.7928e+10  
  1124  1.8422e+07  2.2239e+03  4.8115e+10  
  1125  1.8415e+07  2.2240e+03  4.8303e+10  
  1126  1.8409e+07  2.2242e+03  4.8490e+10  
  1127  1.8403e+07  2.2243e+03  4.8678e+10  
  1128  1.8397e+07  2.2245e+03  4.8865e+10  
  1129  1.8391e+07  2.2246e+03  4.9052e+10  
  1130  1.8384e+07  2.2247e+03  4.9239e+10  
  1131  1.8378e+07  2.2249e+03  4.9427e+10  
  1132  1.8372e+07  2.2250e+03  4.9614e+10  
  1133  1.8366e+07  2.2251e+03  4.9801e+10  
  1134  1.8360e+07  2.2253e+03  4.9988e+10  
  1135  1.8353e+07  2.2254e+03  5.0175e+10  
  1136  1.8347e+07  2.2255e+03  5.0363e+10  
  1137  1.8341e+07  2.2256e+03  5.0550e+10  
  1138  1.8335e+07  2.2258e+03  5.0737e+10  
  1139  1.8329e+07  2.2259e+03  5.0924e+10  
  1140  1.8323e+07  2.2260e+03  5.1111e+10  
  1141  1.8316e+07  2.2261e+03  5.1298e+10  
  1142  1.8310e+07  2.2263e+03  5.1485e+10  
  1143  1.8304e+07  2.2264e+03  5.1672e+10  
  1144  1.8298e+07  2.2265e+03  5.1859e+10  
  1145  1.8292e+07  2.2266e+03  5.2046e+10  
  1146  1.8285e+07  2.2267e+03  5.2233e+10  
  1147  1.8279e+07  2.2268e+03  5.2420e+10  
  1148  1.8273e+07  2.2270e+03  5.2607e+10  
  1149  1.8267e+07  2.2271e+03  5.2793e+10  
  1150  1.8261e+07  2.2272e+03  5.2980e+10  
  1151  1.8254e+07  2.2273e+03  5.3167e+10  
  1152  1.8248e+07  2.2274e+03  5.3354e+10  
  1153  1.8242e+07  2.2275e+03  5.3541e+10  
  1154  1.8236e+07  2.2276e+03  5.3727e+10  
  1155  1.8230e+07  2.2278e+03  5.3914e+10  
  1156  1.8223e+07  2.2279e+03  5.4101e+10  
  1157  1.8217e+07  2.2280e+03  5.4288e+10  
  1158  1.8211e+07  2.2281e+03  5.4474e+10  
  1159  1.8205e+07  2.2282e+03  5.4661e+10  
  1160  1.8199e+07  2.2283e+03  5.4848e+10  
  1161  1.8192e+07  2.2284e+03  5.5034e+10  
  1162  1.8186e+07  2.2285e+03  5.5221e+10  
  1163  1.8180e+07  2.2286e+03  5.5407e+10  
  1164  1.8174e+07  2.2287e+03  5.5594e+10  
  1165  1.8168e+07  2.2288e+03  5.5780e+10  
  1166  1.8161e+07  2.2289e+03  5.5967e+10  
  1167  1.8155e+07  2.2290e+03  5.6153e+10  
  1168  1.8149e+07  2.2291e+03  5.6340e+10  
  1169  1.8143e+07  2.2292e+03  5.6526e+10  
  1170  1.8137e+07  2.2293e+03  5.6713e+10  
  1171  1.8130e+07  2.2294e+03  5.6899e+10  
  1172  1.8124e+07  2.2295e+03  5.7085e+10  
  1173  1.8118e+07  2.2296e+03  5.7272e+10  
  1174  1.8112e+07  2.2297e+03  5.7458e+10  
  1175  1.8106e+07  2.2298e+03  5.7644e+10  
  1176  1.8099e+07  2.2299e+03  5.7830e+10  
  1177  1.8093e+07  2.2300e+03  5.8017e+10  
  1178  1.8087e+07  2.2301e+03  5.8203e+10  
  1179  1.8081e+07  2.2302e+03  5.8389e+10  
  1180  1.8075e+07  2.2303e+03  5.8575e+10  
  1181  1.8068e+07  2.2304e+03  5.8761e+10  
  1182  1.8062e+07  2.2304e+03  5.8948e+10  
  1183  1.8056e+07  2.2305e+03  5.9134e+10  
  1184  1.8050e+07  2.2306e+03  5.9320e+10  
  1185  1.8044e+07  2.2307e+03  5.9506e+10  
  1186  1.8037e+07  2.2308e+03  5.9692e+10  
  1187  1.8031e+07  2.2309e+03  5.9878e+10  
  1188  1.8025e+07  2.2310e+03  6.0064e+10  
  1189  1.8019e+07  2.2311e+03  6.0250e+10  
  1190  1.8013e+07  2.2311e+03  6.0436e+10  
  1191  1.8006e+07  2.2312e+03  6.0622e+10  
  1192  1.8000e+07  2.2313e+03  6.0807e+10  
  1193  1.7994e+07  2.2314e+03  6.0993e+10  
  1194  1.7988e+07  2.2315e+03  6.1179e+10  
  1195  1.7982e+07  2.2316e+03  6.1365e+10  
  1196  1.7975e+07  2.2317e+03  6.1551e+10  
  1197  1.7969e+07  2.2317e+03  6.1737e+10  
  1198  1.7963e+07  2.2318e+03  6.1922e+10  
  1199  1.7957e+07  2.2319e+03  6.2108e+10  
  1200  1.7951e+07  2.2320e+03  6.2294e+10  
  1201  1.7944e+07  2.2321e+03  6.2479e+10  
  1202  1.7938e+07  2.2321e+03  6.2665e+10  
  1203  1.7932e+07  2.2322e+03  6.2851e+10  
  1204  1.7926e+07  2.2323e+03  6.3036e+10  
  1205  1.7920e+07  2.2324e+03  6.3222e+10  
  1206  1.7913e+07  2.2325e+03  6.3407e+10  
  1207  1.7907e+07  2.2325e+03  6.3593e+10  
  1208  1.7901e+07  2.2326e+03  6.3778e+10  
  1209  1.7895e+07  2.2327e+03  6.3964e+10  
  1210  1.7889e+07  2.2328e+03  6.4149e+10  
  1211  1.7882e+07  2.2328e+03  6.4335e+10  
  1212  1.7876e+07  2.2329e+03  6.4520e+10  
  1213  1.7870e+07  2.2330e+03  6.4706e+10  
  1214  1.7864e+07  2.2331e+03  6.4891e+10  
  1215  1.7858e+07  2.2331e+03  6.5076e+10  
  1216  1.7851e+07  2.2332e+03  6.5262e+10  
  1217  1.7845e+07  2.2333e+03  6.5447e+10  
  1218  1.7839e+07  2.2333e+03  6.5632e+10  
  1219  1.7833e+07  2.2334e+03  6.5817e+10  
  1220  1.7827e+07  2.2335e+03  6.6003e+10  
  1221  1.7820e+07  2.2336e+03  6.6188e+10  
  1222  1.7814e+07  2.2336e+03  6.6373e+10  
  1223  1.7808e+07  2.2337e+03  6.6558e+10  
  1224  1.7802e+07  2.2338e+03  6.6743e+10  
  1225  1.7796e+07  2.2338e+03  6.6928e+10  
  1226  1.7789e+07  2.2339e+03  6.7113e+10  
  1227  1.7783e+07  2.2340e+03  6.7298e+10  
  1228  1.7777e+07  2.2340e+03  6.7483e+10  
  1229  1.7771e+07  2.2341e+03  6.7668e+10  
  1230  1.7765e+07  2.2342e+03  6.7853e+10  
  1231  1.7758e+07  2.2343e+03  6.8038e+10  
  1232  1.7752e+07  2.2343e+03  6.8223e+10  
  1233  1.7746e+07  2.2344e+03  6.8408e+10  
  1234  1.7740e+07  2.2345e+03  6.8593e+10  
  1235  1.7734e+07  2.2345e+03  6.8778e+10  
  1236  1.7727e+07  2.2346e+03  6.8963e+10  
  1237  1.7721e+07  2.2346e+03  6.9147e+10  
  1238  1.7715e+07  2.2347e+03  6.9332e+10  
  1239  1.7709e+07  2.2348e+03  6.9517e+10  
  1240  1.7703e+07  2.2348e+03  6.9702e+10  
  1241  1.7696e+07  2.2349e+03  6.9886e+10  
  1242  1.7690e+07  2.2350e+03  7.0071e+10  
  1243  1.7684e+07  2.2350e+03  7.0256e+10  
  1244  1.7678e+07  2.2351e+03  7.0440e+10  
  1245  1.7672e+07  2.2352e+03  7.0625e+10  
  1246  1.7665e+07  2.2352e+03  7.0810e+10  
  1247  1.7659e+07  2.2353e+03  7.0994e+10  
  1248  1.7653e+07  2.2353e+03  7.1179e+10  
  1249  1.7647e+07  2.2354e+03  7.1363e+10  
  1250  1.7641e+07  2.2355e+03  7.1548e+10  
  1251  1.7634e+07  2.2355e+03  7.1732e+10  
  1252  1.7628e+07  2.2356e+03  7.1917e+10  
  1253  1.7622e+07  2.2356e+03  7.2101e+10  
  1254  1.7616e+07  2.2357e+03  7.2285e+10  
  1255  1.7610e+07  2.2358e+03  7.2470e+10  
  1256  1.7603e+07  2.2358e+03  7.2654e+10  
  1257  1.7597e+07  2.2359e+03  7.2838e+10  
  1258  1.7591e+07  2.2359e+03  7.3023e+10  
  1259  1.7585e+07  2.2360e+03  7.3207e+10  
  1260  1.7579e+07  2.2360e+03  7.3391e+10  
  1261  1.7572e+07  2.2361e+03  7.3575e+10  
  1262  1.7566e+07  2.2362e+03  7.3759e+10  
  1263  1.7560e+07  2.2362e+03  7.3944e+10  
  1264  1.7554e+07  2.2363e+03  7.4128e+10  
  1265  1.7548e+07  2.2363e+03  7.4312e+10  
  1266  1.7542e+07  2.2364e+03  7.4496e+10  
  1267  1.7535e+07  2.2364e+03  7.4680e+10  
  1268  1.7529e+07  2.2365e+03  7.4864e+10  
  1269  1.7523e+07  2.2365e+03  7.5048e+10  
  1270  1.7517e+07  2.2366e+03  7.5232e+10  
  1271  1.7511e+07  2.2367e+03  7.5416e+10  
  1272  1.7504e+07  2.2367e+03  7.5600e+10  
  1273  1.7498e+07  2.2368e+03  7.5784e+10  
  1274  1.7492e+07  2.2368e+03  7.5968e+10  
  1275  1.7486e+07  2.2369e+03  7.6152e+10  
  1276  1.7480e+07  2.2369e+03  7.6335e+10  
  1277  1.7473e+07  2.2370e+03  7.6519e+10  
  1278  1.7467e+07  2.2370e+03  7.6703e+10  
  1279  1.7461e+07  2.2371e+03  7.6887e+10  
  1280  1.7455e+07  2.2371e+03  7.7070e+10  
  1281  1.7449e+07  2.2372e+03  7.7254e+10  
  1282  1.7442e+07  2.2372e+03  7.7438e+10  
  1283  1.7436e+07  2.2373e+03  7.7622e+10  
  1284  1.7430e+07  2.2373e+03  7.7805e+10  
  1285  1.7424e+07  2.2374e+03  7.7989e+10  
  1286  1.7418e+07  2.2374e+03  7.8172e+10  
  1287  1.7411e+07  2.2375e+03  7.8356e+10  
  1288  1.7405e+07  2.2375e+03  7.8539e+10  
  1289  1.7399e+07  2.2376e+03  7.8723e+10  
  1290  1.7393e+07  2.2376e+03  7.8906e+10  
  1291  1.7387e+07  2.2377e+03  7.9090e+10  
  1292  1.7380e+07  2.2377e+03  7.9273e+10  
  1293  1.7374e+07  2.2378e+03  7.9457e+10  
  1294  1.7368e+07  2.2378e+03  7.9640e+10  
  1295  1.7362e+07  2.2379e+03  7.9823e+10  
  1296  1.7356e+07  2.2379e+03  8.0007e+10  
  1297  1.7349e+07  2.2380e+03  8.0190e+10  
  1298  1.7343e+07  2.2380e+03  8.0373e+10  
  1299  1.7337e+07  2.2381e+03  8.0557e+10  
  1300  1.7331e+07  2.2381e+03  8.0740e+10  
  1301  1.7325e+07  2.2382e+03  8.0923e+10  
  1302  1.7318e+07  2.2382e+03  8.1106e+10  
  1303  1.7312e+07  2.2383e+03  8.1289e+10  
  1304  1.7306e+07  2.2383e+03  8.1473e+10  
  1305  1.7300e+07  2.2384e+03  8.1656e+10  
  1306  1.7294e+07  2.2384e+03  8.1839e+10  
  1307  1.7287e+07  2.2384e+03  8.2022e+10  
  1308  1.7281e+07  2.2385e+03  8.2205e+10  
  1309  1.7275e+07  2.2385e+03  8.2388e+10  
  1310  1.7269e+07  2.2386e+03  8.2571e+10  
  1311  1.7263e+07  2.2386e+03  8.2754e+10  
  1312  1.7256e+07  2.2387e+03  8.2937e+10  
  1313  1.7250e+07  2.2387e+03  8.3120e+10  
  1314  1.7244e+07  2.2388e+03  8.3303e+10  
  1315  1.7238e+07  2.2388e+03  8.3486e+10  
  1316  1.7232e+07  2.2388e+03  8.3668e+10  
  1317  1.7225e+07  2.2389e+03  8.3851e+10  
  1318  1.7219e+07  2.2389e+03  8.4034e+10  
  1319  1.7213e+07  2.2390e+03  8.4217e+10  
  1320  1.7207e+07  2.2390e+03  8.4399e+10  
  1321  1.7201e+07  2.2391e+03  8.4582e+10  
  1322  1.7194e+07  2.2391e+03  8.4765e+10  
  1323  1.7188e+07  2.2392e+03  8.4948e+10  
  1324  1.7182e+07  2.2392e+03  8.5130e+10  
  1325  1.7176e+07  2.2392e+03  8.5313e+10  
  1326  1.7170e+07  2.2393e+03  8.5495e+10  
  1327  1.7163e+07  2.2393e+03  8.5678e+10  
  1328  1.7157e+07  2.2394e+03  8.5861e+10  
  1329  1.7151e+07  2.2394e+03  8.6043e+10  
  1330  1.7145e+07  2.2394e+03  8.6226e+10  
  1331  1.7139e+07  2.2395e+03  8.6408e+10  
  1332  1.7132e+07  2.2395e+03  8.6590e+10  
  1333  1.7126e+07  2.2396e+03  8.6773e+10  
  1334  1.7120e+07  2.2396e+03  8.6955e+10  
  1335  1.7114e+07  2.2397e+03  8.7138e+10  
  1336  1.7108e+07  2.2397e+03  8.7320e+10  
  1337  1.7101e+07  2.2397e+03  8.7502e+10  
  1338  1.7095e+07  2.2398e+03  8.7685e+10  
  1339  1.7089e+07  2.2398e+03  8.7867e+10  
  1340  1.7083e+07  2.2399e+03  8.8049e+10  
  1341  1.7077e+07  2.2399e+03  8.8231e+10  
  1342  1.7070e+07  2.2399e+03  8.8414e+10  
  1343  1.7064e+07  2.2400e+03  8.8596e+10  
  1344  1.7058e+07  2.2400e+03  8.8778e+10  
  1345  1.7052e+07  2.2401e+03  8.8960e+10  
  1346  1.7046e+07  2.2401e+03  8.9142e+10  
  1347  1.7039e+07  2.2401e+03  8.9324e+10  
  1348  1.7033e+07  2.2402e+03  8.9506e+10  
  1349  1.7027e+07  2.2402e+03  8.9688e+10  
  1350  1.7021e+07  2.2402e+03  8.9870e+10  
  1351  1.7015e+07  2.2403e+03  9.0052e+10  
  1352  1.7008e+07  2.2403e+03  9.0234e+10  
  1353  1.7002e+07  2.2404e+03  9.0416e+10  
  1354  1.6996e+07  2.2404e+03  9.0598e+10  
  1355  1.6990e+07  2.2404e+03  9.0780e+10  
  1356  1.6984e+07  2.2405e+03  9.0962e+10  
  1357  1.6977e+07  2.2405e+03  9.1144e+10  
  1358  1.6971e+07  2.2405e+03  9.1326e+10  
  1359  1.6965e+07  2.2406e+03  9.1507e+10  
  1360  1.6959e+07  2.2406e+03  9.1689e+10  
  1361  1.6953e+07  2.2407e+03  9.1871e+10  
  1362  1.6946e+07  2.2407e+03  9.2053e+10  
  1363  1.6940e+07  2.2407e+03  9.2234e+10  
  1364  1.6934e+07  2.2408e+03  9.2416e+10  
  1365  1.6928e+07  2.2408e+03  9.2598e+10  
  1366  1.6922e+07  2.2408e+03  9.2779e+10  
  1367  1.6915e+07  2.2409e+03  9.2961e+10  
  1368  1.6909e+07  2.2409e+03  9.3142e+10  
  1369  1.6903e+07  2.2409e+03  9.3324e+10  
  1370  1.6897e+07  2.2410e+03  9.3505e+10  
  1371  1.6891e+07  2.2410e+03  9.3687e+10  
  1372  1.6884e+07  2.2411e+03  9.3868e+10  
  1373  1.6878e+07  2.2411e+03  9.4050e+10  
  1374  1.6872e+07  2.2411e+03  9.4231e+10  
  1375  1.6866e+07  2.2412e+03  9.4413e+10  
  1376  1.6860e+07  2.2412e+03  9.4594e+10  
  1377  1.6853e+07  2.2412e+03  9.4775e+10  
  1378  1.6847e+07  2.2413e+03  9.4957e+10  
  1379  1.6841e+07  2.2413e+03  9.5138e+10  
  1380  1.6835e+07  2.2413e+03  9.5319e+10  
  1381  1.6829e+07  2.2414e+03  9.5501e+10  
  1382  1.6822e+07  2.2414e+03  9.5682e+10  
  1383  1.6816e+07  2.2414e+03  9.5863e+10  
  1384  1.6810e+07  2.2415e+03  9.6044e+10  
  1385  1.6804e+07  2.2415e+03  9.6225e+10  
  1386  1.6798e+07  2.2415e+03  9.6406e+10  
  1387  1.6791e+07  2.2416e+03  9.6588e+10  
  1388  1.6785e+07  2.2416e+03  9.6769e+10  
  1389  1.6779e+07  2.2416e+03  9.6950e+10  
  1390  1.6773e+07  2.2417e+03  9.7131e+10  
  1391  1.6767e+07  2.2417e+03  9.7312e+10  
  1392  1.6761e+07  2.2417e+03  9.7493e+10  
  1393  1.6754e+07  2.2418e+03  9.7674e+10  
  1394  1.6748e+07  2.2418e+03  9.7855e+10  
  1395  1.6742e+07  2.2418e+03  9.8036e+10  
  1396  1.6736e+07  2.2419e+03  9.8217e+10  
  1397  1.6730e+07  2.2419e+03  9.8397e+10  
  1398  1.6723e+07  2.2419e+03  9.8578e+10  
  1399  1.6717e+07  2.2420e+03  9.8759e+10  
  1400  1.6711e+07  2.2420e+03  9.8940e+10  
  1401  1.6705e+07  2.2420e+03  9.9121e+10  
  1402  1.6699e+07  2.2421e+03  9.9301e+10  
  1403  1.6692e+07  2.2421e+03  9.9482e+10  
  1404  1.6686e+07  2.2421e+03  9.9663e+10  
  1405  1.6680e+07  2.2421e+03  9.9844e+10  
  1406  1.6674e+07  2.2422e+03  1.0002e+11  
  1407  1.6668e+07  2.2422e+03  1.0020e+11  
  1408  1.6661e+07  2.2422e+03  1.0039e+11  
  1409  1.6655e+07  2.2423e+03  1.0057e+11  
  1410  1.6649e+07  2.2423e+03  1.0075e+11  
  1411  1.6643e+07  2.2423e+03  1.0093e+11  
  1412  1.6637e+07  2.2424e+03  1.0111e+11  
  1413  1.6630e+07  2.2424e+03  1.0129e+11  
  1414  1.6624e+07  2.2424e+03  1.0147e+11  
  1415  1.6618e+07  2.2425e+03  1.0165e+11  
  1416  1.6612e+07  2.2425e+03  1.0183e+11  
  1417  1.6606e+07  2.2425e+03  1.0201e+11  
  1418  1.6599e+07  2.2425e+03  1.0219e+11  
  1419  1.6593e+07  2.2426e+03  1.0237e+11  
  1420  1.6587e+07  2.2426e+03  1.0255e+11  
  1421  1.6581e+07  2.2426e+03  1.0273e+11  
  1422  1.6575e+07  2.2427e+03  1.0291e+11  
  1423  1.6568e+07  2.2427e+03  1.0309e+11  
  1424  1.6562e+07  2.2427e+03  1.0327e+11  
  1425  1.6556e+07  2.2428e+03  1.0345e+11  
  1426  1.6550e+07  2.2428e+03  1.0363e+11  
  1427  1.6544e+07  2.2428e+03  1.0381e+11  
  1428  1.6537e+07  2.2428e+03  1.0399e+11  
  1429  1.6531e+07  2.2429e+03  1.0417e+11  
  1430  1.6525e+07  2.2429e+03  1.0435e+11  
  1431  1.6519e+07  2.2429e+03  1.0453e+11  
  1432  1.6513e+07  2.2430e+03  1.0471e+11  
  1433  1.6506e+07  2.2430e+03  1.0489e+11  
  1434  1.6500e+07  2.2430e+03  1.0507e+11  
  1435  1.6494e+07  2.2430e+03  1.0525e+11  
  1436  1.6488e+07  2.2431e+03  1.0543e+11  
  1437  1.6482e+07  2.2431e+03  1.0561e+11  
  1438  1.6475e+07  2.2431e+03  1.0579e+11  
  1439  1.6469e+07  2.2432e+03  1.0597e+11  
  1440  1.6463e+07  2.2432e+03  1.0615e+11  
  1441  1.6457e+07  2.2432e+03  1.0633e+11  
  1442  1.6451e+07  2.2432e+03  1.0651e+11  
  1443  1.6444e+07  2.2433e+03  1.0669e+11  
  1444  1.6438e+07  2.2433e+03  1.0687e+11  
  1445  1.6432e+07  2.2433e+03  1.0705e+11  
  1446  1.6426e+07  2.2434e+03  1.0723e+11  
  1447  1.6420e+07  2.2434e+03  1.0741e+11  
  1448  1.6413e+07  2.2434e+03  1.0759e+11  
  1449  1.6407e+07  2.2434e+03  1.0777e+11  
  1450  1.6401e+07  2.2435e+03  1.0795e+11  
  1451  1.6395e+07  2.2435e+03  1.0813e+11  
  1452  1.6389e+07  2.2435e+03  1.0831e+11  
  1453  1.6382e+07  2.2435e+03  1.0849e+11  
  1454  1.6376e+07  2.2436e+03  1.0867e+11  
  1455  1.6370e+07  2.2436e+03  1.0885e+11  
  1456  1.6364e+07  2.2436e+03  1.0903e+11  
  1457  1.6358e+07  2.2437e+03  1.0921e+11  
  1458  1.6351e+07  2.2437e+03  1.0939e+11  
  1459  1.6345e+07  2.2437e+03  1.0957e+11  
  1460  1.6339e+07  2.2437e+03  1.0975e+11  
  1461  1.6333e+07  2.2438e+03  1.0993e+11  
  1462  1.6327e+07  2.2438e+03  1.1010e+11  
  1463  1.6320e+07  2.2438e+03  1.1028e+11  
  1464  1.6314e+07  2.2438e+03  1.1046e+11  
  1465  1.6308e+07  2.2439e+03  1.1064e+11  
  1466  1.6302e+07  2.2439e+03  1.1082e+11  
  1467  1.6296e+07  2.2439e+03  1.1100e+11  
  1468  1.6289e+07  2.2439e+03  1.1118e+11  
  1469  1.6283e+07  2.2440e+03  1.1136e+11  
  1470  1.6277e+07  2.2440e+03  1.1154e+11  
  1471  1.6271e+07  2.2440e+03  1.1172e+11  
  1472  1.6265e+07  2.2440e+03  1.1190e+11  
  1473  1.6258e+07  2.2441e+03  1.1208e+11  
  1474  1.6252e+07  2.2441e+03  1.1226e+11  
  1475  1.6246e+07  2.2441e+03  1.1243e+11  
  1476  1.6240e+07  2.2442e+03  1.1261e+11  
  1477  1.6234e+07  2.2442e+03  1.1279e+11  
  1478  1.6227e+07  2.2442e+03  1.1297e+11  
  1479  1.6221e+07  2.2442e+03  1.1315e+11  
