# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.681592271186607e+25 kg
# Mean radius       s0 = 2.538867e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.225488
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000553.791650
# J2  =  3510.349124
# J4  =   -37.524374
# J6  =     0.716004
# J8  =    -0.019898
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
  1032  1.8992e+07  2.4533e+02  1.4842e+10  
  1033  1.8986e+07  2.4572e+02  1.4864e+10  
  1034  1.8980e+07  2.4610e+02  1.4886e+10  
  1035  1.8973e+07  2.4650e+02  1.4908e+10  
  1036  1.8967e+07  2.4690e+02  1.4930e+10  
  1037  1.8961e+07  2.4730e+02  1.4952e+10  
  1038  1.8955e+07  2.4771e+02  1.4975e+10  
  1039  1.8949e+07  2.4813e+02  1.4997e+10  
  1040  1.8942e+07  2.4856e+02  1.5019e+10  
  1041  1.8936e+07  2.4899e+02  1.5042e+10  
  1042  1.8930e+07  2.4942e+02  1.5064e+10  
  1043  1.8924e+07  2.4987e+02  1.5087e+10  
  1044  1.8918e+07  2.5032e+02  1.5109e+10  
  1045  1.8911e+07  2.5077e+02  1.5132e+10  
  1046  1.8905e+07  2.5124e+02  1.5154e+10  
  1047  1.8899e+07  2.5171e+02  1.5177e+10  
  1048  1.8893e+07  2.5219e+02  1.5200e+10  
  1049  1.8887e+07  2.5268e+02  1.5223e+10  
  1050  1.8880e+07  2.5317e+02  1.5245e+10  
  1051  1.8874e+07  2.5367e+02  1.5268e+10  
  1052  1.8868e+07  2.5418e+02  1.5291e+10  
  1053  1.8862e+07  2.5470e+02  1.5314e+10  
  1054  1.8856e+07  2.5523e+02  1.5338e+10  
  1055  1.8849e+07  2.5577e+02  1.5361e+10  
  1056  1.8843e+07  2.5632e+02  1.5384e+10  
  1057  1.8837e+07  2.5687e+02  1.5407e+10  
  1058  1.8831e+07  2.5744e+02  1.5431e+10  
  1059  1.8825e+07  2.5801e+02  1.5454e+10  
  1060  1.8818e+07  2.5860e+02  1.5478e+10  
  1061  1.8812e+07  2.5919e+02  1.5501e+10  
  1062  1.8806e+07  2.5980e+02  1.5525e+10  
  1063  1.8800e+07  2.6042e+02  1.5548e+10  
  1064  1.8794e+07  2.6104e+02  1.5572e+10  
  1065  1.8787e+07  2.6168e+02  1.5596e+10  
  1066  1.8781e+07  2.6234e+02  1.5620e+10  
  1067  1.8775e+07  2.6300e+02  1.5644e+10  
  1068  1.8769e+07  2.6368e+02  1.5668e+10  
  1069  1.8763e+07  2.6437e+02  1.5692e+10  
  1070  1.8756e+07  2.6507e+02  1.5716e+10  
  1071  1.8750e+07  2.6579e+02  1.5741e+10  
  1072  1.8744e+07  2.6652e+02  1.5765e+10  
  1073  1.8738e+07  2.6726e+02  1.5789e+10  
  1074  1.8732e+07  2.6802e+02  1.5814e+10  
  1075  1.8725e+07  2.6880e+02  1.5839e+10  
  1076  1.8719e+07  2.6959e+02  1.5863e+10  
  1077  1.8713e+07  2.7040e+02  1.5888e+10  
  1078  1.8707e+07  2.7123e+02  1.5913e+10  
  1079  1.8701e+07  2.7207e+02  1.5938e+10  
  1080  1.8694e+07  2.7293e+02  1.5963e+10  
  1081  1.8688e+07  2.7381e+02  1.5988e+10  
  1082  1.8682e+07  2.7471e+02  1.6013e+10  
  1083  1.8676e+07  2.7563e+02  1.6039e+10  
  1084  1.8670e+07  2.7657e+02  1.6064e+10  
  1085  1.8663e+07  2.7753e+02  1.6090e+10  
  1086  1.8657e+07  2.7851e+02  1.6115e+10  
  1087  1.8651e+07  2.7951e+02  1.6141e+10  
  1088  1.8645e+07  2.8054e+02  1.6167e+10  
  1089  1.8639e+07  2.8160e+02  1.6193e+10  
  1090  1.8632e+07  2.8267e+02  1.6219e+10  
  1091  1.8626e+07  2.8378e+02  1.6245e+10  
  1092  1.8620e+07  2.8491e+02  1.6272e+10  
  1093  1.8614e+07  2.8607e+02  1.6298e+10  
  1094  1.8608e+07  2.8726e+02  1.6325e+10  
  1095  1.8601e+07  2.8848e+02  1.6351e+10  
  1096  1.8595e+07  2.8973e+02  1.6378e+10  
  1097  1.8589e+07  2.9101e+02  1.6405e+10  
  1098  1.8583e+07  2.9233e+02  1.6432e+10  
  1099  1.8577e+07  2.9369e+02  1.6460e+10  
  1100  1.8570e+07  2.9508e+02  1.6487e+10  
  1101  1.8564e+07  2.9651e+02  1.6515e+10  
  1102  1.8558e+07  2.9798e+02  1.6542e+10  
  1103  1.8552e+07  2.9949e+02  1.6570e+10  
  1104  1.8546e+07  3.0104e+02  1.6598e+10  
  1105  1.8539e+07  3.0264e+02  1.6626e+10  
  1106  1.8533e+07  3.0429e+02  1.6655e+10  
  1107  1.8527e+07  3.0598e+02  1.6683e+10  
  1108  1.8521e+07  3.0773e+02  1.6712e+10  
  1109  1.8515e+07  3.0954e+02  1.6741e+10  
  1110  1.8508e+07  3.1140e+02  1.6770e+10  
  1111  1.8502e+07  3.1332e+02  1.6799e+10  
  1112  1.8496e+07  3.1530e+02  1.6828e+10  
  1113  1.8490e+07  3.1735e+02  1.6858e+10  
  1114  1.8484e+07  3.1946e+02  1.6888e+10  
  1115  1.8477e+07  3.2165e+02  1.6918e+10  
  1116  1.8471e+07  3.2392e+02  1.6948e+10  
  1117  1.8465e+07  3.2626e+02  1.6979e+10  
  1118  1.8459e+07  3.2869e+02  1.7010e+10  
  1119  1.8453e+07  3.3121e+02  1.7041e+10  
  1120  1.8446e+07  3.3382e+02  1.7072e+10  
  1121  1.8440e+07  3.3654e+02  1.7104e+10  
  1122  1.8434e+07  3.3936e+02  1.7135e+10  
  1123  1.8428e+07  3.4228e+02  1.7168e+10  
  1124  1.8422e+07  3.4533e+02  1.7200e+10  
  1125  1.8415e+07  3.4850e+02  1.7233e+10  
  1126  1.8409e+07  3.5181e+02  1.7266e+10  
  1127  1.8403e+07  3.5526e+02  1.7299e+10  
  1128  1.8397e+07  3.5885e+02  1.7333e+10  
  1129  1.8391e+07  3.6261e+02  1.7367e+10  
  1130  1.8384e+07  3.6654e+02  1.7402e+10  
  1131  1.8378e+07  3.7065e+02  1.7437e+10  
  1132  1.8372e+07  3.7496e+02  1.7472e+10  
  1133  1.8366e+07  3.7948e+02  1.7508e+10  
  1134  1.8360e+07  3.8423e+02  1.7544e+10  
  1135  1.8353e+07  3.8922e+02  1.7581e+10  
  1136  1.8347e+07  3.9447e+02  1.7618e+10  
  1137  1.8341e+07  4.0001e+02  1.7656e+10  
  1138  1.8335e+07  4.0585e+02  1.7694e+10  
  1139  1.8329e+07  4.1202e+02  1.7733e+10  
  1140  1.8322e+07  4.1855e+02  1.7772e+10  
  1141  1.8316e+07  4.2548e+02  1.7812e+10  
  1142  1.8310e+07  4.3283e+02  1.7853e+10  
  1143  1.8304e+07  4.4065e+02  1.7895e+10  
  1144  1.8298e+07  4.4898e+02  1.7937e+10  
  1145  1.8291e+07  4.5787e+02  1.7981e+10  
  1146  1.8285e+07  4.6738e+02  1.8025e+10  
  1147  1.8279e+07  4.7758e+02  1.8070e+10  
  1148  1.8273e+07  4.8853e+02  1.8116e+10  
  1149  1.8267e+07  5.0032e+02  1.8163e+10  
  1150  1.8261e+07  5.1305e+02  1.8212e+10  
  1151  1.8254e+07  5.2683e+02  1.8262e+10  
  1152  1.8248e+07  5.4178e+02  1.8313e+10  
  1153  1.8242e+07  5.5805e+02  1.8366e+10  
  1154  1.8236e+07  5.7581e+02  1.8420e+10  
  1155  1.8230e+07  5.9527e+02  1.8476e+10  
  1156  1.8223e+07  6.1665e+02  1.8534e+10  
  1157  1.8217e+07  6.4021e+02  1.8595e+10  
  1158  1.8211e+07  6.6629e+02  1.8657e+10  
  1159  1.8205e+07  6.9525e+02  1.8723e+10  
  1160  1.8199e+07  7.2752e+02  1.8791e+10  
  1161  1.8192e+07  7.6360e+02  1.8863e+10  
  1162  1.8186e+07  8.0407e+02  1.8938e+10  
  1163  1.8180e+07  8.4956e+02  1.9018e+10  
  1164  1.8174e+07  9.0080e+02  1.9102e+10  
  1165  1.8168e+07  9.5853e+02  1.9192e+10  
  1166  1.8161e+07  1.0235e+03  1.9287e+10  
  1167  1.8155e+07  1.0962e+03  1.9390e+10  
  1168  1.8149e+07  1.1770e+03  1.9499e+10  
  1169  1.8143e+07  1.2659e+03  1.9617e+10  
  1170  1.8137e+07  1.3620e+03  1.9744e+10  
  1171  1.8130e+07  1.4636e+03  1.9880e+10  
  1172  1.8124e+07  1.5685e+03  2.0027e+10  
  1173  1.8118e+07  1.6738e+03  2.0183e+10  
  1174  1.8112e+07  1.7766e+03  2.0350e+10  
  1175  1.8106e+07  1.8744e+03  2.0526e+10  
  1176  1.8099e+07  1.9653e+03  2.0712e+10  
  1177  1.8093e+07  2.0483e+03  2.0905e+10  
  1178  1.8087e+07  2.1232e+03  2.1107e+10  
  1179  1.8081e+07  2.1902e+03  2.1315e+10  
  1180  1.8075e+07  2.2498e+03  2.1530e+10  
  1181  1.8068e+07  2.3027e+03  2.1750e+10  
  1182  1.8062e+07  2.3497e+03  2.1974e+10  
  1183  1.8056e+07  2.3915e+03  2.2203e+10  
  1184  1.8050e+07  2.4287e+03  2.2436e+10  
  1185  1.8044e+07  2.4619e+03  2.2672e+10  
  1186  1.8037e+07  2.4917e+03  2.2911e+10  
  1187  1.8031e+07  2.5185e+03  2.3153e+10  
  1188  1.8025e+07  2.5427e+03  2.3397e+10  
  1189  1.8019e+07  2.5647e+03  2.3644e+10  
  1190  1.8013e+07  2.5846e+03  2.3892e+10  
  1191  1.8006e+07  2.6028e+03  2.4142e+10  
  1192  1.8000e+07  2.6195e+03  2.4394e+10  
  1193  1.7994e+07  2.6348e+03  2.4648e+10  
  1194  1.7988e+07  2.6489e+03  2.4902e+10  
  1195  1.7982e+07  2.6619e+03  2.5158e+10  
  1196  1.7975e+07  2.6739e+03  2.5415e+10  
  1197  1.7969e+07  2.6851e+03  2.5674e+10  
  1198  1.7963e+07  2.6955e+03  2.5933e+10  
  1199  1.7957e+07  2.7051e+03  2.6193e+10  
  1200  1.7951e+07  2.7142e+03  2.6454e+10  
  1201  1.7944e+07  2.7227e+03  2.6716e+10  
  1202  1.7938e+07  2.7306e+03  2.6978e+10  
  1203  1.7932e+07  2.7381e+03  2.7241e+10  
  1204  1.7926e+07  2.7451e+03  2.7505e+10  
  1205  1.7920e+07  2.7518e+03  2.7770e+10  
  1206  1.7913e+07  2.7580e+03  2.8034e+10  
  1207  1.7907e+07  2.7640e+03  2.8300e+10  
  1208  1.7901e+07  2.7696e+03  2.8566e+10  
  1209  1.7895e+07  2.7749e+03  2.8832e+10  
  1210  1.7889e+07  2.7800e+03  2.9099e+10  
  1211  1.7882e+07  2.7848e+03  2.9367e+10  
  1212  1.7876e+07  2.7894e+03  2.9634e+10  
  1213  1.7870e+07  2.7937e+03  2.9902e+10  
  1214  1.7864e+07  2.7979e+03  3.0171e+10  
  1215  1.7858e+07  2.8019e+03  3.0440e+10  
  1216  1.7851e+07  2.8057e+03  3.0709e+10  
  1217  1.7845e+07  2.8093e+03  3.0978e+10  
  1218  1.7839e+07  2.8128e+03  3.1248e+10  
  1219  1.7833e+07  2.8161e+03  3.1517e+10  
  1220  1.7827e+07  2.8193e+03  3.1787e+10  
  1221  1.7820e+07  2.8224e+03  3.2058e+10  
  1222  1.7814e+07  2.8254e+03  3.2328e+10  
  1223  1.7808e+07  2.8282e+03  3.2599e+10  
  1224  1.7802e+07  2.8310e+03  3.2870e+10  
  1225  1.7796e+07  2.8336e+03  3.3141e+10  
  1226  1.7789e+07  2.8362e+03  3.3413e+10  
  1227  1.7783e+07  2.8386e+03  3.3684e+10  
  1228  1.7777e+07  2.8410e+03  3.3956e+10  
  1229  1.7771e+07  2.8433e+03  3.4228e+10  
  1230  1.7765e+07  2.8455e+03  3.4500e+10  
  1231  1.7758e+07  2.8476e+03  3.4772e+10  
  1232  1.7752e+07  2.8497e+03  3.5044e+10  
  1233  1.7746e+07  2.8517e+03  3.5317e+10  
  1234  1.7740e+07  2.8536e+03  3.5589e+10  
  1235  1.7734e+07  2.8555e+03  3.5862e+10  
  1236  1.7727e+07  2.8573e+03  3.6135e+10  
  1237  1.7721e+07  2.8591e+03  3.6407e+10  
  1238  1.7715e+07  2.8608e+03  3.6680e+10  
  1239  1.7709e+07  2.8624e+03  3.6953e+10  
  1240  1.7703e+07  2.8641e+03  3.7226e+10  
  1241  1.7696e+07  2.8656e+03  3.7500e+10  
  1242  1.7690e+07  2.8672e+03  3.7773e+10  
  1243  1.7684e+07  2.8686e+03  3.8046e+10  
  1244  1.7678e+07  2.8701e+03  3.8320e+10  
  1245  1.7672e+07  2.8715e+03  3.8593e+10  
  1246  1.7665e+07  2.8728e+03  3.8867e+10  
  1247  1.7659e+07  2.8742e+03  3.9140e+10  
  1248  1.7653e+07  2.8755e+03  3.9414e+10  
  1249  1.7647e+07  2.8767e+03  3.9687e+10  
  1250  1.7641e+07  2.8780e+03  3.9961e+10  
  1251  1.7634e+07  2.8791e+03  4.0235e+10  
  1252  1.7628e+07  2.8803e+03  4.0509e+10  
  1253  1.7622e+07  2.8815e+03  4.0783e+10  
  1254  1.7616e+07  2.8826e+03  4.1056e+10  
  1255  1.7610e+07  2.8837e+03  4.1330e+10  
  1256  1.7603e+07  2.8847e+03  4.1604e+10  
  1257  1.7597e+07  2.8858e+03  4.1878e+10  
  1258  1.7591e+07  2.8868e+03  4.2152e+10  
  1259  1.7585e+07  2.8878e+03  4.2426e+10  
  1260  1.7579e+07  2.8887e+03  4.2700e+10  
  1261  1.7572e+07  2.8897e+03  4.2974e+10  
  1262  1.7566e+07  2.8906e+03  4.3248e+10  
  1263  1.7560e+07  2.8915e+03  4.3523e+10  
  1264  1.7554e+07  2.8924e+03  4.3797e+10  
  1265  1.7548e+07  2.8932e+03  4.4071e+10  
  1266  1.7541e+07  2.8941e+03  4.4345e+10  
  1267  1.7535e+07  2.8949e+03  4.4619e+10  
  1268  1.7529e+07  2.8957e+03  4.4893e+10  
  1269  1.7523e+07  2.8965e+03  4.5167e+10  
  1270  1.7517e+07  2.8973e+03  4.5441e+10  
  1271  1.7510e+07  2.8981e+03  4.5715e+10  
  1272  1.7504e+07  2.8988e+03  4.5990e+10  
  1273  1.7498e+07  2.8996e+03  4.6264e+10  
  1274  1.7492e+07  2.9003e+03  4.6538e+10  
  1275  1.7486e+07  2.9010e+03  4.6812e+10  
  1276  1.7480e+07  2.9017e+03  4.7086e+10  
  1277  1.7473e+07  2.9024e+03  4.7360e+10  
  1278  1.7467e+07  2.9030e+03  4.7634e+10  
  1279  1.7461e+07  2.9037e+03  4.7908e+10  
  1280  1.7455e+07  2.9043e+03  4.8182e+10  
  1281  1.7449e+07  2.9050e+03  4.8456e+10  
  1282  1.7442e+07  2.9056e+03  4.8730e+10  
  1283  1.7436e+07  2.9062e+03  4.9004e+10  
  1284  1.7430e+07  2.9068e+03  4.9278e+10  
  1285  1.7424e+07  2.9074e+03  4.9552e+10  
  1286  1.7418e+07  2.9080e+03  4.9826e+10  
  1287  1.7411e+07  2.9085e+03  5.0100e+10  
  1288  1.7405e+07  2.9091e+03  5.0374e+10  
  1289  1.7399e+07  2.9097e+03  5.0648e+10  
  1290  1.7393e+07  2.9102e+03  5.0922e+10  
  1291  1.7387e+07  2.9107e+03  5.1195e+10  
  1292  1.7380e+07  2.9113e+03  5.1469e+10  
  1293  1.7374e+07  2.9118e+03  5.1743e+10  
  1294  1.7368e+07  2.9123e+03  5.2017e+10  
  1295  1.7362e+07  2.9128e+03  5.2290e+10  
  1296  1.7356e+07  2.9133e+03  5.2564e+10  
  1297  1.7349e+07  2.9137e+03  5.2838e+10  
  1298  1.7343e+07  2.9142e+03  5.3111e+10  
  1299  1.7337e+07  2.9147e+03  5.3385e+10  
  1300  1.7331e+07  2.9151e+03  5.3659e+10  
  1301  1.7325e+07  2.9156e+03  5.3932e+10  
  1302  1.7318e+07  2.9160e+03  5.4206e+10  
  1303  1.7312e+07  2.9165e+03  5.4479e+10  
  1304  1.7306e+07  2.9169e+03  5.4752e+10  
  1305  1.7300e+07  2.9173e+03  5.5026e+10  
  1306  1.7294e+07  2.9178e+03  5.5299e+10  
  1307  1.7287e+07  2.9182e+03  5.5573e+10  
  1308  1.7281e+07  2.9186e+03  5.5846e+10  
  1309  1.7275e+07  2.9190e+03  5.6119e+10  
  1310  1.7269e+07  2.9194e+03  5.6392e+10  
  1311  1.7263e+07  2.9198e+03  5.6665e+10  
  1312  1.7256e+07  2.9202e+03  5.6938e+10  
  1313  1.7250e+07  2.9205e+03  5.7212e+10  
  1314  1.7244e+07  2.9209e+03  5.7485e+10  
  1315  1.7238e+07  2.9213e+03  5.7758e+10  
  1316  1.7232e+07  2.9217e+03  5.8031e+10  
  1317  1.7225e+07  2.9220e+03  5.8303e+10  
  1318  1.7219e+07  2.9224e+03  5.8576e+10  
  1319  1.7213e+07  2.9227e+03  5.8849e+10  
  1320  1.7207e+07  2.9231e+03  5.9122e+10  
  1321  1.7201e+07  2.9234e+03  5.9395e+10  
  1322  1.7194e+07  2.9237e+03  5.9667e+10  
  1323  1.7188e+07  2.9241e+03  5.9940e+10  
  1324  1.7182e+07  2.9244e+03  6.0213e+10  
  1325  1.7176e+07  2.9247e+03  6.0485e+10  
  1326  1.7170e+07  2.9250e+03  6.0758e+10  
  1327  1.7163e+07  2.9254e+03  6.1030e+10  
  1328  1.7157e+07  2.9257e+03  6.1302e+10  
  1329  1.7151e+07  2.9260e+03  6.1575e+10  
  1330  1.7145e+07  2.9263e+03  6.1847e+10  
  1331  1.7139e+07  2.9266e+03  6.2119e+10  
  1332  1.7132e+07  2.9269e+03  6.2392e+10  
  1333  1.7126e+07  2.9272e+03  6.2664e+10  
  1334  1.7120e+07  2.9275e+03  6.2936e+10  
  1335  1.7114e+07  2.9277e+03  6.3208e+10  
  1336  1.7108e+07  2.9280e+03  6.3480e+10  
  1337  1.7101e+07  2.9283e+03  6.3752e+10  
  1338  1.7095e+07  2.9286e+03  6.4024e+10  
  1339  1.7089e+07  2.9289e+03  6.4296e+10  
  1340  1.7083e+07  2.9291e+03  6.4568e+10  
  1341  1.7077e+07  2.9294e+03  6.4839e+10  
  1342  1.7070e+07  2.9297e+03  6.5111e+10  
  1343  1.7064e+07  2.9299e+03  6.5383e+10  
  1344  1.7058e+07  2.9302e+03  6.5654e+10  
  1345  1.7052e+07  2.9304e+03  6.5926e+10  
  1346  1.7046e+07  2.9307e+03  6.6197e+10  
  1347  1.7039e+07  2.9309e+03  6.6469e+10  
  1348  1.7033e+07  2.9312e+03  6.6740e+10  
  1349  1.7027e+07  2.9314e+03  6.7011e+10  
  1350  1.7021e+07  2.9317e+03  6.7283e+10  
  1351  1.7015e+07  2.9319e+03  6.7554e+10  
  1352  1.7008e+07  2.9321e+03  6.7825e+10  
  1353  1.7002e+07  2.9324e+03  6.8096e+10  
  1354  1.6996e+07  2.9326e+03  6.8367e+10  
  1355  1.6990e+07  2.9328e+03  6.8638e+10  
  1356  1.6984e+07  2.9331e+03  6.8909e+10  
  1357  1.6977e+07  2.9333e+03  6.9180e+10  
  1358  1.6971e+07  2.9335e+03  6.9451e+10  
  1359  1.6965e+07  2.9337e+03  6.9722e+10  
  1360  1.6959e+07  2.9339e+03  6.9992e+10  
  1361  1.6953e+07  2.9341e+03  7.0263e+10  
  1362  1.6946e+07  2.9344e+03  7.0534e+10  
  1363  1.6940e+07  2.9346e+03  7.0804e+10  
  1364  1.6934e+07  2.9348e+03  7.1075e+10  
  1365  1.6928e+07  2.9350e+03  7.1345e+10  
  1366  1.6922e+07  2.9352e+03  7.1615e+10  
  1367  1.6915e+07  2.9354e+03  7.1886e+10  
  1368  1.6909e+07  2.9356e+03  7.2156e+10  
  1369  1.6903e+07  2.9358e+03  7.2426e+10  
  1370  1.6897e+07  2.9360e+03  7.2696e+10  
  1371  1.6891e+07  2.9362e+03  7.2966e+10  
  1372  1.6884e+07  2.9364e+03  7.3236e+10  
  1373  1.6878e+07  2.9366e+03  7.3506e+10  
  1374  1.6872e+07  2.9367e+03  7.3776e+10  
  1375  1.6866e+07  2.9369e+03  7.4046e+10  
  1376  1.6860e+07  2.9371e+03  7.4316e+10  
  1377  1.6853e+07  2.9373e+03  7.4586e+10  
  1378  1.6847e+07  2.9375e+03  7.4855e+10  
  1379  1.6841e+07  2.9377e+03  7.5125e+10  
  1380  1.6835e+07  2.9378e+03  7.5394e+10  
  1381  1.6829e+07  2.9380e+03  7.5664e+10  
  1382  1.6822e+07  2.9382e+03  7.5933e+10  
  1383  1.6816e+07  2.9384e+03  7.6202e+10  
  1384  1.6810e+07  2.9385e+03  7.6472e+10  
  1385  1.6804e+07  2.9387e+03  7.6741e+10  
  1386  1.6798e+07  2.9389e+03  7.7010e+10  
  1387  1.6791e+07  2.9390e+03  7.7279e+10  
  1388  1.6785e+07  2.9392e+03  7.7548e+10  
  1389  1.6779e+07  2.9394e+03  7.7817e+10  
  1390  1.6773e+07  2.9395e+03  7.8086e+10  
  1391  1.6767e+07  2.9397e+03  7.8355e+10  
  1392  1.6760e+07  2.9399e+03  7.8624e+10  
  1393  1.6754e+07  2.9400e+03  7.8892e+10  
  1394  1.6748e+07  2.9402e+03  7.9161e+10  
  1395  1.6742e+07  2.9403e+03  7.9430e+10  
  1396  1.6736e+07  2.9405e+03  7.9698e+10  
  1397  1.6729e+07  2.9406e+03  7.9967e+10  
  1398  1.6723e+07  2.9408e+03  8.0235e+10  
  1399  1.6717e+07  2.9409e+03  8.0503e+10  
  1400  1.6711e+07  2.9411e+03  8.0772e+10  
  1401  1.6705e+07  2.9412e+03  8.1040e+10  
  1402  1.6699e+07  2.9414e+03  8.1308e+10  
  1403  1.6692e+07  2.9415e+03  8.1576e+10  
  1404  1.6686e+07  2.9417e+03  8.1844e+10  
  1405  1.6680e+07  2.9418e+03  8.2112e+10  
  1406  1.6674e+07  2.9419e+03  8.2380e+10  
  1407  1.6668e+07  2.9421e+03  8.2648e+10  
  1408  1.6661e+07  2.9422e+03  8.2916e+10  
  1409  1.6655e+07  2.9424e+03  8.3183e+10  
  1410  1.6649e+07  2.9425e+03  8.3451e+10  
  1411  1.6643e+07  2.9426e+03  8.3718e+10  
  1412  1.6637e+07  2.9428e+03  8.3986e+10  
  1413  1.6630e+07  2.9429e+03  8.4253e+10  
  1414  1.6624e+07  2.9430e+03  8.4521e+10  
  1415  1.6618e+07  2.9432e+03  8.4788e+10  
  1416  1.6612e+07  2.9433e+03  8.5055e+10  
  1417  1.6606e+07  2.9434e+03  8.5322e+10  
  1418  1.6599e+07  2.9436e+03  8.5590e+10  
  1419  1.6593e+07  2.9437e+03  8.5857e+10  
  1420  1.6587e+07  2.9438e+03  8.6124e+10  
  1421  1.6581e+07  2.9439e+03  8.6390e+10  
  1422  1.6575e+07  2.9441e+03  8.6657e+10  
  1423  1.6568e+07  2.9442e+03  8.6924e+10  
  1424  1.6562e+07  2.9443e+03  8.7191e+10  
  1425  1.6556e+07  2.9444e+03  8.7457e+10  
  1426  1.6550e+07  2.9446e+03  8.7724e+10  
  1427  1.6544e+07  2.9447e+03  8.7991e+10  
  1428  1.6537e+07  2.9448e+03  8.8257e+10  
  1429  1.6531e+07  2.9449e+03  8.8523e+10  
  1430  1.6525e+07  2.9450e+03  8.8790e+10  
  1431  1.6519e+07  2.9452e+03  8.9056e+10  
  1432  1.6513e+07  2.9453e+03  8.9322e+10  
  1433  1.6506e+07  2.9454e+03  8.9588e+10  
  1434  1.6500e+07  2.9455e+03  8.9854e+10  
  1435  1.6494e+07  2.9456e+03  9.0120e+10  
  1436  1.6488e+07  2.9457e+03  9.0386e+10  
  1437  1.6482e+07  2.9458e+03  9.0652e+10  
  1438  1.6475e+07  2.9460e+03  9.0918e+10  
  1439  1.6469e+07  2.9461e+03  9.1183e+10  
  1440  1.6463e+07  2.9462e+03  9.1449e+10  
  1441  1.6457e+07  2.9463e+03  9.1715e+10  
  1442  1.6451e+07  2.9464e+03  9.1980e+10  
  1443  1.6444e+07  2.9465e+03  9.2246e+10  
  1444  1.6438e+07  2.9466e+03  9.2511e+10  
  1445  1.6432e+07  2.9467e+03  9.2776e+10  
  1446  1.6426e+07  2.9468e+03  9.3041e+10  
  1447  1.6420e+07  2.9469e+03  9.3307e+10  
  1448  1.6413e+07  2.9470e+03  9.3572e+10  
  1449  1.6407e+07  2.9471e+03  9.3837e+10  
  1450  1.6401e+07  2.9472e+03  9.4102e+10  
  1451  1.6395e+07  2.9473e+03  9.4367e+10  
  1452  1.6389e+07  2.9474e+03  9.4631e+10  
  1453  1.6382e+07  2.9475e+03  9.4896e+10  
  1454  1.6376e+07  2.9476e+03  9.5161e+10  
  1455  1.6370e+07  2.9477e+03  9.5425e+10  
  1456  1.6364e+07  2.9478e+03  9.5690e+10  
  1457  1.6358e+07  2.9479e+03  9.5954e+10  
  1458  1.6351e+07  2.9480e+03  9.6219e+10  
  1459  1.6345e+07  2.9481e+03  9.6483e+10  
  1460  1.6339e+07  2.9482e+03  9.6747e+10  
  1461  1.6333e+07  2.9483e+03  9.7012e+10  
  1462  1.6327e+07  2.9484e+03  9.7276e+10  
  1463  1.6320e+07  2.9485e+03  9.7540e+10  
  1464  1.6314e+07  2.9486e+03  9.7804e+10  
  1465  1.6308e+07  2.9487e+03  9.8068e+10  
  1466  1.6302e+07  2.9488e+03  9.8332e+10  
  1467  1.6296e+07  2.9489e+03  9.8595e+10  
  1468  1.6289e+07  2.9490e+03  9.8859e+10  
  1469  1.6283e+07  2.9491e+03  9.9123e+10  
  1470  1.6277e+07  2.9492e+03  9.9386e+10  
  1471  1.6271e+07  2.9492e+03  9.9650e+10  
  1472  1.6265e+07  2.9493e+03  9.9913e+10  
  1473  1.6258e+07  2.9494e+03  1.0018e+11  
  1474  1.6252e+07  2.9495e+03  1.0044e+11  
  1475  1.6246e+07  2.9496e+03  1.0070e+11  
  1476  1.6240e+07  2.9497e+03  1.0097e+11  
  1477  1.6234e+07  2.9498e+03  1.0123e+11  
  1478  1.6227e+07  2.9499e+03  1.0149e+11  
  1479  1.6221e+07  2.9499e+03  1.0176e+11  
  1480  1.6215e+07  2.9500e+03  1.0202e+11  
  1481  1.6209e+07  2.9501e+03  1.0228e+11  
  1482  1.6203e+07  2.9502e+03  1.0254e+11  
  1483  1.6196e+07  2.9503e+03  1.0281e+11  
  1484  1.6190e+07  2.9504e+03  1.0307e+11  
  1485  1.6184e+07  2.9504e+03  1.0333e+11  
  1486  1.6178e+07  2.9505e+03  1.0359e+11  
  1487  1.6172e+07  2.9506e+03  1.0386e+11  
  1488  1.6165e+07  2.9507e+03  1.0412e+11  
  1489  1.6159e+07  2.9508e+03  1.0438e+11  
  1490  1.6153e+07  2.9508e+03  1.0464e+11  
  1491  1.6147e+07  2.9509e+03  1.0491e+11  
  1492  1.6141e+07  2.9510e+03  1.0517e+11  
  1493  1.6134e+07  2.9511e+03  1.0543e+11  
  1494  1.6128e+07  2.9512e+03  1.0569e+11  
  1495  1.6122e+07  2.9512e+03  1.0595e+11  
  1496  1.6116e+07  2.9513e+03  1.0621e+11  
  1497  1.6110e+07  2.9514e+03  1.0648e+11  
  1498  1.6103e+07  2.9515e+03  1.0674e+11  
  1499  1.6097e+07  2.9516e+03  1.0700e+11  
  1500  1.6091e+07  2.9516e+03  1.0726e+11  
