# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.681592271186607e+25 kg
# Mean radius       s0 = 2.538867e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.225488
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000553.791650
# J2  =  3510.349124
# J4  =   -37.524374
# J6  =     0.716004
# J8  =    -0.019898
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
    90  2.4831e+07  1.9653e+02  9.3470e+08  
    91  2.4825e+07  1.9654e+02  9.4583e+08  
    92  2.4818e+07  1.9655e+02  9.5698e+08  
    93  2.4812e+07  1.9655e+02  9.6812e+08  
    94  2.4806e+07  1.9656e+02  9.7928e+08  
    95  2.4800e+07  1.9657e+02  9.9043e+08  
    96  2.4794e+07  1.9658e+02  1.0016e+09  
    97  2.4787e+07  1.9659e+02  1.0128e+09  
    98  2.4781e+07  1.9660e+02  1.0239e+09  
    99  2.4775e+07  1.9661e+02  1.0351e+09  
   100  2.4769e+07  1.9661e+02  1.0463e+09  
   101  2.4763e+07  1.9662e+02  1.0575e+09  
   102  2.4756e+07  1.9663e+02  1.0687e+09  
   103  2.4750e+07  1.9664e+02  1.0799e+09  
   104  2.4744e+07  1.9665e+02  1.0911e+09  
   105  2.4738e+07  1.9666e+02  1.1023e+09  
   106  2.4732e+07  1.9667e+02  1.1135e+09  
   107  2.4725e+07  1.9668e+02  1.1247e+09  
   108  2.4719e+07  1.9668e+02  1.1359e+09  
   109  2.4713e+07  1.9669e+02  1.1472e+09  
   110  2.4707e+07  1.9670e+02  1.1584e+09  
   111  2.4701e+07  1.9671e+02  1.1696e+09  
   112  2.4694e+07  1.9672e+02  1.1809e+09  
   113  2.4688e+07  1.9673e+02  1.1921e+09  
   114  2.4682e+07  1.9674e+02  1.2034e+09  
   115  2.4676e+07  1.9675e+02  1.2146e+09  
   116  2.4670e+07  1.9675e+02  1.2259e+09  
   117  2.4663e+07  1.9676e+02  1.2372e+09  
   118  2.4657e+07  1.9677e+02  1.2484e+09  
   119  2.4651e+07  1.9678e+02  1.2597e+09  
   120  2.4645e+07  1.9679e+02  1.2710e+09  
   121  2.4639e+07  1.9680e+02  1.2823e+09  
   122  2.4632e+07  1.9681e+02  1.2936e+09  
   123  2.4626e+07  1.9682e+02  1.3049e+09  
   124  2.4620e+07  1.9682e+02  1.3162e+09  
   125  2.4614e+07  1.9683e+02  1.3275e+09  
   126  2.4608e+07  1.9684e+02  1.3388e+09  
   127  2.4601e+07  1.9685e+02  1.3501e+09  
   128  2.4595e+07  1.9686e+02  1.3615e+09  
   129  2.4589e+07  1.9687e+02  1.3728e+09  
   130  2.4583e+07  1.9688e+02  1.3841e+09  
   131  2.4577e+07  1.9689e+02  1.3955e+09  
   132  2.4570e+07  1.9690e+02  1.4068e+09  
   133  2.4564e+07  1.9691e+02  1.4182e+09  
   134  2.4558e+07  1.9691e+02  1.4295e+09  
   135  2.4552e+07  1.9692e+02  1.4409e+09  
   136  2.4546e+07  1.9693e+02  1.4522e+09  
   137  2.4539e+07  1.9694e+02  1.4636e+09  
   138  2.4533e+07  1.9695e+02  1.4750e+09  
   139  2.4527e+07  1.9696e+02  1.4864e+09  
   140  2.4521e+07  1.9697e+02  1.4978e+09  
   141  2.4515e+07  1.9698e+02  1.5091e+09  
   142  2.4508e+07  1.9699e+02  1.5205e+09  
   143  2.4502e+07  1.9700e+02  1.5319e+09  
   144  2.4496e+07  1.9701e+02  1.5433e+09  
   145  2.4490e+07  1.9702e+02  1.5548e+09  
   146  2.4484e+07  1.9702e+02  1.5662e+09  
   147  2.4478e+07  1.9703e+02  1.5776e+09  
   148  2.4471e+07  1.9704e+02  1.5890e+09  
   149  2.4465e+07  1.9705e+02  1.6005e+09  
   150  2.4459e+07  1.9706e+02  1.6119e+09  
   151  2.4453e+07  1.9707e+02  1.6233e+09  
   152  2.4447e+07  1.9708e+02  1.6348e+09  
   153  2.4440e+07  1.9709e+02  1.6462e+09  
   154  2.4434e+07  1.9710e+02  1.6577e+09  
   155  2.4428e+07  1.9711e+02  1.6692e+09  
   156  2.4422e+07  1.9712e+02  1.6806e+09  
   157  2.4416e+07  1.9713e+02  1.6921e+09  
   158  2.4409e+07  1.9714e+02  1.7036e+09  
   159  2.4403e+07  1.9715e+02  1.7151e+09  
   160  2.4397e+07  1.9716e+02  1.7266e+09  
   161  2.4391e+07  1.9717e+02  1.7381e+09  
   162  2.4385e+07  1.9717e+02  1.7496e+09  
   163  2.4378e+07  1.9718e+02  1.7611e+09  
   164  2.4372e+07  1.9719e+02  1.7726e+09  
   165  2.4366e+07  1.9720e+02  1.7841e+09  
   166  2.4360e+07  1.9721e+02  1.7956e+09  
   167  2.4354e+07  1.9722e+02  1.8072e+09  
   168  2.4347e+07  1.9723e+02  1.8187e+09  
   169  2.4341e+07  1.9724e+02  1.8302e+09  
   170  2.4335e+07  1.9725e+02  1.8418e+09  
   171  2.4329e+07  1.9726e+02  1.8533e+09  
   172  2.4323e+07  1.9727e+02  1.8649e+09  
   173  2.4316e+07  1.9728e+02  1.8764e+09  
   174  2.4310e+07  1.9729e+02  1.8880e+09  
   175  2.4304e+07  1.9730e+02  1.8996e+09  
   176  2.4298e+07  1.9731e+02  1.9112e+09  
   177  2.4292e+07  1.9732e+02  1.9227e+09  
   178  2.4285e+07  1.9733e+02  1.9343e+09  
   179  2.4279e+07  1.9734e+02  1.9459e+09  
   180  2.4273e+07  1.9735e+02  1.9575e+09  
   181  2.4267e+07  1.9736e+02  1.9691e+09  
   182  2.4261e+07  1.9737e+02  1.9807e+09  
   183  2.4254e+07  1.9738e+02  1.9923e+09  
   184  2.4248e+07  1.9739e+02  2.0040e+09  
   185  2.4242e+07  1.9740e+02  2.0156e+09  
   186  2.4236e+07  1.9741e+02  2.0272e+09  
   187  2.4230e+07  1.9742e+02  2.0389e+09  
   188  2.4223e+07  1.9743e+02  2.0505e+09  
   189  2.4217e+07  1.9744e+02  2.0622e+09  
   190  2.4211e+07  1.9745e+02  2.0738e+09  
   191  2.4205e+07  1.9746e+02  2.0855e+09  
   192  2.4199e+07  1.9747e+02  2.0971e+09  
   193  2.4192e+07  1.9748e+02  2.1088e+09  
   194  2.4186e+07  1.9749e+02  2.1205e+09  
   195  2.4180e+07  1.9750e+02  2.1321e+09  
   196  2.4174e+07  1.9751e+02  2.1438e+09  
   197  2.4168e+07  1.9752e+02  2.1555e+09  
   198  2.4161e+07  1.9753e+02  2.1672e+09  
   199  2.4155e+07  1.9754e+02  2.1789e+09  
   200  2.4149e+07  1.9755e+02  2.1906e+09  
   201  2.4143e+07  1.9756e+02  2.2023e+09  
   202  2.4137e+07  1.9757e+02  2.2141e+09  
   203  2.4130e+07  1.9758e+02  2.2258e+09  
   204  2.4124e+07  1.9759e+02  2.2375e+09  
   205  2.4118e+07  1.9760e+02  2.2492e+09  
   206  2.4112e+07  1.9761e+02  2.2610e+09  
   207  2.4106e+07  1.9762e+02  2.2727e+09  
   208  2.4099e+07  1.9763e+02  2.2845e+09  
   209  2.4093e+07  1.9764e+02  2.2962e+09  
   210  2.4087e+07  1.9765e+02  2.3080e+09  
   211  2.4081e+07  1.9766e+02  2.3198e+09  
   212  2.4075e+07  1.9767e+02  2.3315e+09  
   213  2.4068e+07  1.9768e+02  2.3433e+09  
   214  2.4062e+07  1.9769e+02  2.3551e+09  
   215  2.4056e+07  1.9770e+02  2.3669e+09  
   216  2.4050e+07  1.9771e+02  2.3787e+09  
   217  2.4044e+07  1.9772e+02  2.3905e+09  
   218  2.4037e+07  1.9773e+02  2.4023e+09  
   219  2.4031e+07  1.9774e+02  2.4141e+09  
   220  2.4025e+07  1.9775e+02  2.4259e+09  
   221  2.4019e+07  1.9776e+02  2.4378e+09  
   222  2.4013e+07  1.9777e+02  2.4496e+09  
   223  2.4006e+07  1.9779e+02  2.4614e+09  
   224  2.4000e+07  1.9780e+02  2.4733e+09  
   225  2.3994e+07  1.9781e+02  2.4851e+09  
   226  2.3988e+07  1.9782e+02  2.4970e+09  
   227  2.3982e+07  1.9783e+02  2.5088e+09  
   228  2.3975e+07  1.9784e+02  2.5207e+09  
   229  2.3969e+07  1.9785e+02  2.5326e+09  
   230  2.3963e+07  1.9786e+02  2.5444e+09  
   231  2.3957e+07  1.9787e+02  2.5563e+09  
   232  2.3951e+07  1.9788e+02  2.5682e+09  
   233  2.3944e+07  1.9789e+02  2.5801e+09  
   234  2.3938e+07  1.9790e+02  2.5920e+09  
   235  2.3932e+07  1.9791e+02  2.6039e+09  
   236  2.3926e+07  1.9792e+02  2.6158e+09  
   237  2.3920e+07  1.9793e+02  2.6277e+09  
   238  2.3913e+07  1.9795e+02  2.6396e+09  
   239  2.3907e+07  1.9796e+02  2.6516e+09  
   240  2.3901e+07  1.9797e+02  2.6635e+09  
   241  2.3895e+07  1.9798e+02  2.6754e+09  
   242  2.3889e+07  1.9799e+02  2.6874e+09  
   243  2.3882e+07  1.9800e+02  2.6993e+09  
   244  2.3876e+07  1.9801e+02  2.7113e+09  
   245  2.3870e+07  1.9802e+02  2.7233e+09  
   246  2.3864e+07  1.9803e+02  2.7352e+09  
   247  2.3858e+07  1.9804e+02  2.7472e+09  
   248  2.3851e+07  1.9805e+02  2.7592e+09  
   249  2.3845e+07  1.9807e+02  2.7712e+09  
   250  2.3839e+07  1.9808e+02  2.7831e+09  
   251  2.3833e+07  1.9809e+02  2.7951e+09  
   252  2.3827e+07  1.9810e+02  2.8071e+09  
   253  2.3820e+07  1.9811e+02  2.8191e+09  
   254  2.3814e+07  1.9812e+02  2.8312e+09  
   255  2.3808e+07  1.9813e+02  2.8432e+09  
   256  2.3802e+07  1.9814e+02  2.8552e+09  
   257  2.3796e+07  1.9816e+02  2.8672e+09  
   258  2.3789e+07  1.9817e+02  2.8793e+09  
   259  2.3783e+07  1.9818e+02  2.8913e+09  
   260  2.3777e+07  1.9819e+02  2.9034e+09  
   261  2.3771e+07  1.9820e+02  2.9154e+09  
   262  2.3765e+07  1.9821e+02  2.9275e+09  
   263  2.3758e+07  1.9822e+02  2.9395e+09  
   264  2.3752e+07  1.9823e+02  2.9516e+09  
   265  2.3746e+07  1.9825e+02  2.9637e+09  
   266  2.3740e+07  1.9826e+02  2.9758e+09  
   267  2.3734e+07  1.9827e+02  2.9879e+09  
   268  2.3727e+07  1.9828e+02  3.0000e+09  
   269  2.3721e+07  1.9829e+02  3.0121e+09  
   270  2.3715e+07  1.9830e+02  3.0242e+09  
   271  2.3709e+07  1.9831e+02  3.0363e+09  
   272  2.3703e+07  1.9833e+02  3.0484e+09  
   273  2.3697e+07  1.9834e+02  3.0605e+09  
   274  2.3690e+07  1.9835e+02  3.0727e+09  
   275  2.3684e+07  1.9836e+02  3.0848e+09  
   276  2.3678e+07  1.9837e+02  3.0969e+09  
   277  2.3672e+07  1.9838e+02  3.1091e+09  
   278  2.3666e+07  1.9840e+02  3.1212e+09  
   279  2.3659e+07  1.9841e+02  3.1334e+09  
   280  2.3653e+07  1.9842e+02  3.1456e+09  
   281  2.3647e+07  1.9843e+02  3.1577e+09  
   282  2.3641e+07  1.9844e+02  3.1699e+09  
   283  2.3635e+07  1.9845e+02  3.1821e+09  
   284  2.3628e+07  1.9847e+02  3.1943e+09  
   285  2.3622e+07  1.9848e+02  3.2065e+09  
   286  2.3616e+07  1.9849e+02  3.2187e+09  
   287  2.3610e+07  1.9850e+02  3.2309e+09  
   288  2.3604e+07  1.9851e+02  3.2431e+09  
   289  2.3597e+07  1.9853e+02  3.2553e+09  
   290  2.3591e+07  1.9854e+02  3.2676e+09  
   291  2.3585e+07  1.9855e+02  3.2798e+09  
   292  2.3579e+07  1.9856e+02  3.2920e+09  
   293  2.3573e+07  1.9857e+02  3.3043e+09  
   294  2.3566e+07  1.9859e+02  3.3165e+09  
   295  2.3560e+07  1.9860e+02  3.3288e+09  
   296  2.3554e+07  1.9861e+02  3.3411e+09  
   297  2.3548e+07  1.9862e+02  3.3533e+09  
   298  2.3542e+07  1.9863e+02  3.3656e+09  
   299  2.3535e+07  1.9865e+02  3.3779e+09  
   300  2.3529e+07  1.9866e+02  3.3902e+09  
   301  2.3523e+07  1.9867e+02  3.4025e+09  
   302  2.3517e+07  1.9868e+02  3.4148e+09  
   303  2.3511e+07  1.9869e+02  3.4271e+09  
   304  2.3504e+07  1.9871e+02  3.4394e+09  
   305  2.3498e+07  1.9872e+02  3.4517e+09  
   306  2.3492e+07  1.9873e+02  3.4640e+09  
   307  2.3486e+07  1.9874e+02  3.4764e+09  
   308  2.3480e+07  1.9876e+02  3.4887e+09  
   309  2.3473e+07  1.9877e+02  3.5010e+09  
   310  2.3467e+07  1.9878e+02  3.5134e+09  
   311  2.3461e+07  1.9879e+02  3.5257e+09  
   312  2.3455e+07  1.9881e+02  3.5381e+09  
   313  2.3449e+07  1.9882e+02  3.5505e+09  
   314  2.3442e+07  1.9883e+02  3.5628e+09  
   315  2.3436e+07  1.9884e+02  3.5752e+09  
   316  2.3430e+07  1.9886e+02  3.5876e+09  
   317  2.3424e+07  1.9887e+02  3.6000e+09  
   318  2.3418e+07  1.9888e+02  3.6124e+09  
   319  2.3411e+07  1.9889e+02  3.6248e+09  
   320  2.3405e+07  1.9891e+02  3.6372e+09  
   321  2.3399e+07  1.9892e+02  3.6496e+09  
   322  2.3393e+07  1.9893e+02  3.6621e+09  
   323  2.3387e+07  1.9894e+02  3.6745e+09  
   324  2.3380e+07  1.9896e+02  3.6869e+09  
   325  2.3374e+07  1.9897e+02  3.6994e+09  
   326  2.3368e+07  1.9898e+02  3.7118e+09  
   327  2.3362e+07  1.9900e+02  3.7243e+09  
   328  2.3356e+07  1.9901e+02  3.7367e+09  
   329  2.3349e+07  1.9902e+02  3.7492e+09  
   330  2.3343e+07  1.9903e+02  3.7617e+09  
   331  2.3337e+07  1.9905e+02  3.7742e+09  
   332  2.3331e+07  1.9906e+02  3.7866e+09  
   333  2.3325e+07  1.9907e+02  3.7991e+09  
   334  2.3318e+07  1.9909e+02  3.8116e+09  
   335  2.3312e+07  1.9910e+02  3.8241e+09  
   336  2.3306e+07  1.9911e+02  3.8367e+09  
   337  2.3300e+07  1.9913e+02  3.8492e+09  
   338  2.3294e+07  1.9914e+02  3.8617e+09  
   339  2.3287e+07  1.9915e+02  3.8742e+09  
   340  2.3281e+07  1.9917e+02  3.8868e+09  
   341  2.3275e+07  1.9918e+02  3.8993e+09  
   342  2.3269e+07  1.9919e+02  3.9119e+09  
   343  2.3263e+07  1.9920e+02  3.9244e+09  
   344  2.3256e+07  1.9922e+02  3.9370e+09  
   345  2.3250e+07  1.9923e+02  3.9496e+09  
   346  2.3244e+07  1.9924e+02  3.9621e+09  
   347  2.3238e+07  1.9926e+02  3.9747e+09  
   348  2.3232e+07  1.9927e+02  3.9873e+09  
   349  2.3225e+07  1.9929e+02  3.9999e+09  
   350  2.3219e+07  1.9930e+02  4.0125e+09  
   351  2.3213e+07  1.9931e+02  4.0251e+09  
   352  2.3207e+07  1.9933e+02  4.0377e+09  
   353  2.3201e+07  1.9934e+02  4.0503e+09  
   354  2.3194e+07  1.9935e+02  4.0630e+09  
   355  2.3188e+07  1.9937e+02  4.0756e+09  
   356  2.3182e+07  1.9938e+02  4.0882e+09  
   357  2.3176e+07  1.9939e+02  4.1009e+09  
   358  2.3170e+07  1.9941e+02  4.1135e+09  
   359  2.3163e+07  1.9942e+02  4.1262e+09  
   360  2.3157e+07  1.9943e+02  4.1389e+09  
   361  2.3151e+07  1.9945e+02  4.1515e+09  
   362  2.3145e+07  1.9946e+02  4.1642e+09  
   363  2.3139e+07  1.9948e+02  4.1769e+09  
   364  2.3132e+07  1.9949e+02  4.1896e+09  
   365  2.3126e+07  1.9950e+02  4.2023e+09  
   366  2.3120e+07  1.9952e+02  4.2150e+09  
   367  2.3114e+07  1.9953e+02  4.2277e+09  
   368  2.3108e+07  1.9955e+02  4.2404e+09  
   369  2.3101e+07  1.9956e+02  4.2532e+09  
   370  2.3095e+07  1.9957e+02  4.2659e+09  
   371  2.3089e+07  1.9959e+02  4.2786e+09  
   372  2.3083e+07  1.9960e+02  4.2914e+09  
   373  2.3077e+07  1.9962e+02  4.3041e+09  
   374  2.3070e+07  1.9963e+02  4.3169e+09  
   375  2.3064e+07  1.9964e+02  4.3297e+09  
   376  2.3058e+07  1.9966e+02  4.3424e+09  
   377  2.3052e+07  1.9967e+02  4.3552e+09  
   378  2.3046e+07  1.9969e+02  4.3680e+09  
   379  2.3039e+07  1.9970e+02  4.3808e+09  
   380  2.3033e+07  1.9972e+02  4.3936e+09  
   381  2.3027e+07  1.9973e+02  4.4064e+09  
   382  2.3021e+07  1.9975e+02  4.4192e+09  
   383  2.3015e+07  1.9976e+02  4.4320e+09  
   384  2.3008e+07  1.9977e+02  4.4449e+09  
   385  2.3002e+07  1.9979e+02  4.4577e+09  
   386  2.2996e+07  1.9980e+02  4.4705e+09  
   387  2.2990e+07  1.9982e+02  4.4834e+09  
   388  2.2984e+07  1.9983e+02  4.4962e+09  
   389  2.2977e+07  1.9985e+02  4.5091e+09  
   390  2.2971e+07  1.9986e+02  4.5220e+09  
   391  2.2965e+07  1.9988e+02  4.5348e+09  
   392  2.2959e+07  1.9989e+02  4.5477e+09  
   393  2.2953e+07  1.9991e+02  4.5606e+09  
   394  2.2947e+07  1.9992e+02  4.5735e+09  
   395  2.2940e+07  1.9994e+02  4.5864e+09  
   396  2.2934e+07  1.9995e+02  4.5993e+09  
   397  2.2928e+07  1.9997e+02  4.6122e+09  
   398  2.2922e+07  1.9998e+02  4.6251e+09  
   399  2.2916e+07  2.0000e+02  4.6381e+09  
   400  2.2909e+07  2.0001e+02  4.6510e+09  
   401  2.2903e+07  2.0003e+02  4.6639e+09  
   402  2.2897e+07  2.0004e+02  4.6769e+09  
   403  2.2891e+07  2.0006e+02  4.6898e+09  
   404  2.2885e+07  2.0007e+02  4.7028e+09  
   405  2.2878e+07  2.0009e+02  4.7158e+09  
   406  2.2872e+07  2.0010e+02  4.7287e+09  
   407  2.2866e+07  2.0012e+02  4.7417e+09  
   408  2.2860e+07  2.0013e+02  4.7547e+09  
   409  2.2854e+07  2.0015e+02  4.7677e+09  
   410  2.2847e+07  2.0016e+02  4.7807e+09  
   411  2.2841e+07  2.0018e+02  4.7937e+09  
   412  2.2835e+07  2.0019e+02  4.8067e+09  
   413  2.2829e+07  2.0021e+02  4.8198e+09  
   414  2.2823e+07  2.0022e+02  4.8328e+09  
   415  2.2816e+07  2.0024e+02  4.8458e+09  
   416  2.2810e+07  2.0026e+02  4.8589e+09  
   417  2.2804e+07  2.0027e+02  4.8719e+09  
   418  2.2798e+07  2.0029e+02  4.8850e+09  
   419  2.2792e+07  2.0030e+02  4.8981e+09  
   420  2.2785e+07  2.0032e+02  4.9111e+09  
   421  2.2779e+07  2.0033e+02  4.9242e+09  
   422  2.2773e+07  2.0035e+02  4.9373e+09  
   423  2.2767e+07  2.0037e+02  4.9504e+09  
   424  2.2761e+07  2.0038e+02  4.9635e+09  
   425  2.2754e+07  2.0040e+02  4.9766e+09  
   426  2.2748e+07  2.0041e+02  4.9897e+09  
   427  2.2742e+07  2.0043e+02  5.0028e+09  
   428  2.2736e+07  2.0045e+02  5.0160e+09  
   429  2.2730e+07  2.0046e+02  5.0291e+09  
   430  2.2723e+07  2.0048e+02  5.0422e+09  
   431  2.2717e+07  2.0049e+02  5.0554e+09  
   432  2.2711e+07  2.0051e+02  5.0685e+09  
   433  2.2705e+07  2.0053e+02  5.0817e+09  
   434  2.2699e+07  2.0054e+02  5.0949e+09  
   435  2.2692e+07  2.0056e+02  5.1081e+09  
   436  2.2686e+07  2.0058e+02  5.1212e+09  
   437  2.2680e+07  2.0059e+02  5.1344e+09  
   438  2.2674e+07  2.0061e+02  5.1476e+09  
   439  2.2668e+07  2.0062e+02  5.1608e+09  
   440  2.2661e+07  2.0064e+02  5.1741e+09  
   441  2.2655e+07  2.0066e+02  5.1873e+09  
   442  2.2649e+07  2.0067e+02  5.2005e+09  
   443  2.2643e+07  2.0069e+02  5.2138e+09  
   444  2.2637e+07  2.0071e+02  5.2270e+09  
   445  2.2630e+07  2.0072e+02  5.2402e+09  
   446  2.2624e+07  2.0074e+02  5.2535e+09  
   447  2.2618e+07  2.0076e+02  5.2668e+09  
   448  2.2612e+07  2.0077e+02  5.2800e+09  
   449  2.2606e+07  2.0079e+02  5.2933e+09  
   450  2.2599e+07  2.0081e+02  5.3066e+09  
   451  2.2593e+07  2.0082e+02  5.3199e+09  
   452  2.2587e+07  2.0084e+02  5.3332e+09  
   453  2.2581e+07  2.0086e+02  5.3465e+09  
   454  2.2575e+07  2.0088e+02  5.3598e+09  
   455  2.2568e+07  2.0089e+02  5.3731e+09  
   456  2.2562e+07  2.0091e+02  5.3865e+09  
   457  2.2556e+07  2.0093e+02  5.3998e+09  
   458  2.2550e+07  2.0094e+02  5.4132e+09  
   459  2.2544e+07  2.0096e+02  5.4265e+09  
   460  2.2537e+07  2.0098e+02  5.4399e+09  
   461  2.2531e+07  2.0100e+02  5.4532e+09  
   462  2.2525e+07  2.0101e+02  5.4666e+09  
   463  2.2519e+07  2.0103e+02  5.4800e+09  
   464  2.2513e+07  2.0105e+02  5.4934e+09  
   465  2.2506e+07  2.0107e+02  5.5068e+09  
   466  2.2500e+07  2.0108e+02  5.5202e+09  
   467  2.2494e+07  2.0110e+02  5.5336e+09  
   468  2.2488e+07  2.0112e+02  5.5470e+09  
   469  2.2482e+07  2.0114e+02  5.5604e+09  
   470  2.2475e+07  2.0115e+02  5.5739e+09  
   471  2.2469e+07  2.0117e+02  5.5873e+09  
