# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.681327149505273e+25 kg
# Mean radius       s0 = 2.538871e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.225849
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000570.928990
# J2  =  3509.293304
# J4  =   -35.742893
# J6  =     0.631522
# J8  =    -0.016567
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
  1009  1.9135e+07  2.4589e+02  1.2343e+10  
  1010  1.9128e+07  2.4682e+02  1.2365e+10  
  1011  1.9122e+07  2.4777e+02  1.2388e+10  
  1012  1.9116e+07  2.4874e+02  1.2410e+10  
  1013  1.9110e+07  2.4974e+02  1.2432e+10  
  1014  1.9104e+07  2.5075e+02  1.2455e+10  
  1015  1.9097e+07  2.5178e+02  1.2478e+10  
  1016  1.9091e+07  2.5284e+02  1.2500e+10  
  1017  1.9085e+07  2.5392e+02  1.2523e+10  
  1018  1.9079e+07  2.5502e+02  1.2546e+10  
  1019  1.9073e+07  2.5615e+02  1.2569e+10  
  1020  1.9066e+07  2.5730e+02  1.2592e+10  
  1021  1.9060e+07  2.5848e+02  1.2616e+10  
  1022  1.9054e+07  2.5969e+02  1.2639e+10  
  1023  1.9048e+07  2.6093e+02  1.2663e+10  
  1024  1.9042e+07  2.6219e+02  1.2686e+10  
  1025  1.9035e+07  2.6348e+02  1.2710e+10  
  1026  1.9029e+07  2.6481e+02  1.2734e+10  
  1027  1.9023e+07  2.6617e+02  1.2758e+10  
  1028  1.9017e+07  2.6756e+02  1.2782e+10  
  1029  1.9011e+07  2.6898e+02  1.2807e+10  
  1030  1.9004e+07  2.7044e+02  1.2831e+10  
  1031  1.8998e+07  2.7194e+02  1.2856e+10  
  1032  1.8992e+07  2.7348e+02  1.2881e+10  
  1033  1.8986e+07  2.7506e+02  1.2906e+10  
  1034  1.8980e+07  2.7668e+02  1.2931e+10  
  1035  1.8973e+07  2.7835e+02  1.2956e+10  
  1036  1.8967e+07  2.8006e+02  1.2981e+10  
  1037  1.8961e+07  2.8181e+02  1.3007e+10  
  1038  1.8955e+07  2.8362e+02  1.3033e+10  
  1039  1.8949e+07  2.8548e+02  1.3059e+10  
  1040  1.8942e+07  2.8739e+02  1.3085e+10  
  1041  1.8936e+07  2.8936e+02  1.3111e+10  
  1042  1.8930e+07  2.9139e+02  1.3138e+10  
  1043  1.8924e+07  2.9348e+02  1.3165e+10  
  1044  1.8918e+07  2.9563e+02  1.3192e+10  
  1045  1.8911e+07  2.9785e+02  1.3219e+10  
  1046  1.8905e+07  3.0014e+02  1.3246e+10  
  1047  1.8899e+07  3.0250e+02  1.3274e+10  
  1048  1.8893e+07  3.0494e+02  1.3302e+10  
  1049  1.8887e+07  3.0747e+02  1.3330e+10  
  1050  1.8880e+07  3.1007e+02  1.3358e+10  
  1051  1.8874e+07  3.1277e+02  1.3387e+10  
  1052  1.8868e+07  3.1556e+02  1.3416e+10  
  1053  1.8862e+07  3.1845e+02  1.3445e+10  
  1054  1.8856e+07  3.2145e+02  1.3474e+10  
  1055  1.8849e+07  3.2455e+02  1.3504e+10  
  1056  1.8843e+07  3.2777e+02  1.3534e+10  
  1057  1.8837e+07  3.3111e+02  1.3565e+10  
  1058  1.8831e+07  3.3459e+02  1.3595e+10  
  1059  1.8825e+07  3.3820e+02  1.3626e+10  
  1060  1.8818e+07  3.4196e+02  1.3658e+10  
  1061  1.8812e+07  3.4587e+02  1.3690e+10  
  1062  1.8806e+07  3.4994e+02  1.3722e+10  
  1063  1.8800e+07  3.5419e+02  1.3754e+10  
  1064  1.8794e+07  3.5863e+02  1.3787e+10  
  1065  1.8787e+07  3.6326e+02  1.3821e+10  
  1066  1.8781e+07  3.6811e+02  1.3855e+10  
  1067  1.8775e+07  3.7318e+02  1.3889e+10  
  1068  1.8769e+07  3.7849e+02  1.3924e+10  
  1069  1.8763e+07  3.8406e+02  1.3959e+10  
  1070  1.8756e+07  3.8991e+02  1.3995e+10  
  1071  1.8750e+07  3.9606e+02  1.4032e+10  
  1072  1.8744e+07  4.0253e+02  1.4069e+10  
  1073  1.8738e+07  4.0934e+02  1.4107e+10  
  1074  1.8732e+07  4.1653e+02  1.4145e+10  
  1075  1.8725e+07  4.2413e+02  1.4184e+10  
  1076  1.8719e+07  4.3216e+02  1.4224e+10  
  1077  1.8713e+07  4.4067e+02  1.4265e+10  
  1078  1.8707e+07  4.4969e+02  1.4306e+10  
  1079  1.8701e+07  4.5929e+02  1.4349e+10  
  1080  1.8694e+07  4.6949e+02  1.4392e+10  
  1081  1.8688e+07  4.8038e+02  1.4436e+10  
  1082  1.8682e+07  4.9200e+02  1.4482e+10  
  1083  1.8676e+07  5.0444e+02  1.4528e+10  
  1084  1.8670e+07  5.1777e+02  1.4576e+10  
  1085  1.8663e+07  5.3209e+02  1.4625e+10  
  1086  1.8657e+07  5.4751e+02  1.4676e+10  
  1087  1.8651e+07  5.6414e+02  1.4728e+10  
  1088  1.8645e+07  5.8212e+02  1.4782e+10  
  1089  1.8639e+07  6.0160e+02  1.4837e+10  
  1090  1.8632e+07  6.2276e+02  1.4895e+10  
  1091  1.8626e+07  6.4579e+02  1.4954e+10  
  1092  1.8620e+07  6.7091e+02  1.5016e+10  
  1093  1.8614e+07  6.9837e+02  1.5080e+10  
  1094  1.8608e+07  7.2846e+02  1.5147e+10  
  1095  1.8601e+07  7.6146e+02  1.5217e+10  
  1096  1.8595e+07  7.9773e+02  1.5291e+10  
  1097  1.8589e+07  8.3760e+02  1.5368e+10  
  1098  1.8583e+07  8.8146e+02  1.5449e+10  
  1099  1.8577e+07  9.2964e+02  1.5534e+10  
  1100  1.8570e+07  9.8247e+02  1.5624e+10  
  1101  1.8564e+07  1.0402e+03  1.5719e+10  
  1102  1.8558e+07  1.1029e+03  1.5820e+10  
  1103  1.8552e+07  1.1705e+03  1.5928e+10  
  1104  1.8546e+07  1.2426e+03  1.6041e+10  
  1105  1.8539e+07  1.3186e+03  1.6162e+10  
  1106  1.8533e+07  1.3975e+03  1.6290e+10  
  1107  1.8527e+07  1.4781e+03  1.6426e+10  
  1108  1.8521e+07  1.5589e+03  1.6569e+10  
  1109  1.8515e+07  1.6385e+03  1.6720e+10  
  1110  1.8508e+07  1.7155e+03  1.6879e+10  
  1111  1.8502e+07  1.7890e+03  1.7044e+10  
  1112  1.8496e+07  1.8581e+03  1.7216e+10  
  1113  1.8490e+07  1.9225e+03  1.7395e+10  
  1114  1.8484e+07  1.9818e+03  1.7579e+10  
  1115  1.8477e+07  2.0362e+03  1.7769e+10  
  1116  1.8471e+07  2.0859e+03  1.7964e+10  
  1117  1.8465e+07  2.1311e+03  1.8163e+10  
  1118  1.8459e+07  2.1723e+03  1.8366e+10  
  1119  1.8453e+07  2.2097e+03  1.8573e+10  
  1120  1.8446e+07  2.2437e+03  1.8783e+10  
  1121  1.8440e+07  2.2747e+03  1.8997e+10  
  1122  1.8434e+07  2.3030e+03  1.9213e+10  
  1123  1.8428e+07  2.3289e+03  1.9432e+10  
  1124  1.8422e+07  2.3525e+03  1.9653e+10  
  1125  1.8415e+07  2.3743e+03  1.9876e+10  
  1126  1.8409e+07  2.3943e+03  2.0101e+10  
  1127  1.8403e+07  2.4128e+03  2.0327e+10  
  1128  1.8397e+07  2.4298e+03  2.0556e+10  
  1129  1.8391e+07  2.4456e+03  2.0786e+10  
  1130  1.8384e+07  2.4603e+03  2.1017e+10  
  1131  1.8378e+07  2.4739e+03  2.1250e+10  
  1132  1.8372e+07  2.4866e+03  2.1484e+10  
  1133  1.8366e+07  2.4985e+03  2.1719e+10  
  1134  1.8360e+07  2.5096e+03  2.1955e+10  
  1135  1.8354e+07  2.5201e+03  2.2192e+10  
  1136  1.8347e+07  2.5298e+03  2.2430e+10  
  1137  1.8341e+07  2.5391e+03  2.2668e+10  
  1138  1.8335e+07  2.5477e+03  2.2908e+10  
  1139  1.8329e+07  2.5559e+03  2.3148e+10  
  1140  1.8323e+07  2.5636e+03  2.3389e+10  
  1141  1.8316e+07  2.5710e+03  2.3631e+10  
  1142  1.8310e+07  2.5779e+03  2.3873e+10  
  1143  1.8304e+07  2.5845e+03  2.4116e+10  
  1144  1.8298e+07  2.5907e+03  2.4360e+10  
  1145  1.8292e+07  2.5967e+03  2.4604e+10  
  1146  1.8285e+07  2.6023e+03  2.4848e+10  
  1147  1.8279e+07  2.6077e+03  2.5093e+10  
  1148  1.8273e+07  2.6129e+03  2.5338e+10  
  1149  1.8267e+07  2.6178e+03  2.5584e+10  
  1150  1.8261e+07  2.6225e+03  2.5830e+10  
  1151  1.8254e+07  2.6270e+03  2.6077e+10  
  1152  1.8248e+07  2.6313e+03  2.6324e+10  
  1153  1.8242e+07  2.6354e+03  2.6571e+10  
  1154  1.8236e+07  2.6394e+03  2.6819e+10  
  1155  1.8230e+07  2.6432e+03  2.7067e+10  
  1156  1.8223e+07  2.6469e+03  2.7315e+10  
  1157  1.8217e+07  2.6504e+03  2.7563e+10  
  1158  1.8211e+07  2.6538e+03  2.7812e+10  
  1159  1.8205e+07  2.6570e+03  2.8061e+10  
  1160  1.8199e+07  2.6602e+03  2.8310e+10  
  1161  1.8192e+07  2.6632e+03  2.8560e+10  
  1162  1.8186e+07  2.6661e+03  2.8810e+10  
  1163  1.8180e+07  2.6690e+03  2.9060e+10  
  1164  1.8174e+07  2.6717e+03  2.9310e+10  
  1165  1.8168e+07  2.6743e+03  2.9560e+10  
  1166  1.8161e+07  2.6769e+03  2.9811e+10  
  1167  1.8155e+07  2.6793e+03  3.0061e+10  
  1168  1.8149e+07  2.6817e+03  3.0312e+10  
  1169  1.8143e+07  2.6840e+03  3.0563e+10  
  1170  1.8137e+07  2.6863e+03  3.0814e+10  
  1171  1.8130e+07  2.6885e+03  3.1066e+10  
  1172  1.8124e+07  2.6906e+03  3.1317e+10  
  1173  1.8118e+07  2.6926e+03  3.1569e+10  
  1174  1.8112e+07  2.6946e+03  3.1820e+10  
  1175  1.8106e+07  2.6965e+03  3.2072e+10  
  1176  1.8099e+07  2.6984e+03  3.2324e+10  
  1177  1.8093e+07  2.7002e+03  3.2576e+10  
  1178  1.8087e+07  2.7020e+03  3.2829e+10  
  1179  1.8081e+07  2.7037e+03  3.3081e+10  
  1180  1.8075e+07  2.7054e+03  3.3333e+10  
  1181  1.8068e+07  2.7071e+03  3.3586e+10  
  1182  1.8062e+07  2.7087e+03  3.3838e+10  
  1183  1.8056e+07  2.7102e+03  3.4091e+10  
  1184  1.8050e+07  2.7117e+03  3.4344e+10  
  1185  1.8044e+07  2.7132e+03  3.4597e+10  
  1186  1.8037e+07  2.7146e+03  3.4850e+10  
  1187  1.8031e+07  2.7160e+03  3.5102e+10  
  1188  1.8025e+07  2.7174e+03  3.5356e+10  
  1189  1.8019e+07  2.7187e+03  3.5609e+10  
  1190  1.8013e+07  2.7201e+03  3.5862e+10  
  1191  1.8006e+07  2.7213e+03  3.6115e+10  
  1192  1.8000e+07  2.7226e+03  3.6368e+10  
  1193  1.7994e+07  2.7238e+03  3.6622e+10  
  1194  1.7988e+07  2.7250e+03  3.6875e+10  
  1195  1.7982e+07  2.7261e+03  3.7128e+10  
  1196  1.7975e+07  2.7273e+03  3.7382e+10  
  1197  1.7969e+07  2.7284e+03  3.7635e+10  
  1198  1.7963e+07  2.7295e+03  3.7889e+10  
  1199  1.7957e+07  2.7305e+03  3.8143e+10  
  1200  1.7951e+07  2.7316e+03  3.8396e+10  
  1201  1.7944e+07  2.7326e+03  3.8650e+10  
  1202  1.7938e+07  2.7336e+03  3.8904e+10  
  1203  1.7932e+07  2.7346e+03  3.9157e+10  
  1204  1.7926e+07  2.7356e+03  3.9411e+10  
  1205  1.7920e+07  2.7365e+03  3.9665e+10  
  1206  1.7913e+07  2.7374e+03  3.9919e+10  
  1207  1.7907e+07  2.7383e+03  4.0172e+10  
  1208  1.7901e+07  2.7392e+03  4.0426e+10  
  1209  1.7895e+07  2.7401e+03  4.0680e+10  
  1210  1.7889e+07  2.7409e+03  4.0934e+10  
  1211  1.7882e+07  2.7418e+03  4.1188e+10  
  1212  1.7876e+07  2.7426e+03  4.1442e+10  
  1213  1.7870e+07  2.7434e+03  4.1696e+10  
  1214  1.7864e+07  2.7442e+03  4.1949e+10  
  1215  1.7858e+07  2.7450e+03  4.2203e+10  
  1216  1.7851e+07  2.7457e+03  4.2457e+10  
  1217  1.7845e+07  2.7465e+03  4.2711e+10  
  1218  1.7839e+07  2.7472e+03  4.2965e+10  
  1219  1.7833e+07  2.7479e+03  4.3219e+10  
  1220  1.7827e+07  2.7486e+03  4.3473e+10  
  1221  1.7820e+07  2.7493e+03  4.3727e+10  
  1222  1.7814e+07  2.7500e+03  4.3981e+10  
  1223  1.7808e+07  2.7507e+03  4.4235e+10  
  1224  1.7802e+07  2.7514e+03  4.4489e+10  
  1225  1.7796e+07  2.7520e+03  4.4743e+10  
  1226  1.7789e+07  2.7527e+03  4.4997e+10  
  1227  1.7783e+07  2.7533e+03  4.5251e+10  
  1228  1.7777e+07  2.7539e+03  4.5504e+10  
  1229  1.7771e+07  2.7545e+03  4.5758e+10  
  1230  1.7765e+07  2.7551e+03  4.6012e+10  
  1231  1.7758e+07  2.7557e+03  4.6266e+10  
  1232  1.7752e+07  2.7563e+03  4.6520e+10  
  1233  1.7746e+07  2.7569e+03  4.6774e+10  
  1234  1.7740e+07  2.7574e+03  4.7028e+10  
  1235  1.7734e+07  2.7580e+03  4.7282e+10  
  1236  1.7727e+07  2.7585e+03  4.7535e+10  
  1237  1.7721e+07  2.7591e+03  4.7789e+10  
  1238  1.7715e+07  2.7596e+03  4.8043e+10  
  1239  1.7709e+07  2.7601e+03  4.8297e+10  
  1240  1.7703e+07  2.7607e+03  4.8550e+10  
  1241  1.7696e+07  2.7612e+03  4.8804e+10  
  1242  1.7690e+07  2.7617e+03  4.9058e+10  
  1243  1.7684e+07  2.7622e+03  4.9312e+10  
  1244  1.7678e+07  2.7627e+03  4.9565e+10  
  1245  1.7672e+07  2.7631e+03  4.9819e+10  
  1246  1.7665e+07  2.7636e+03  5.0073e+10  
  1247  1.7659e+07  2.7641e+03  5.0326e+10  
  1248  1.7653e+07  2.7645e+03  5.0580e+10  
  1249  1.7647e+07  2.7650e+03  5.0833e+10  
  1250  1.7641e+07  2.7654e+03  5.1087e+10  
  1251  1.7634e+07  2.7659e+03  5.1340e+10  
  1252  1.7628e+07  2.7663e+03  5.1594e+10  
  1253  1.7622e+07  2.7667e+03  5.1847e+10  
  1254  1.7616e+07  2.7672e+03  5.2101e+10  
  1255  1.7610e+07  2.7676e+03  5.2354e+10  
  1256  1.7603e+07  2.7680e+03  5.2607e+10  
  1257  1.7597e+07  2.7684e+03  5.2861e+10  
  1258  1.7591e+07  2.7688e+03  5.3114e+10  
  1259  1.7585e+07  2.7692e+03  5.3367e+10  
  1260  1.7579e+07  2.7696e+03  5.3621e+10  
  1261  1.7573e+07  2.7700e+03  5.3874e+10  
  1262  1.7566e+07  2.7704e+03  5.4127e+10  
  1263  1.7560e+07  2.7708e+03  5.4380e+10  
  1264  1.7554e+07  2.7711e+03  5.4633e+10  
  1265  1.7548e+07  2.7715e+03  5.4886e+10  
  1266  1.7542e+07  2.7719e+03  5.5139e+10  
  1267  1.7535e+07  2.7722e+03  5.5392e+10  
  1268  1.7529e+07  2.7726e+03  5.5645e+10  
  1269  1.7523e+07  2.7729e+03  5.5898e+10  
  1270  1.7517e+07  2.7733e+03  5.6151e+10  
  1271  1.7511e+07  2.7736e+03  5.6404e+10  
  1272  1.7504e+07  2.7740e+03  5.6657e+10  
  1273  1.7498e+07  2.7743e+03  5.6910e+10  
  1274  1.7492e+07  2.7746e+03  5.7163e+10  
  1275  1.7486e+07  2.7750e+03  5.7415e+10  
  1276  1.7480e+07  2.7753e+03  5.7668e+10  
  1277  1.7473e+07  2.7756e+03  5.7921e+10  
  1278  1.7467e+07  2.7759e+03  5.8173e+10  
  1279  1.7461e+07  2.7762e+03  5.8426e+10  
  1280  1.7455e+07  2.7765e+03  5.8679e+10  
  1281  1.7449e+07  2.7768e+03  5.8931e+10  
  1282  1.7442e+07  2.7771e+03  5.9184e+10  
  1283  1.7436e+07  2.7774e+03  5.9436e+10  
  1284  1.7430e+07  2.7777e+03  5.9688e+10  
  1285  1.7424e+07  2.7780e+03  5.9941e+10  
  1286  1.7418e+07  2.7783e+03  6.0193e+10  
  1287  1.7411e+07  2.7786e+03  6.0445e+10  
  1288  1.7405e+07  2.7789e+03  6.0698e+10  
  1289  1.7399e+07  2.7792e+03  6.0950e+10  
  1290  1.7393e+07  2.7794e+03  6.1202e+10  
  1291  1.7387e+07  2.7797e+03  6.1454e+10  
  1292  1.7380e+07  2.7800e+03  6.1706e+10  
  1293  1.7374e+07  2.7803e+03  6.1958e+10  
  1294  1.7368e+07  2.7805e+03  6.2210e+10  
  1295  1.7362e+07  2.7808e+03  6.2462e+10  
  1296  1.7356e+07  2.7811e+03  6.2714e+10  
  1297  1.7349e+07  2.7813e+03  6.2966e+10  
  1298  1.7343e+07  2.7816e+03  6.3217e+10  
  1299  1.7337e+07  2.7818e+03  6.3469e+10  
  1300  1.7331e+07  2.7821e+03  6.3721e+10  
  1301  1.7325e+07  2.7823e+03  6.3973e+10  
  1302  1.7318e+07  2.7826e+03  6.4224e+10  
  1303  1.7312e+07  2.7828e+03  6.4476e+10  
  1304  1.7306e+07  2.7831e+03  6.4727e+10  
  1305  1.7300e+07  2.7833e+03  6.4979e+10  
  1306  1.7294e+07  2.7835e+03  6.5230e+10  
  1307  1.7287e+07  2.7838e+03  6.5482e+10  
  1308  1.7281e+07  2.7840e+03  6.5733e+10  
  1309  1.7275e+07  2.7842e+03  6.5984e+10  
  1310  1.7269e+07  2.7845e+03  6.6236e+10  
  1311  1.7263e+07  2.7847e+03  6.6487e+10  
  1312  1.7256e+07  2.7849e+03  6.6738e+10  
  1313  1.7250e+07  2.7851e+03  6.6989e+10  
  1314  1.7244e+07  2.7853e+03  6.7240e+10  
  1315  1.7238e+07  2.7856e+03  6.7491e+10  
  1316  1.7232e+07  2.7858e+03  6.7742e+10  
  1317  1.7225e+07  2.7860e+03  6.7993e+10  
  1318  1.7219e+07  2.7862e+03  6.8244e+10  
  1319  1.7213e+07  2.7864e+03  6.8495e+10  
  1320  1.7207e+07  2.7866e+03  6.8746e+10  
  1321  1.7201e+07  2.7868e+03  6.8996e+10  
  1322  1.7194e+07  2.7870e+03  6.9247e+10  
  1323  1.7188e+07  2.7872e+03  6.9498e+10  
  1324  1.7182e+07  2.7874e+03  6.9748e+10  
  1325  1.7176e+07  2.7876e+03  6.9999e+10  
  1326  1.7170e+07  2.7878e+03  7.0249e+10  
  1327  1.7163e+07  2.7880e+03  7.0500e+10  
  1328  1.7157e+07  2.7882e+03  7.0750e+10  
  1329  1.7151e+07  2.7884e+03  7.1000e+10  
  1330  1.7145e+07  2.7886e+03  7.1251e+10  
  1331  1.7139e+07  2.7888e+03  7.1501e+10  
  1332  1.7132e+07  2.7890e+03  7.1751e+10  
  1333  1.7126e+07  2.7892e+03  7.2001e+10  
  1334  1.7120e+07  2.7894e+03  7.2251e+10  
  1335  1.7114e+07  2.7895e+03  7.2501e+10  
  1336  1.7108e+07  2.7897e+03  7.2751e+10  
  1337  1.7101e+07  2.7899e+03  7.3001e+10  
  1338  1.7095e+07  2.7901e+03  7.3251e+10  
  1339  1.7089e+07  2.7903e+03  7.3501e+10  
  1340  1.7083e+07  2.7904e+03  7.3751e+10  
  1341  1.7077e+07  2.7906e+03  7.4000e+10  
  1342  1.7070e+07  2.7908e+03  7.4250e+10  
  1343  1.7064e+07  2.7909e+03  7.4500e+10  
  1344  1.7058e+07  2.7911e+03  7.4749e+10  
  1345  1.7052e+07  2.7913e+03  7.4999e+10  
  1346  1.7046e+07  2.7915e+03  7.5248e+10  
  1347  1.7039e+07  2.7916e+03  7.5498e+10  
  1348  1.7033e+07  2.7918e+03  7.5747e+10  
  1349  1.7027e+07  2.7919e+03  7.5996e+10  
  1350  1.7021e+07  2.7921e+03  7.6245e+10  
  1351  1.7015e+07  2.7923e+03  7.6495e+10  
  1352  1.7008e+07  2.7924e+03  7.6744e+10  
  1353  1.7002e+07  2.7926e+03  7.6993e+10  
  1354  1.6996e+07  2.7927e+03  7.7242e+10  
  1355  1.6990e+07  2.7929e+03  7.7491e+10  
  1356  1.6984e+07  2.7931e+03  7.7740e+10  
  1357  1.6977e+07  2.7932e+03  7.7989e+10  
  1358  1.6971e+07  2.7934e+03  7.8237e+10  
  1359  1.6965e+07  2.7935e+03  7.8486e+10  
  1360  1.6959e+07  2.7937e+03  7.8735e+10  
  1361  1.6953e+07  2.7938e+03  7.8984e+10  
  1362  1.6946e+07  2.7940e+03  7.9232e+10  
  1363  1.6940e+07  2.7941e+03  7.9481e+10  
  1364  1.6934e+07  2.7943e+03  7.9729e+10  
  1365  1.6928e+07  2.7944e+03  7.9978e+10  
  1366  1.6922e+07  2.7946e+03  8.0226e+10  
  1367  1.6915e+07  2.7947e+03  8.0474e+10  
  1368  1.6909e+07  2.7948e+03  8.0723e+10  
  1369  1.6903e+07  2.7950e+03  8.0971e+10  
  1370  1.6897e+07  2.7951e+03  8.1219e+10  
  1371  1.6891e+07  2.7953e+03  8.1467e+10  
  1372  1.6884e+07  2.7954e+03  8.1715e+10  
  1373  1.6878e+07  2.7955e+03  8.1963e+10  
  1374  1.6872e+07  2.7957e+03  8.2211e+10  
  1375  1.6866e+07  2.7958e+03  8.2459e+10  
  1376  1.6860e+07  2.7959e+03  8.2707e+10  
  1377  1.6853e+07  2.7961e+03  8.2955e+10  
  1378  1.6847e+07  2.7962e+03  8.3202e+10  
  1379  1.6841e+07  2.7963e+03  8.3450e+10  
  1380  1.6835e+07  2.7965e+03  8.3698e+10  
  1381  1.6829e+07  2.7966e+03  8.3945e+10  
  1382  1.6822e+07  2.7967e+03  8.4193e+10  
  1383  1.6816e+07  2.7969e+03  8.4440e+10  
  1384  1.6810e+07  2.7970e+03  8.4687e+10  
  1385  1.6804e+07  2.7971e+03  8.4935e+10  
  1386  1.6798e+07  2.7972e+03  8.5182e+10  
  1387  1.6792e+07  2.7974e+03  8.5429e+10  
  1388  1.6785e+07  2.7975e+03  8.5676e+10  
  1389  1.6779e+07  2.7976e+03  8.5923e+10  
  1390  1.6773e+07  2.7977e+03  8.6171e+10  
  1391  1.6767e+07  2.7979e+03  8.6417e+10  
  1392  1.6761e+07  2.7980e+03  8.6664e+10  
  1393  1.6754e+07  2.7981e+03  8.6911e+10  
  1394  1.6748e+07  2.7982e+03  8.7158e+10  
  1395  1.6742e+07  2.7983e+03  8.7405e+10  
  1396  1.6736e+07  2.7985e+03  8.7652e+10  
  1397  1.6730e+07  2.7986e+03  8.7898e+10  
  1398  1.6723e+07  2.7987e+03  8.8145e+10  
  1399  1.6717e+07  2.7988e+03  8.8391e+10  
  1400  1.6711e+07  2.7989e+03  8.8638e+10  
  1401  1.6705e+07  2.7990e+03  8.8884e+10  
  1402  1.6699e+07  2.7992e+03  8.9131e+10  
  1403  1.6692e+07  2.7993e+03  8.9377e+10  
  1404  1.6686e+07  2.7994e+03  8.9623e+10  
  1405  1.6680e+07  2.7995e+03  8.9869e+10  
  1406  1.6674e+07  2.7996e+03  9.0115e+10  
  1407  1.6668e+07  2.7997e+03  9.0361e+10  
  1408  1.6661e+07  2.7998e+03  9.0607e+10  
  1409  1.6655e+07  2.7999e+03  9.0853e+10  
  1410  1.6649e+07  2.8000e+03  9.1099e+10  
  1411  1.6643e+07  2.8002e+03  9.1345e+10  
  1412  1.6637e+07  2.8003e+03  9.1591e+10  
  1413  1.6630e+07  2.8004e+03  9.1837e+10  
  1414  1.6624e+07  2.8005e+03  9.2082e+10  
  1415  1.6618e+07  2.8006e+03  9.2328e+10  
  1416  1.6612e+07  2.8007e+03  9.2573e+10  
  1417  1.6606e+07  2.8008e+03  9.2819e+10  
  1418  1.6599e+07  2.8009e+03  9.3064e+10  
  1419  1.6593e+07  2.8010e+03  9.3310e+10  
  1420  1.6587e+07  2.8011e+03  9.3555e+10  
  1421  1.6581e+07  2.8012e+03  9.3800e+10  
  1422  1.6575e+07  2.8013e+03  9.4046e+10  
  1423  1.6568e+07  2.8014e+03  9.4291e+10  
  1424  1.6562e+07  2.8015e+03  9.4536e+10  
  1425  1.6556e+07  2.8016e+03  9.4781e+10  
  1426  1.6550e+07  2.8017e+03  9.5026e+10  
  1427  1.6544e+07  2.8018e+03  9.5271e+10  
  1428  1.6537e+07  2.8019e+03  9.5515e+10  
  1429  1.6531e+07  2.8020e+03  9.5760e+10  
  1430  1.6525e+07  2.8021e+03  9.6005e+10  
  1431  1.6519e+07  2.8022e+03  9.6250e+10  
  1432  1.6513e+07  2.8023e+03  9.6494e+10  
  1433  1.6506e+07  2.8024e+03  9.6739e+10  
  1434  1.6500e+07  2.8025e+03  9.6983e+10  
  1435  1.6494e+07  2.8026e+03  9.7228e+10  
  1436  1.6488e+07  2.8027e+03  9.7472e+10  
  1437  1.6482e+07  2.8028e+03  9.7716e+10  
  1438  1.6475e+07  2.8029e+03  9.7961e+10  
  1439  1.6469e+07  2.8030e+03  9.8205e+10  
  1440  1.6463e+07  2.8030e+03  9.8449e+10  
  1441  1.6457e+07  2.8031e+03  9.8693e+10  
  1442  1.6451e+07  2.8032e+03  9.8937e+10  
  1443  1.6444e+07  2.8033e+03  9.9181e+10  
  1444  1.6438e+07  2.8034e+03  9.9425e+10  
  1445  1.6432e+07  2.8035e+03  9.9669e+10  
  1446  1.6426e+07  2.8036e+03  9.9913e+10  
  1447  1.6420e+07  2.8037e+03  1.0016e+11  
  1448  1.6413e+07  2.8038e+03  1.0040e+11  
  1449  1.6407e+07  2.8039e+03  1.0064e+11  
  1450  1.6401e+07  2.8039e+03  1.0089e+11  
  1451  1.6395e+07  2.8040e+03  1.0113e+11  
  1452  1.6389e+07  2.8041e+03  1.0137e+11  
  1453  1.6382e+07  2.8042e+03  1.0162e+11  
  1454  1.6376e+07  2.8043e+03  1.0186e+11  
  1455  1.6370e+07  2.8044e+03  1.0210e+11  
  1456  1.6364e+07  2.8045e+03  1.0235e+11  
  1457  1.6358e+07  2.8045e+03  1.0259e+11  
  1458  1.6351e+07  2.8046e+03  1.0283e+11  
  1459  1.6345e+07  2.8047e+03  1.0308e+11  
  1460  1.6339e+07  2.8048e+03  1.0332e+11  
  1461  1.6333e+07  2.8049e+03  1.0356e+11  
  1462  1.6327e+07  2.8050e+03  1.0380e+11  
  1463  1.6320e+07  2.8050e+03  1.0405e+11  
  1464  1.6314e+07  2.8051e+03  1.0429e+11  
  1465  1.6308e+07  2.8052e+03  1.0453e+11  
  1466  1.6302e+07  2.8053e+03  1.0478e+11  
  1467  1.6296e+07  2.8054e+03  1.0502e+11  
  1468  1.6289e+07  2.8055e+03  1.0526e+11  
  1469  1.6283e+07  2.8055e+03  1.0550e+11  
  1470  1.6277e+07  2.8056e+03  1.0575e+11  
  1471  1.6271e+07  2.8057e+03  1.0599e+11  
  1472  1.6265e+07  2.8058e+03  1.0623e+11  
  1473  1.6258e+07  2.8059e+03  1.0647e+11  
  1474  1.6252e+07  2.8059e+03  1.0671e+11  
  1475  1.6246e+07  2.8060e+03  1.0696e+11  
  1476  1.6240e+07  2.8061e+03  1.0720e+11  
  1477  1.6234e+07  2.8062e+03  1.0744e+11  
