# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.681198782268711e+25 kg
# Mean radius       s0 = 2.538871e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.226663
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000510.937028
# J2  =  3511.648568
# J4  =   -30.889968
# J6  =     0.446919
# J8  =    -0.010010
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
   162  2.4385e+07  8.7157e+01  7.7602e+08  
   163  2.4378e+07  8.7167e+01  7.8116e+08  
   164  2.4372e+07  8.7178e+01  7.8630e+08  
   165  2.4366e+07  8.7188e+01  7.9144e+08  
   166  2.4360e+07  8.7199e+01  7.9659e+08  
   167  2.4354e+07  8.7209e+01  8.0174e+08  
   168  2.4347e+07  8.7219e+01  8.0689e+08  
   169  2.4341e+07  8.7230e+01  8.1205e+08  
   170  2.4335e+07  8.7240e+01  8.1721e+08  
   171  2.4329e+07  8.7251e+01  8.2237e+08  
   172  2.4323e+07  8.7261e+01  8.2753e+08  
   173  2.4316e+07  8.7272e+01  8.3270e+08  
   174  2.4310e+07  8.7283e+01  8.3787e+08  
   175  2.4304e+07  8.7293e+01  8.4304e+08  
   176  2.4298e+07  8.7304e+01  8.4822e+08  
   177  2.4292e+07  8.7314e+01  8.5340e+08  
   178  2.4285e+07  8.7325e+01  8.5859e+08  
   179  2.4279e+07  8.7336e+01  8.6377e+08  
   180  2.4273e+07  8.7346e+01  8.6896e+08  
   181  2.4267e+07  8.7357e+01  8.7415e+08  
   182  2.4261e+07  8.7368e+01  8.7935e+08  
   183  2.4254e+07  8.7379e+01  8.8455e+08  
   184  2.4248e+07  8.7390e+01  8.8975e+08  
   185  2.4242e+07  8.7400e+01  8.9496e+08  
   186  2.4236e+07  8.7411e+01  9.0016e+08  
   187  2.4230e+07  8.7422e+01  9.0538e+08  
   188  2.4223e+07  8.7433e+01  9.1059e+08  
   189  2.4217e+07  8.7444e+01  9.1581e+08  
   190  2.4211e+07  8.7455e+01  9.2103e+08  
   191  2.4205e+07  8.7466e+01  9.2625e+08  
   192  2.4199e+07  8.7477e+01  9.3148e+08  
   193  2.4192e+07  8.7488e+01  9.3671e+08  
   194  2.4186e+07  8.7499e+01  9.4194e+08  
   195  2.4180e+07  8.7510e+01  9.4718e+08  
   196  2.4174e+07  8.7521e+01  9.5242e+08  
   197  2.4168e+07  8.7532e+01  9.5766e+08  
   198  2.4161e+07  8.7543e+01  9.6291e+08  
   199  2.4155e+07  8.7554e+01  9.6816e+08  
   200  2.4149e+07  8.7565e+01  9.7341e+08  
   201  2.4143e+07  8.7577e+01  9.7867e+08  
   202  2.4137e+07  8.7588e+01  9.8393e+08  
   203  2.4130e+07  8.7599e+01  9.8919e+08  
   204  2.4124e+07  8.7610e+01  9.9445e+08  
   205  2.4118e+07  8.7622e+01  9.9972e+08  
   206  2.4112e+07  8.7633e+01  1.0050e+09  
   207  2.4106e+07  8.7644e+01  1.0103e+09  
   208  2.4099e+07  8.7656e+01  1.0155e+09  
   209  2.4093e+07  8.7667e+01  1.0208e+09  
   210  2.4087e+07  8.7678e+01  1.0261e+09  
   211  2.4081e+07  8.7690e+01  1.0314e+09  
   212  2.4075e+07  8.7701e+01  1.0367e+09  
   213  2.4068e+07  8.7713e+01  1.0420e+09  
   214  2.4062e+07  8.7724e+01  1.0473e+09  
   215  2.4056e+07  8.7736e+01  1.0526e+09  
   216  2.4050e+07  8.7747e+01  1.0579e+09  
   217  2.4044e+07  8.7759e+01  1.0632e+09  
   218  2.4037e+07  8.7770e+01  1.0685e+09  
   219  2.4031e+07  8.7782e+01  1.0738e+09  
   220  2.4025e+07  8.7794e+01  1.0791e+09  
   221  2.4019e+07  8.7805e+01  1.0845e+09  
   222  2.4013e+07  8.7817e+01  1.0898e+09  
   223  2.4006e+07  8.7829e+01  1.0951e+09  
   224  2.4000e+07  8.7841e+01  1.1004e+09  
   225  2.3994e+07  8.7852e+01  1.1058e+09  
   226  2.3988e+07  8.7864e+01  1.1111e+09  
   227  2.3982e+07  8.7876e+01  1.1164e+09  
   228  2.3975e+07  8.7888e+01  1.1218e+09  
   229  2.3969e+07  8.7900e+01  1.1271e+09  
   230  2.3963e+07  8.7912e+01  1.1325e+09  
   231  2.3957e+07  8.7923e+01  1.1378e+09  
   232  2.3951e+07  8.7935e+01  1.1432e+09  
   233  2.3944e+07  8.7947e+01  1.1486e+09  
   234  2.3938e+07  8.7959e+01  1.1539e+09  
   235  2.3932e+07  8.7971e+01  1.1593e+09  
   236  2.3926e+07  8.7984e+01  1.1647e+09  
   237  2.3920e+07  8.7996e+01  1.1700e+09  
   238  2.3913e+07  8.8008e+01  1.1754e+09  
   239  2.3907e+07  8.8020e+01  1.1808e+09  
   240  2.3901e+07  8.8032e+01  1.1862e+09  
   241  2.3895e+07  8.8044e+01  1.1916e+09  
   242  2.3889e+07  8.8056e+01  1.1970e+09  
   243  2.3882e+07  8.8069e+01  1.2023e+09  
   244  2.3876e+07  8.8081e+01  1.2077e+09  
   245  2.3870e+07  8.8093e+01  1.2131e+09  
   246  2.3864e+07  8.8106e+01  1.2185e+09  
   247  2.3858e+07  8.8118e+01  1.2240e+09  
   248  2.3852e+07  8.8130e+01  1.2294e+09  
   249  2.3845e+07  8.8143e+01  1.2348e+09  
   250  2.3839e+07  8.8155e+01  1.2402e+09  
   251  2.3833e+07  8.8168e+01  1.2456e+09  
   252  2.3827e+07  8.8180e+01  1.2510e+09  
   253  2.3821e+07  8.8193e+01  1.2565e+09  
   254  2.3814e+07  8.8205e+01  1.2619e+09  
   255  2.3808e+07  8.8218e+01  1.2673e+09  
   256  2.3802e+07  8.8230e+01  1.2728e+09  
   257  2.3796e+07  8.8243e+01  1.2782e+09  
   258  2.3790e+07  8.8256e+01  1.2837e+09  
   259  2.3783e+07  8.8268e+01  1.2891e+09  
   260  2.3777e+07  8.8281e+01  1.2946e+09  
   261  2.3771e+07  8.8294e+01  1.3000e+09  
   262  2.3765e+07  8.8307e+01  1.3055e+09  
   263  2.3759e+07  8.8319e+01  1.3109e+09  
   264  2.3752e+07  8.8332e+01  1.3164e+09  
   265  2.3746e+07  8.8345e+01  1.3219e+09  
   266  2.3740e+07  8.8358e+01  1.3273e+09  
   267  2.3734e+07  8.8371e+01  1.3328e+09  
   268  2.3728e+07  8.8384e+01  1.3383e+09  
   269  2.3721e+07  8.8397e+01  1.3438e+09  
   270  2.3715e+07  8.8410e+01  1.3493e+09  
   271  2.3709e+07  8.8423e+01  1.3547e+09  
   272  2.3703e+07  8.8436e+01  1.3602e+09  
   273  2.3697e+07  8.8449e+01  1.3657e+09  
   274  2.3690e+07  8.8462e+01  1.3712e+09  
   275  2.3684e+07  8.8475e+01  1.3767e+09  
   276  2.3678e+07  8.8489e+01  1.3822e+09  
   277  2.3672e+07  8.8502e+01  1.3878e+09  
   278  2.3666e+07  8.8515e+01  1.3933e+09  
   279  2.3659e+07  8.8528e+01  1.3988e+09  
   280  2.3653e+07  8.8542e+01  1.4043e+09  
   281  2.3647e+07  8.8555e+01  1.4098e+09  
   282  2.3641e+07  8.8568e+01  1.4154e+09  
   283  2.3635e+07  8.8582e+01  1.4209e+09  
   284  2.3628e+07  8.8595e+01  1.4264e+09  
   285  2.3622e+07  8.8609e+01  1.4320e+09  
   286  2.3616e+07  8.8622e+01  1.4375e+09  
   287  2.3610e+07  8.8636e+01  1.4431e+09  
   288  2.3604e+07  8.8649e+01  1.4486e+09  
   289  2.3597e+07  8.8663e+01  1.4542e+09  
   290  2.3591e+07  8.8677e+01  1.4597e+09  
   291  2.3585e+07  8.8690e+01  1.4653e+09  
   292  2.3579e+07  8.8704e+01  1.4708e+09  
   293  2.3573e+07  8.8718e+01  1.4764e+09  
   294  2.3566e+07  8.8731e+01  1.4820e+09  
   295  2.3560e+07  8.8745e+01  1.4876e+09  
   296  2.3554e+07  8.8759e+01  1.4931e+09  
   297  2.3548e+07  8.8773e+01  1.4987e+09  
   298  2.3542e+07  8.8787e+01  1.5043e+09  
   299  2.3535e+07  8.8801e+01  1.5099e+09  
   300  2.3529e+07  8.8815e+01  1.5155e+09  
   301  2.3523e+07  8.8829e+01  1.5211e+09  
   302  2.3517e+07  8.8843e+01  1.5267e+09  
   303  2.3511e+07  8.8857e+01  1.5323e+09  
   304  2.3504e+07  8.8871e+01  1.5379e+09  
   305  2.3498e+07  8.8885e+01  1.5435e+09  
   306  2.3492e+07  8.8899e+01  1.5491e+09  
   307  2.3486e+07  8.8913e+01  1.5547e+09  
   308  2.3480e+07  8.8928e+01  1.5604e+09  
   309  2.3473e+07  8.8942e+01  1.5660e+09  
   310  2.3467e+07  8.8956e+01  1.5716e+09  
   311  2.3461e+07  8.8970e+01  1.5773e+09  
   312  2.3455e+07  8.8985e+01  1.5829e+09  
   313  2.3449e+07  8.8999e+01  1.5885e+09  
   314  2.3442e+07  8.9014e+01  1.5942e+09  
   315  2.3436e+07  8.9028e+01  1.5998e+09  
   316  2.3430e+07  8.9043e+01  1.6055e+09  
   317  2.3424e+07  8.9057e+01  1.6111e+09  
   318  2.3418e+07  8.9072e+01  1.6168e+09  
   319  2.3411e+07  8.9086e+01  1.6225e+09  
   320  2.3405e+07  8.9101e+01  1.6281e+09  
   321  2.3399e+07  8.9116e+01  1.6338e+09  
   322  2.3393e+07  8.9130e+01  1.6395e+09  
   323  2.3387e+07  8.9145e+01  1.6452e+09  
   324  2.3380e+07  8.9160e+01  1.6508e+09  
   325  2.3374e+07  8.9175e+01  1.6565e+09  
   326  2.3368e+07  8.9190e+01  1.6622e+09  
   327  2.3362e+07  8.9205e+01  1.6679e+09  
   328  2.3356e+07  8.9220e+01  1.6736e+09  
   329  2.3349e+07  8.9235e+01  1.6793e+09  
   330  2.3343e+07  8.9250e+01  1.6850e+09  
   331  2.3337e+07  8.9265e+01  1.6907e+09  
   332  2.3331e+07  8.9280e+01  1.6964e+09  
   333  2.3325e+07  8.9295e+01  1.7021e+09  
   334  2.3318e+07  8.9310e+01  1.7079e+09  
   335  2.3312e+07  8.9325e+01  1.7136e+09  
   336  2.3306e+07  8.9340e+01  1.7193e+09  
   337  2.3300e+07  8.9356e+01  1.7250e+09  
   338  2.3294e+07  8.9371e+01  1.7308e+09  
   339  2.3287e+07  8.9386e+01  1.7365e+09  
   340  2.3281e+07  8.9402e+01  1.7423e+09  
   341  2.3275e+07  8.9417e+01  1.7480e+09  
   342  2.3269e+07  8.9433e+01  1.7538e+09  
   343  2.3263e+07  8.9448e+01  1.7595e+09  
   344  2.3256e+07  8.9464e+01  1.7653e+09  
   345  2.3250e+07  8.9479e+01  1.7710e+09  
   346  2.3244e+07  8.9495e+01  1.7768e+09  
   347  2.3238e+07  8.9511e+01  1.7826e+09  
   348  2.3232e+07  8.9526e+01  1.7884e+09  
   349  2.3225e+07  8.9542e+01  1.7941e+09  
   350  2.3219e+07  8.9558e+01  1.7999e+09  
   351  2.3213e+07  8.9574e+01  1.8057e+09  
   352  2.3207e+07  8.9590e+01  1.8115e+09  
   353  2.3201e+07  8.9606e+01  1.8173e+09  
   354  2.3194e+07  8.9622e+01  1.8231e+09  
   355  2.3188e+07  8.9638e+01  1.8289e+09  
   356  2.3182e+07  8.9654e+01  1.8347e+09  
   357  2.3176e+07  8.9670e+01  1.8405e+09  
   358  2.3170e+07  8.9686e+01  1.8463e+09  
   359  2.3163e+07  8.9702e+01  1.8521e+09  
   360  2.3157e+07  8.9718e+01  1.8580e+09  
   361  2.3151e+07  8.9734e+01  1.8638e+09  
   362  2.3145e+07  8.9751e+01  1.8696e+09  
   363  2.3139e+07  8.9767e+01  1.8754e+09  
   364  2.3132e+07  8.9783e+01  1.8813e+09  
   365  2.3126e+07  8.9800e+01  1.8871e+09  
   366  2.3120e+07  8.9816e+01  1.8930e+09  
   367  2.3114e+07  8.9833e+01  1.8988e+09  
   368  2.3108e+07  8.9849e+01  1.9047e+09  
   369  2.3101e+07  8.9866e+01  1.9105e+09  
   370  2.3095e+07  8.9883e+01  1.9164e+09  
   371  2.3089e+07  8.9899e+01  1.9223e+09  
   372  2.3083e+07  8.9916e+01  1.9281e+09  
   373  2.3077e+07  8.9933e+01  1.9340e+09  
   374  2.3071e+07  8.9950e+01  1.9399e+09  
   375  2.3064e+07  8.9967e+01  1.9458e+09  
   376  2.3058e+07  8.9983e+01  1.9516e+09  
   377  2.3052e+07  9.0000e+01  1.9575e+09  
   378  2.3046e+07  9.0017e+01  1.9634e+09  
   379  2.3040e+07  9.0034e+01  1.9693e+09  
   380  2.3033e+07  9.0052e+01  1.9752e+09  
   381  2.3027e+07  9.0069e+01  1.9811e+09  
   382  2.3021e+07  9.0086e+01  1.9870e+09  
   383  2.3015e+07  9.0103e+01  1.9930e+09  
   384  2.3009e+07  9.0120e+01  1.9989e+09  
   385  2.3002e+07  9.0138e+01  2.0048e+09  
   386  2.2996e+07  9.0155e+01  2.0107e+09  
   387  2.2990e+07  9.0172e+01  2.0167e+09  
   388  2.2984e+07  9.0190e+01  2.0226e+09  
   389  2.2978e+07  9.0207e+01  2.0285e+09  
   390  2.2971e+07  9.0225e+01  2.0345e+09  
   391  2.2965e+07  9.0243e+01  2.0404e+09  
   392  2.2959e+07  9.0260e+01  2.0464e+09  
   393  2.2953e+07  9.0278e+01  2.0523e+09  
   394  2.2947e+07  9.0296e+01  2.0583e+09  
   395  2.2940e+07  9.0313e+01  2.0643e+09  
   396  2.2934e+07  9.0331e+01  2.0702e+09  
   397  2.2928e+07  9.0349e+01  2.0762e+09  
   398  2.2922e+07  9.0367e+01  2.0822e+09  
   399  2.2916e+07  9.0385e+01  2.0882e+09  
   400  2.2909e+07  9.0403e+01  2.0942e+09  
   401  2.2903e+07  9.0421e+01  2.1001e+09  
   402  2.2897e+07  9.0439e+01  2.1061e+09  
   403  2.2891e+07  9.0458e+01  2.1121e+09  
   404  2.2885e+07  9.0476e+01  2.1181e+09  
   405  2.2878e+07  9.0494e+01  2.1241e+09  
   406  2.2872e+07  9.0513e+01  2.1302e+09  
   407  2.2866e+07  9.0531e+01  2.1362e+09  
   408  2.2860e+07  9.0549e+01  2.1422e+09  
   409  2.2854e+07  9.0568e+01  2.1482e+09  
   410  2.2847e+07  9.0586e+01  2.1542e+09  
   411  2.2841e+07  9.0605e+01  2.1603e+09  
   412  2.2835e+07  9.0624e+01  2.1663e+09  
   413  2.2829e+07  9.0642e+01  2.1724e+09  
   414  2.2823e+07  9.0661e+01  2.1784e+09  
   415  2.2816e+07  9.0680e+01  2.1845e+09  
   416  2.2810e+07  9.0699e+01  2.1905e+09  
   417  2.2804e+07  9.0718e+01  2.1966e+09  
   418  2.2798e+07  9.0737e+01  2.2026e+09  
   419  2.2792e+07  9.0756e+01  2.2087e+09  
   420  2.2785e+07  9.0775e+01  2.2148e+09  
   421  2.2779e+07  9.0794e+01  2.2208e+09  
   422  2.2773e+07  9.0813e+01  2.2269e+09  
   423  2.2767e+07  9.0832e+01  2.2330e+09  
   424  2.2761e+07  9.0852e+01  2.2391e+09  
   425  2.2754e+07  9.0871e+01  2.2452e+09  
   426  2.2748e+07  9.0891e+01  2.2513e+09  
   427  2.2742e+07  9.0910e+01  2.2574e+09  
   428  2.2736e+07  9.0930e+01  2.2635e+09  
   429  2.2730e+07  9.0949e+01  2.2696e+09  
   430  2.2723e+07  9.0969e+01  2.2757e+09  
   431  2.2717e+07  9.0989e+01  2.2819e+09  
   432  2.2711e+07  9.1008e+01  2.2880e+09  
   433  2.2705e+07  9.1028e+01  2.2941e+09  
   434  2.2699e+07  9.1048e+01  2.3002e+09  
   435  2.2692e+07  9.1068e+01  2.3064e+09  
   436  2.2686e+07  9.1088e+01  2.3125e+09  
   437  2.2680e+07  9.1108e+01  2.3187e+09  
   438  2.2674e+07  9.1128e+01  2.3248e+09  
   439  2.2668e+07  9.1148e+01  2.3310e+09  
   440  2.2661e+07  9.1168e+01  2.3372e+09  
   441  2.2655e+07  9.1189e+01  2.3433e+09  
   442  2.2649e+07  9.1209e+01  2.3495e+09  
   443  2.2643e+07  9.1230e+01  2.3557e+09  
   444  2.2637e+07  9.1250e+01  2.3618e+09  
   445  2.2630e+07  9.1271e+01  2.3680e+09  
   446  2.2624e+07  9.1291e+01  2.3742e+09  
   447  2.2618e+07  9.1312e+01  2.3804e+09  
   448  2.2612e+07  9.1333e+01  2.3866e+09  
   449  2.2606e+07  9.1353e+01  2.3928e+09  
   450  2.2599e+07  9.1374e+01  2.3990e+09  
   451  2.2593e+07  9.1395e+01  2.4052e+09  
   452  2.2587e+07  9.1416e+01  2.4114e+09  
   453  2.2581e+07  9.1437e+01  2.4177e+09  
   454  2.2575e+07  9.1458e+01  2.4239e+09  
   455  2.2568e+07  9.1479e+01  2.4301e+09  
   456  2.2562e+07  9.1501e+01  2.4364e+09  
   457  2.2556e+07  9.1522e+01  2.4426e+09  
   458  2.2550e+07  9.1543e+01  2.4488e+09  
   459  2.2544e+07  9.1565e+01  2.4551e+09  
   460  2.2537e+07  9.1586e+01  2.4613e+09  
   461  2.2531e+07  9.1608e+01  2.4676e+09  
   462  2.2525e+07  9.1629e+01  2.4739e+09  
   463  2.2519e+07  9.1651e+01  2.4801e+09  
   464  2.2513e+07  9.1673e+01  2.4864e+09  
   465  2.2506e+07  9.1694e+01  2.4927e+09  
   466  2.2500e+07  9.1716e+01  2.4990e+09  
   467  2.2494e+07  9.1738e+01  2.5053e+09  
   468  2.2488e+07  9.1760e+01  2.5116e+09  
   469  2.2482e+07  9.1782e+01  2.5178e+09  
   470  2.2475e+07  9.1805e+01  2.5242e+09  
   471  2.2469e+07  9.1827e+01  2.5305e+09  
