# Equilibrium shape and gravity solved with 4th-order Theory of Figures
#
# Model name: uranus
#
# Scalar quantities:
# N levels = 4096
# xlevels = 256
# Mass M = 8.681198782268711e+25 kg
# Mean radius       s0 = 2.538871e+07 m
# Equatorial radius a0 = 2.555900e+07 m
# Rotation period P = 62063.7 s
# Rotation parameter m = 0.028857
# Rotation parameter q = 0.029534
# Normalized MOI = 0.226663
#
# Calculated gravity zonal harmonics (x 10^6):
# J0  = -1000510.937028
# J2  =  3511.648568
# J4  =   -30.889968
# J6  =     0.446919
# J8  =    -0.010010
#
# Column data description (MKS):
# i     - level surface index (increasing with depth)
# s_i   - mean radius of level surface i
# rho_i - density on level surfaces i
# P_i   - pressure on level surface i
#
# Column data:
#    i     s_i         rho_i       P_i
  1007  1.9147e+07  1.8459e+02  7.3118e+09  
  1008  1.9141e+07  1.8602e+02  7.3291e+09  
  1009  1.9135e+07  1.8748e+02  7.3464e+09  
  1010  1.9128e+07  1.8898e+02  7.3639e+09  
  1011  1.9122e+07  1.9053e+02  7.3816e+09  
  1012  1.9116e+07  1.9212e+02  7.3994e+09  
  1013  1.9110e+07  1.9376e+02  7.4174e+09  
  1014  1.9104e+07  1.9544e+02  7.4356e+09  
  1015  1.9097e+07  1.9718e+02  7.4539e+09  
  1016  1.9091e+07  1.9897e+02  7.4724e+09  
  1017  1.9085e+07  2.0081e+02  7.4911e+09  
  1018  1.9079e+07  2.0271e+02  7.5099e+09  
  1019  1.9073e+07  2.0467e+02  7.5290e+09  
  1020  1.9066e+07  2.0669e+02  7.5482e+09  
  1021  1.9060e+07  2.0878e+02  7.5677e+09  
  1022  1.9054e+07  2.1094e+02  7.5873e+09  
  1023  1.9048e+07  2.1317e+02  7.6072e+09  
  1024  1.9042e+07  2.1548e+02  7.6273e+09  
  1025  1.9035e+07  2.1787e+02  7.6477e+09  
  1026  1.9029e+07  2.2035e+02  7.6682e+09  
  1027  1.9023e+07  2.2291e+02  7.6891e+09  
  1028  1.9017e+07  2.2557e+02  7.7102e+09  
  1029  1.9011e+07  2.2833e+02  7.7315e+09  
  1030  1.9004e+07  2.3120e+02  7.7531e+09  
  1031  1.8998e+07  2.3417e+02  7.7751e+09  
  1032  1.8992e+07  2.3727e+02  7.7973e+09  
  1033  1.8986e+07  2.4049e+02  7.8198e+09  
  1034  1.8980e+07  2.4384e+02  7.8427e+09  
  1035  1.8973e+07  2.4733e+02  7.8658e+09  
  1036  1.8967e+07  2.5098e+02  7.8894e+09  
  1037  1.8961e+07  2.5478e+02  7.9133e+09  
  1038  1.8955e+07  2.5876e+02  7.9376e+09  
  1039  1.8949e+07  2.6292e+02  7.9622e+09  
  1040  1.8942e+07  2.6727e+02  7.9874e+09  
  1041  1.8936e+07  2.7184e+02  8.0129e+09  
  1042  1.8930e+07  2.7663e+02  8.0389e+09  
  1043  1.8924e+07  2.8166e+02  8.0654e+09  
  1044  1.8918e+07  2.8694e+02  8.0923e+09  
  1045  1.8911e+07  2.9251e+02  8.1199e+09  
  1046  1.8905e+07  2.9838e+02  8.1479e+09  
  1047  1.8899e+07  3.0458e+02  8.1766e+09  
  1048  1.8893e+07  3.1113e+02  8.2059e+09  
  1049  1.8887e+07  3.1807e+02  8.2358e+09  
  1050  1.8880e+07  3.2543e+02  8.2664e+09  
  1051  1.8874e+07  3.3324e+02  8.2978e+09  
  1052  1.8868e+07  3.4156e+02  8.3300e+09  
  1053  1.8862e+07  3.5042e+02  8.3630e+09  
  1054  1.8856e+07  3.5989e+02  8.3969e+09  
  1055  1.8849e+07  3.7002e+02  8.4317e+09  
  1056  1.8843e+07  3.8088e+02  8.4676e+09  
  1057  1.8837e+07  3.9256e+02  8.5046e+09  
  1058  1.8831e+07  4.0515e+02  8.5427e+09  
  1059  1.8825e+07  4.1874e+02  8.5821e+09  
  1060  1.8818e+07  4.3346e+02  8.6229e+09  
  1061  1.8812e+07  4.4945e+02  8.6652e+09  
  1062  1.8806e+07  4.6687e+02  8.7091e+09  
  1063  1.8800e+07  4.8590e+02  8.7548e+09  
  1064  1.8794e+07  5.0676e+02  8.8024e+09  
  1065  1.8787e+07  5.2970e+02  8.8522e+09  
  1066  1.8781e+07  5.5502e+02  8.9043e+09  
  1067  1.8775e+07  5.8307e+02  8.9589e+09  
  1068  1.8769e+07  6.1425e+02  9.0165e+09  
  1069  1.8763e+07  6.4904e+02  9.0772e+09  
  1070  1.8756e+07  6.8797e+02  9.1415e+09  
  1071  1.8750e+07  7.3168e+02  9.2099e+09  
  1072  1.8744e+07  7.8087e+02  9.2827e+09  
  1073  1.8738e+07  8.3630e+02  9.3606e+09  
  1074  1.8732e+07  8.9878e+02  9.4442e+09  
  1075  1.8725e+07  9.6904e+02  9.5342e+09  
  1076  1.8719e+07  1.0477e+03  9.6315e+09  
  1077  1.8713e+07  1.1350e+03  9.7368e+09  
  1078  1.8707e+07  1.2306e+03  9.8509e+09  
  1079  1.8701e+07  1.3336e+03  9.9746e+09  
  1080  1.8694e+07  1.4420e+03  1.0109e+10  
  1081  1.8688e+07  1.5532e+03  1.0253e+10  
  1082  1.8682e+07  1.6641e+03  1.0409e+10  
  1083  1.8676e+07  1.7716e+03  1.0575e+10  
  1084  1.8670e+07  1.8732e+03  1.0751e+10  
  1085  1.8663e+07  1.9672e+03  1.0936e+10  
  1086  1.8657e+07  2.0527e+03  1.1130e+10  
  1087  1.8651e+07  2.1296e+03  1.1332e+10  
  1088  1.8645e+07  2.1982e+03  1.1541e+10  
  1089  1.8639e+07  2.2592e+03  1.1757e+10  
  1090  1.8632e+07  2.3133e+03  1.1977e+10  
  1091  1.8626e+07  2.3613e+03  1.2203e+10  
  1092  1.8620e+07  2.4040e+03  1.2433e+10  
  1093  1.8614e+07  2.4420e+03  1.2667e+10  
  1094  1.8608e+07  2.4760e+03  1.2905e+10  
  1095  1.8601e+07  2.5065e+03  1.3145e+10  
  1096  1.8595e+07  2.5340e+03  1.3388e+10  
  1097  1.8589e+07  2.5588e+03  1.3634e+10  
  1098  1.8583e+07  2.5813e+03  1.3882e+10  
  1099  1.8577e+07  2.6018e+03  1.4132e+10  
  1100  1.8570e+07  2.6205e+03  1.4384e+10  
  1101  1.8564e+07  2.6376e+03  1.4637e+10  
  1102  1.8558e+07  2.6533e+03  1.4892e+10  
  1103  1.8552e+07  2.6678e+03  1.5149e+10  
  1104  1.8546e+07  2.6812e+03  1.5406e+10  
  1105  1.8539e+07  2.6936e+03  1.5665e+10  
  1106  1.8533e+07  2.7051e+03  1.5925e+10  
  1107  1.8527e+07  2.7158e+03  1.6186e+10  
  1108  1.8521e+07  2.7258e+03  1.6448e+10  
  1109  1.8515e+07  2.7351e+03  1.6711e+10  
  1110  1.8508e+07  2.7438e+03  1.6975e+10  
  1111  1.8502e+07  2.7521e+03  1.7239e+10  
  1112  1.8496e+07  2.7598e+03  1.7504e+10  
  1113  1.8490e+07  2.7670e+03  1.7770e+10  
  1114  1.8484e+07  2.7739e+03  1.8036e+10  
  1115  1.8477e+07  2.7804e+03  1.8303e+10  
  1116  1.8471e+07  2.7865e+03  1.8570e+10  
  1117  1.8465e+07  2.7923e+03  1.8838e+10  
  1118  1.8459e+07  2.7978e+03  1.9107e+10  
  1119  1.8453e+07  2.8031e+03  1.9376e+10  
  1120  1.8446e+07  2.8080e+03  1.9645e+10  
  1121  1.8440e+07  2.8128e+03  1.9915e+10  
  1122  1.8434e+07  2.8173e+03  2.0185e+10  
  1123  1.8428e+07  2.8216e+03  2.0455e+10  
  1124  1.8422e+07  2.8257e+03  2.0726e+10  
  1125  1.8415e+07  2.8297e+03  2.0997e+10  
  1126  1.8409e+07  2.8334e+03  2.1268e+10  
  1127  1.8403e+07  2.8371e+03  2.1540e+10  
  1128  1.8397e+07  2.8405e+03  2.1812e+10  
  1129  1.8391e+07  2.8439e+03  2.2084e+10  
  1130  1.8385e+07  2.8470e+03  2.2356e+10  
  1131  1.8378e+07  2.8501e+03  2.2629e+10  
  1132  1.8372e+07  2.8531e+03  2.2902e+10  
  1133  1.8366e+07  2.8559e+03  2.3175e+10  
  1134  1.8360e+07  2.8587e+03  2.3448e+10  
  1135  1.8354e+07  2.8613e+03  2.3721e+10  
  1136  1.8347e+07  2.8638e+03  2.3995e+10  
  1137  1.8341e+07  2.8663e+03  2.4269e+10  
  1138  1.8335e+07  2.8687e+03  2.4542e+10  
  1139  1.8329e+07  2.8710e+03  2.4816e+10  
  1140  1.8323e+07  2.8732e+03  2.5091e+10  
  1141  1.8316e+07  2.8753e+03  2.5365e+10  
  1142  1.8310e+07  2.8774e+03  2.5639e+10  
  1143  1.8304e+07  2.8794e+03  2.5914e+10  
  1144  1.8298e+07  2.8814e+03  2.6188e+10  
  1145  1.8292e+07  2.8832e+03  2.6463e+10  
  1146  1.8285e+07  2.8851e+03  2.6738e+10  
  1147  1.8279e+07  2.8869e+03  2.7013e+10  
  1148  1.8273e+07  2.8886e+03  2.7288e+10  
  1149  1.8267e+07  2.8903e+03  2.7563e+10  
  1150  1.8261e+07  2.8919e+03  2.7838e+10  
  1151  1.8254e+07  2.8935e+03  2.8114e+10  
  1152  1.8248e+07  2.8950e+03  2.8389e+10  
  1153  1.8242e+07  2.8965e+03  2.8664e+10  
  1154  1.8236e+07  2.8980e+03  2.8940e+10  
  1155  1.8230e+07  2.8994e+03  2.9215e+10  
  1156  1.8223e+07  2.9008e+03  2.9491e+10  
  1157  1.8217e+07  2.9021e+03  2.9766e+10  
  1158  1.8211e+07  2.9034e+03  3.0042e+10  
  1159  1.8205e+07  2.9047e+03  3.0318e+10  
  1160  1.8199e+07  2.9059e+03  3.0593e+10  
  1161  1.8192e+07  2.9071e+03  3.0869e+10  
  1162  1.8186e+07  2.9083e+03  3.1145e+10  
  1163  1.8180e+07  2.9095e+03  3.1421e+10  
  1164  1.8174e+07  2.9106e+03  3.1696e+10  
  1165  1.8168e+07  2.9117e+03  3.1972e+10  
  1166  1.8161e+07  2.9128e+03  3.2248e+10  
  1167  1.8155e+07  2.9138e+03  3.2524e+10  
  1168  1.8149e+07  2.9149e+03  3.2800e+10  
  1169  1.8143e+07  2.9159e+03  3.3076e+10  
  1170  1.8137e+07  2.9169e+03  3.3352e+10  
  1171  1.8130e+07  2.9178e+03  3.3628e+10  
  1172  1.8124e+07  2.9188e+03  3.3904e+10  
  1173  1.8118e+07  2.9197e+03  3.4180e+10  
  1174  1.8112e+07  2.9206e+03  3.4456e+10  
  1175  1.8106e+07  2.9215e+03  3.4732e+10  
  1176  1.8099e+07  2.9223e+03  3.5008e+10  
  1177  1.8093e+07  2.9232e+03  3.5284e+10  
  1178  1.8087e+07  2.9240e+03  3.5560e+10  
  1179  1.8081e+07  2.9248e+03  3.5836e+10  
  1180  1.8075e+07  2.9256e+03  3.6111e+10  
  1181  1.8068e+07  2.9264e+03  3.6387e+10  
  1182  1.8062e+07  2.9271e+03  3.6663e+10  
  1183  1.8056e+07  2.9279e+03  3.6939e+10  
  1184  1.8050e+07  2.9286e+03  3.7215e+10  
  1185  1.8044e+07  2.9293e+03  3.7491e+10  
  1186  1.8037e+07  2.9301e+03  3.7767e+10  
  1187  1.8031e+07  2.9307e+03  3.8043e+10  
  1188  1.8025e+07  2.9314e+03  3.8318e+10  
  1189  1.8019e+07  2.9321e+03  3.8594e+10  
  1190  1.8013e+07  2.9328e+03  3.8870e+10  
  1191  1.8006e+07  2.9334e+03  3.9146e+10  
  1192  1.8000e+07  2.9340e+03  3.9421e+10  
  1193  1.7994e+07  2.9347e+03  3.9697e+10  
  1194  1.7988e+07  2.9353e+03  3.9973e+10  
  1195  1.7982e+07  2.9359e+03  4.0248e+10  
  1196  1.7975e+07  2.9365e+03  4.0524e+10  
  1197  1.7969e+07  2.9370e+03  4.0800e+10  
  1198  1.7963e+07  2.9376e+03  4.1075e+10  
  1199  1.7957e+07  2.9382e+03  4.1351e+10  
  1200  1.7951e+07  2.9387e+03  4.1626e+10  
  1201  1.7944e+07  2.9393e+03  4.1902e+10  
  1202  1.7938e+07  2.9398e+03  4.2177e+10  
  1203  1.7932e+07  2.9403e+03  4.2452e+10  
  1204  1.7926e+07  2.9408e+03  4.2728e+10  
  1205  1.7920e+07  2.9413e+03  4.3003e+10  
  1206  1.7913e+07  2.9418e+03  4.3278e+10  
  1207  1.7907e+07  2.9423e+03  4.3553e+10  
  1208  1.7901e+07  2.9428e+03  4.3829e+10  
  1209  1.7895e+07  2.9433e+03  4.4104e+10  
  1210  1.7889e+07  2.9438e+03  4.4379e+10  
  1211  1.7882e+07  2.9442e+03  4.4654e+10  
  1212  1.7876e+07  2.9447e+03  4.4929e+10  
  1213  1.7870e+07  2.9451e+03  4.5204e+10  
  1214  1.7864e+07  2.9456e+03  4.5479e+10  
  1215  1.7858e+07  2.9460e+03  4.5754e+10  
  1216  1.7851e+07  2.9464e+03  4.6029e+10  
  1217  1.7845e+07  2.9469e+03  4.6303e+10  
  1218  1.7839e+07  2.9473e+03  4.6578e+10  
  1219  1.7833e+07  2.9477e+03  4.6853e+10  
  1220  1.7827e+07  2.9481e+03  4.7127e+10  
  1221  1.7820e+07  2.9485e+03  4.7402e+10  
  1222  1.7814e+07  2.9489e+03  4.7676e+10  
  1223  1.7808e+07  2.9493e+03  4.7951e+10  
  1224  1.7802e+07  2.9497e+03  4.8225e+10  
  1225  1.7796e+07  2.9500e+03  4.8500e+10  
  1226  1.7789e+07  2.9504e+03  4.8774e+10  
  1227  1.7783e+07  2.9508e+03  4.9048e+10  
  1228  1.7777e+07  2.9511e+03  4.9323e+10  
  1229  1.7771e+07  2.9515e+03  4.9597e+10  
  1230  1.7765e+07  2.9518e+03  4.9871e+10  
  1231  1.7758e+07  2.9522e+03  5.0145e+10  
  1232  1.7752e+07  2.9525e+03  5.0419e+10  
  1233  1.7746e+07  2.9529e+03  5.0693e+10  
  1234  1.7740e+07  2.9532e+03  5.0967e+10  
  1235  1.7734e+07  2.9535e+03  5.1241e+10  
  1236  1.7727e+07  2.9539e+03  5.1514e+10  
  1237  1.7721e+07  2.9542e+03  5.1788e+10  
  1238  1.7715e+07  2.9545e+03  5.2062e+10  
  1239  1.7709e+07  2.9548e+03  5.2335e+10  
  1240  1.7703e+07  2.9551e+03  5.2609e+10  
  1241  1.7696e+07  2.9554e+03  5.2882e+10  
  1242  1.7690e+07  2.9557e+03  5.3156e+10  
  1243  1.7684e+07  2.9560e+03  5.3429e+10  
  1244  1.7678e+07  2.9563e+03  5.3702e+10  
  1245  1.7672e+07  2.9566e+03  5.3976e+10  
  1246  1.7665e+07  2.9569e+03  5.4249e+10  
  1247  1.7659e+07  2.9572e+03  5.4522e+10  
  1248  1.7653e+07  2.9575e+03  5.4795e+10  
  1249  1.7647e+07  2.9578e+03  5.5068e+10  
  1250  1.7641e+07  2.9580e+03  5.5341e+10  
  1251  1.7634e+07  2.9583e+03  5.5614e+10  
  1252  1.7628e+07  2.9586e+03  5.5887e+10  
  1253  1.7622e+07  2.9588e+03  5.6159e+10  
  1254  1.7616e+07  2.9591e+03  5.6432e+10  
  1255  1.7610e+07  2.9594e+03  5.6705e+10  
  1256  1.7604e+07  2.9596e+03  5.6977e+10  
  1257  1.7597e+07  2.9599e+03  5.7250e+10  
  1258  1.7591e+07  2.9601e+03  5.7522e+10  
  1259  1.7585e+07  2.9604e+03  5.7795e+10  
  1260  1.7579e+07  2.9606e+03  5.8067e+10  
  1261  1.7573e+07  2.9609e+03  5.8339e+10  
  1262  1.7566e+07  2.9611e+03  5.8611e+10  
  1263  1.7560e+07  2.9613e+03  5.8883e+10  
  1264  1.7554e+07  2.9616e+03  5.9155e+10  
  1265  1.7548e+07  2.9618e+03  5.9427e+10  
  1266  1.7542e+07  2.9620e+03  5.9699e+10  
  1267  1.7535e+07  2.9623e+03  5.9971e+10  
  1268  1.7529e+07  2.9625e+03  6.0243e+10  
  1269  1.7523e+07  2.9627e+03  6.0515e+10  
  1270  1.7517e+07  2.9629e+03  6.0786e+10  
  1271  1.7511e+07  2.9632e+03  6.1058e+10  
  1272  1.7504e+07  2.9634e+03  6.1329e+10  
  1273  1.7498e+07  2.9636e+03  6.1601e+10  
  1274  1.7492e+07  2.9638e+03  6.1872e+10  
  1275  1.7486e+07  2.9640e+03  6.2143e+10  
  1276  1.7480e+07  2.9642e+03  6.2415e+10  
  1277  1.7473e+07  2.9644e+03  6.2686e+10  
  1278  1.7467e+07  2.9646e+03  6.2957e+10  
  1279  1.7461e+07  2.9648e+03  6.3228e+10  
  1280  1.7455e+07  2.9650e+03  6.3499e+10  
  1281  1.7449e+07  2.9652e+03  6.3770e+10  
  1282  1.7442e+07  2.9654e+03  6.4040e+10  
  1283  1.7436e+07  2.9656e+03  6.4311e+10  
  1284  1.7430e+07  2.9658e+03  6.4582e+10  
  1285  1.7424e+07  2.9660e+03  6.4852e+10  
  1286  1.7418e+07  2.9662e+03  6.5123e+10  
  1287  1.7411e+07  2.9664e+03  6.5393e+10  
  1288  1.7405e+07  2.9665e+03  6.5664e+10  
  1289  1.7399e+07  2.9667e+03  6.5934e+10  
  1290  1.7393e+07  2.9669e+03  6.6204e+10  
  1291  1.7387e+07  2.9671e+03  6.6474e+10  
  1292  1.7380e+07  2.9673e+03  6.6744e+10  
  1293  1.7374e+07  2.9674e+03  6.7014e+10  
  1294  1.7368e+07  2.9676e+03  6.7284e+10  
  1295  1.7362e+07  2.9678e+03  6.7554e+10  
  1296  1.7356e+07  2.9680e+03  6.7824e+10  
  1297  1.7349e+07  2.9681e+03  6.8094e+10  
  1298  1.7343e+07  2.9683e+03  6.8363e+10  
  1299  1.7337e+07  2.9685e+03  6.8633e+10  
  1300  1.7331e+07  2.9686e+03  6.8902e+10  
  1301  1.7325e+07  2.9688e+03  6.9172e+10  
  1302  1.7318e+07  2.9689e+03  6.9441e+10  
  1303  1.7312e+07  2.9691e+03  6.9710e+10  
  1304  1.7306e+07  2.9693e+03  6.9979e+10  
  1305  1.7300e+07  2.9694e+03  7.0249e+10  
  1306  1.7294e+07  2.9696e+03  7.0518e+10  
  1307  1.7287e+07  2.9697e+03  7.0787e+10  
  1308  1.7281e+07  2.9699e+03  7.1055e+10  
  1309  1.7275e+07  2.9700e+03  7.1324e+10  
  1310  1.7269e+07  2.9702e+03  7.1593e+10  
  1311  1.7263e+07  2.9703e+03  7.1862e+10  
  1312  1.7256e+07  2.9705e+03  7.2130e+10  
  1313  1.7250e+07  2.9706e+03  7.2399e+10  
  1314  1.7244e+07  2.9708e+03  7.2667e+10  
  1315  1.7238e+07  2.9709e+03  7.2936e+10  
  1316  1.7232e+07  2.9711e+03  7.3204e+10  
  1317  1.7225e+07  2.9712e+03  7.3472e+10  
  1318  1.7219e+07  2.9714e+03  7.3740e+10  
  1319  1.7213e+07  2.9715e+03  7.4008e+10  
  1320  1.7207e+07  2.9716e+03  7.4276e+10  
  1321  1.7201e+07  2.9718e+03  7.4544e+10  
  1322  1.7194e+07  2.9719e+03  7.4812e+10  
  1323  1.7188e+07  2.9720e+03  7.5080e+10  
  1324  1.7182e+07  2.9722e+03  7.5347e+10  
  1325  1.7176e+07  2.9723e+03  7.5615e+10  
  1326  1.7170e+07  2.9724e+03  7.5882e+10  
  1327  1.7163e+07  2.9726e+03  7.6150e+10  
  1328  1.7157e+07  2.9727e+03  7.6417e+10  
  1329  1.7151e+07  2.9728e+03  7.6685e+10  
  1330  1.7145e+07  2.9730e+03  7.6952e+10  
  1331  1.7139e+07  2.9731e+03  7.7219e+10  
  1332  1.7132e+07  2.9732e+03  7.7486e+10  
  1333  1.7126e+07  2.9733e+03  7.7753e+10  
  1334  1.7120e+07  2.9735e+03  7.8020e+10  
  1335  1.7114e+07  2.9736e+03  7.8287e+10  
  1336  1.7108e+07  2.9737e+03  7.8553e+10  
  1337  1.7101e+07  2.9738e+03  7.8820e+10  
  1338  1.7095e+07  2.9740e+03  7.9087e+10  
  1339  1.7089e+07  2.9741e+03  7.9353e+10  
  1340  1.7083e+07  2.9742e+03  7.9619e+10  
  1341  1.7077e+07  2.9743e+03  7.9886e+10  
  1342  1.7070e+07  2.9744e+03  8.0152e+10  
  1343  1.7064e+07  2.9745e+03  8.0418e+10  
  1344  1.7058e+07  2.9747e+03  8.0684e+10  
  1345  1.7052e+07  2.9748e+03  8.0950e+10  
  1346  1.7046e+07  2.9749e+03  8.1216e+10  
  1347  1.7039e+07  2.9750e+03  8.1482e+10  
  1348  1.7033e+07  2.9751e+03  8.1748e+10  
  1349  1.7027e+07  2.9752e+03  8.2014e+10  
  1350  1.7021e+07  2.9753e+03  8.2279e+10  
  1351  1.7015e+07  2.9754e+03  8.2545e+10  
  1352  1.7008e+07  2.9756e+03  8.2810e+10  
  1353  1.7002e+07  2.9757e+03  8.3076e+10  
  1354  1.6996e+07  2.9758e+03  8.3341e+10  
  1355  1.6990e+07  2.9759e+03  8.3606e+10  
  1356  1.6984e+07  2.9760e+03  8.3871e+10  
  1357  1.6977e+07  2.9761e+03  8.4136e+10  
  1358  1.6971e+07  2.9762e+03  8.4401e+10  
  1359  1.6965e+07  2.9763e+03  8.4666e+10  
  1360  1.6959e+07  2.9764e+03  8.4931e+10  
  1361  1.6953e+07  2.9765e+03  8.5196e+10  
  1362  1.6946e+07  2.9766e+03  8.5461e+10  
  1363  1.6940e+07  2.9767e+03  8.5725e+10  
  1364  1.6934e+07  2.9768e+03  8.5990e+10  
  1365  1.6928e+07  2.9769e+03  8.6254e+10  
  1366  1.6922e+07  2.9770e+03  8.6518e+10  
  1367  1.6915e+07  2.9771e+03  8.6783e+10  
  1368  1.6909e+07  2.9772e+03  8.7047e+10  
  1369  1.6903e+07  2.9773e+03  8.7311e+10  
  1370  1.6897e+07  2.9774e+03  8.7575e+10  
  1371  1.6891e+07  2.9775e+03  8.7839e+10  
  1372  1.6884e+07  2.9776e+03  8.8103e+10  
  1373  1.6878e+07  2.9777e+03  8.8366e+10  
  1374  1.6872e+07  2.9778e+03  8.8630e+10  
  1375  1.6866e+07  2.9779e+03  8.8894e+10  
  1376  1.6860e+07  2.9779e+03  8.9157e+10  
  1377  1.6853e+07  2.9780e+03  8.9421e+10  
  1378  1.6847e+07  2.9781e+03  8.9684e+10  
  1379  1.6841e+07  2.9782e+03  8.9947e+10  
  1380  1.6835e+07  2.9783e+03  9.0211e+10  
  1381  1.6829e+07  2.9784e+03  9.0474e+10  
  1382  1.6823e+07  2.9785e+03  9.0737e+10  
  1383  1.6816e+07  2.9786e+03  9.1000e+10  
  1384  1.6810e+07  2.9787e+03  9.1263e+10  
  1385  1.6804e+07  2.9788e+03  9.1525e+10  
  1386  1.6798e+07  2.9788e+03  9.1788e+10  
  1387  1.6792e+07  2.9789e+03  9.2051e+10  
  1388  1.6785e+07  2.9790e+03  9.2313e+10  
  1389  1.6779e+07  2.9791e+03  9.2576e+10  
  1390  1.6773e+07  2.9792e+03  9.2838e+10  
  1391  1.6767e+07  2.9793e+03  9.3100e+10  
  1392  1.6761e+07  2.9793e+03  9.3363e+10  
  1393  1.6754e+07  2.9794e+03  9.3625e+10  
  1394  1.6748e+07  2.9795e+03  9.3887e+10  
  1395  1.6742e+07  2.9796e+03  9.4149e+10  
  1396  1.6736e+07  2.9797e+03  9.4411e+10  
  1397  1.6730e+07  2.9798e+03  9.4672e+10  
  1398  1.6723e+07  2.9798e+03  9.4934e+10  
  1399  1.6717e+07  2.9799e+03  9.5196e+10  
  1400  1.6711e+07  2.9800e+03  9.5457e+10  
  1401  1.6705e+07  2.9801e+03  9.5719e+10  
  1402  1.6699e+07  2.9802e+03  9.5980e+10  
  1403  1.6692e+07  2.9802e+03  9.6241e+10  
  1404  1.6686e+07  2.9803e+03  9.6503e+10  
  1405  1.6680e+07  2.9804e+03  9.6764e+10  
  1406  1.6674e+07  2.9805e+03  9.7025e+10  
  1407  1.6668e+07  2.9805e+03  9.7286e+10  
  1408  1.6661e+07  2.9806e+03  9.7547e+10  
  1409  1.6655e+07  2.9807e+03  9.7807e+10  
  1410  1.6649e+07  2.9808e+03  9.8068e+10  
  1411  1.6643e+07  2.9808e+03  9.8329e+10  
  1412  1.6637e+07  2.9809e+03  9.8589e+10  
  1413  1.6630e+07  2.9810e+03  9.8850e+10  
  1414  1.6624e+07  2.9811e+03  9.9110e+10  
  1415  1.6618e+07  2.9811e+03  9.9371e+10  
  1416  1.6612e+07  2.9812e+03  9.9631e+10  
  1417  1.6606e+07  2.9813e+03  9.9891e+10  
  1418  1.6599e+07  2.9813e+03  1.0015e+11  
  1419  1.6593e+07  2.9814e+03  1.0041e+11  
  1420  1.6587e+07  2.9815e+03  1.0067e+11  
  1421  1.6581e+07  2.9816e+03  1.0093e+11  
  1422  1.6575e+07  2.9816e+03  1.0119e+11  
  1423  1.6568e+07  2.9817e+03  1.0145e+11  
  1424  1.6562e+07  2.9818e+03  1.0171e+11  
  1425  1.6556e+07  2.9818e+03  1.0197e+11  
  1426  1.6550e+07  2.9819e+03  1.0223e+11  
  1427  1.6544e+07  2.9820e+03  1.0249e+11  
  1428  1.6537e+07  2.9820e+03  1.0275e+11  
  1429  1.6531e+07  2.9821e+03  1.0301e+11  
  1430  1.6525e+07  2.9822e+03  1.0326e+11  
  1431  1.6519e+07  2.9822e+03  1.0352e+11  
  1432  1.6513e+07  2.9823e+03  1.0378e+11  
  1433  1.6506e+07  2.9824e+03  1.0404e+11  
  1434  1.6500e+07  2.9824e+03  1.0430e+11  
  1435  1.6494e+07  2.9825e+03  1.0456e+11  
  1436  1.6488e+07  2.9826e+03  1.0482e+11  
  1437  1.6482e+07  2.9826e+03  1.0508e+11  
  1438  1.6475e+07  2.9827e+03  1.0533e+11  
  1439  1.6469e+07  2.9828e+03  1.0559e+11  
  1440  1.6463e+07  2.9828e+03  1.0585e+11  
  1441  1.6457e+07  2.9829e+03  1.0611e+11  
  1442  1.6451e+07  2.9829e+03  1.0637e+11  
  1443  1.6444e+07  2.9830e+03  1.0662e+11  
  1444  1.6438e+07  2.9831e+03  1.0688e+11  
  1445  1.6432e+07  2.9831e+03  1.0714e+11  
  1446  1.6426e+07  2.9832e+03  1.0740e+11  
  1447  1.6420e+07  2.9833e+03  1.0766e+11  
  1448  1.6413e+07  2.9833e+03  1.0791e+11  
  1449  1.6407e+07  2.9834e+03  1.0817e+11  
  1450  1.6401e+07  2.9834e+03  1.0843e+11  
  1451  1.6395e+07  2.9835e+03  1.0869e+11  
  1452  1.6389e+07  2.9836e+03  1.0894e+11  
  1453  1.6382e+07  2.9836e+03  1.0920e+11  
  1454  1.6376e+07  2.9837e+03  1.0946e+11  
  1455  1.6370e+07  2.9837e+03  1.0971e+11  
  1456  1.6364e+07  2.9838e+03  1.0997e+11  
  1457  1.6358e+07  2.9838e+03  1.1023e+11  
  1458  1.6351e+07  2.9839e+03  1.1048e+11  
  1459  1.6345e+07  2.9840e+03  1.1074e+11  
  1460  1.6339e+07  2.9840e+03  1.1100e+11  
  1461  1.6333e+07  2.9841e+03  1.1125e+11  
  1462  1.6327e+07  2.9841e+03  1.1151e+11  
  1463  1.6320e+07  2.9842e+03  1.1177e+11  
  1464  1.6314e+07  2.9842e+03  1.1202e+11  
  1465  1.6308e+07  2.9843e+03  1.1228e+11  
  1466  1.6302e+07  2.9844e+03  1.1253e+11  
  1467  1.6296e+07  2.9844e+03  1.1279e+11  
  1468  1.6289e+07  2.9845e+03  1.1305e+11  
  1469  1.6283e+07  2.9845e+03  1.1330e+11  
  1470  1.6277e+07  2.9846e+03  1.1356e+11  
  1471  1.6271e+07  2.9846e+03  1.1381e+11  
  1472  1.6265e+07  2.9847e+03  1.1407e+11  
  1473  1.6258e+07  2.9847e+03  1.1432e+11  
  1474  1.6252e+07  2.9848e+03  1.1458e+11  
  1475  1.6246e+07  2.9848e+03  1.1483e+11  
